timestamp,source_rsu_frame_file,canvas_key,input_canvas_shape,backbone_spatial_features_2d_shape,psm_shape,rm_shape,score_min,score_mean,score_max,score_p95,score_threshold_used,postprocess_pred_boxes,postprocess_scores,postprocess_max_score,postprocess_top_scores
000060,warped_frames/000060_leader_scatter_mean_ref1.npz,warped_canvas,1x64x200x704,1x384x100x352,1x2x100x352,1x14x100x352,0.000002,0.003937,0.815208,0.007150,0.2,29,29,0.815208,0.815208;0.714949;0.559843;0.556072;0.495430;0.484433;0.471239;0.462222;0.433227;0.429638
