channel,status,reason,count,channel_ratio,avg_sinr,avg_sinr_min,avg_tbler
PSCCH,FAIL,decoded_overlap,5725,0.4692622950819672,0.1673815942683531,0.15037436583448233,0.9824056234061094
PSCCH,FAIL,error_model,1779,0.14581967213114755,0.3075276284459863,0.2827674932419446,0.9566979005059022
PSCCH,OK,,4696,0.38491803278688524,51930.77376092197,49064.84470847749,0.016078445272572323
PSSCH,FAIL,decode_fail,285,0.5317164179104478,2501.957527833963,2.877515555773586,0.9990665735849056
PSSCH,OK,,251,0.46828358208955223,264959.88447136944,232064.09336285025,0.007398794066390041
