frames,total_quality_areas_mean,total_quality_areas_min,total_quality_areas_max,selected_areas_mean,selected_areas_min,selected_areas_max,selected_area_ratio_mean,selected_area_ratio_min,selected_area_ratio_max,total_gt_count_mean,total_gt_count_min,total_gt_count_max,selected_gt_count_mean,selected_gt_count_min,selected_gt_count_max,selected_gt_ratio_mean,selected_gt_ratio_min,selected_gt_ratio_max,mean_area_quality_mean,mean_area_quality_min,mean_area_quality_max,mean_confidence_weighted_quality_mean,mean_confidence_weighted_quality_min,mean_confidence_weighted_quality_max,leader_count_mean,leader_count_min,leader_count_max,leader_max_load_mean,leader_max_load_min,leader_max_load_max
11,33.000000,32.000000,35.000000,40.000000,40.000000,40.000000,1.213892,1.142857,1.250000,46.545455,45.000000,48.000000,46.545455,45.000000,48.000000,1.000000,1.000000,1.000000,0.670455,0.600000,0.712500,0.609181,0.549542,0.656318,15.090909,15.000000,16.000000,8.818182,7.000000,10.000000
