frames,num_cavs,deadline_ms,box_bytes,message_overhead_bytes,packet_overhead_bytes,mtu_bytes,total_bandwidth_mhz,subchannels,spectral_efficiency_bpshz,per_subchannel_rate_mbps,senders_with_boxes_mean,senders_with_boxes_p95,senders_with_boxes_max,total_boxes_mean,total_boxes_p95,total_boxes_max,broadcast_messages_mean,broadcast_messages_p95,broadcast_messages_max,broadcast_packets_mean,broadcast_packets_p95,broadcast_packets_max,broadcast_bytes_mean,broadcast_bytes_p95,broadcast_bytes_max,broadcast_mbps_mean,broadcast_mbps_p95,broadcast_mbps_max,broadcast_scheduled_ms_mean,broadcast_scheduled_ms_p95,broadcast_scheduled_ms_max,broadcast_deadline_ok_mean,broadcast_deadline_ok_p95,broadcast_deadline_ok_max,broadcast_random_access_delivery_ratio_mean,broadcast_random_access_delivery_ratio_p95,broadcast_random_access_delivery_ratio_max,broadcast_random_access_full_success_prob_mean,broadcast_random_access_full_success_prob_p95,broadcast_random_access_full_success_prob_max,alltoall_messages_mean,alltoall_messages_p95,alltoall_messages_max,alltoall_packets_mean,alltoall_packets_p95,alltoall_packets_max,alltoall_bytes_mean,alltoall_bytes_p95,alltoall_bytes_max,alltoall_mbps_mean,alltoall_mbps_p95,alltoall_mbps_max,alltoall_scheduled_ms_mean,alltoall_scheduled_ms_p95,alltoall_scheduled_ms_max,alltoall_deadline_ok_mean,alltoall_deadline_ok_p95,alltoall_deadline_ok_max,alltoall_random_access_delivery_ratio_mean,alltoall_random_access_delivery_ratio_p95,alltoall_random_access_delivery_ratio_max,alltoall_random_access_full_success_prob_mean,alltoall_random_access_full_success_prob_p95,alltoall_random_access_full_success_prob_max
41,20,100.0,80,64,48,1200,20.0,10,6.0,12.000000,16.341463,17.000000,18.000000,102.414634,113.000000,115.000000,16.341463,17.000000,18.000000,16.341463,17.000000,18.000000,9239.024390,10128.000000,10288.000000,0.739122,0.810240,0.823040,1.152911,1.242667,1.242667,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,310.487805,323.000000,342.000000,310.487805,323.000000,342.000000,175541.463415,192432.000000,195472.000000,14.043317,15.394560,15.637760,19.102244,20.637333,20.866667,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
