frames,area_count_mean,area_count_max,covered_area_count_mean,covered_area_count_max,avg_group_size_mean,avg_group_size_max,avg_group_confidence_mean,avg_group_confidence_max,local_upload_packets_mean,local_upload_packets_max,leader_upload_packets_mean,leader_upload_packets_max,control_assignment_bytes_mean,control_assignment_bytes_max,local_upload_bytes_mean,local_upload_bytes_max,leader_upload_bytes_mean,leader_upload_bytes_max,broadcast_bytes_mean,broadcast_bytes_max,total_byte_proxy_mean,total_byte_proxy_max,leader_count_mean,leader_count_max,leader_max_load_mean,leader_max_load_max
11,40.000000,40.000000,40.000000,40.000000,1.536364,1.575000,0.908059,0.928722,21.454545,23.000000,40.000000,40.000000,2560.000000,2560.000000,214545.454545,230000.000000,80000.000000,80000.000000,2000.000000,2000.000000,299105.454545,314560.000000,15.090909,16.000000,8.818182,10.000000
