planned_requests,observed_cam_received,matched_cam_received,bridge_observed_delivery_ratio,planned_bytes,observed_bytes,avg_delay_ms,p95_delay_ms,max_delay_ms,note
676,31,31,0.04585798816568047,3240000,174000,109.64516129032258,209.0,211.0,"bridge-observed cam_received callbacks, not PHY-layer trace"
