label,trace_path,ap_03,ap_05,ap_07,raw_lidar_mbps,total_mbps,frame_count,trace_rows,detector_calls_total,detector_calls_per_frame,detector_calls_per_frame_p95,mean_source_cavs_per_call,mean_uploaded_cavs_per_call,mean_selected_grids_per_call,mean_input_points_per_call,mean_input_points_per_frame,mean_pred_boxes_per_call,mean_pred_boxes_per_frame,mean_raw_bytes_per_call,mean_frame_comm_time_ms_per_call_row,calibrated_gflops_per_forward,profiled_detector_gflops_per_frame,profiled_detector_gflops_per_second_at_10hz,input_adjusted_detector_gflops_per_frame,input_adjusted_point_feature_gflops_per_frame
Singleton pure late reference,docs\doc_workspace\SGCP\artifacts\table2_current_protocol_20260722\pure_late_41f_trace.csv,0.82,0.76,0.37,0.000000,0.739122,41,820,786,19.171,20.000,1.000,0.000,0.000,4882.9,93608.5,5.342,102.415,0.0,0.000,89.411751,1714.088698,17140.886976,1714.082268,1.166777
Random balanced clusters,docs\doc_workspace\SGCP\artifacts\table5_current_protocol_20260722\random_balanced_41f_trace.csv,0.52,0.47,0.24,30.839508,31.156574,41,205,205,5.000,5.000,2.000,1.000,37.000,9714.0,48570.2,9.132,45.659,77098.8,42.880,89.411751,447.058757,4470.587570,447.287810,0.535042
Distance-greedy clusters,docs\doc_workspace\SGCP\artifacts\table5_current_protocol_20260722\distance_greedy_41f_trace.csv,0.55,0.53,0.31,30.962732,31.246798,41,205,205,5.000,5.000,2.000,1.000,37.000,9734.7,48673.6,8.112,40.561,77406.8,43.052,89.411751,447.058757,4470.587570,447.288798,0.536030
Mobility-stability greedy clusters,docs\doc_workspace\SGCP\artifacts\table5_current_protocol_20260722\mobility_stability_greedy_41f_trace.csv,0.60,0.54,0.27,30.865327,31.221011,41,205,205,5.000,5.000,2.000,1.000,37.000,9698.4,48492.2,10.327,51.634,77163.3,42.916,89.411751,447.058757,4470.587570,447.287065,0.534297
Density/quality-greedy clusters,docs\doc_workspace\SGCP\artifacts\table5_current_protocol_20260722\density_greedy_cluster_41f_trace.csv,0.62,0.56,0.36,30.880000,31.239024,41,205,205,5.000,5.000,2.000,1.000,37.000,9726.8,48633.8,10.420,52.098,77200.0,42.937,89.411751,447.058757,4470.587570,447.288417,0.535649
Fixed first-frame clusters,docs\doc_workspace\SGCP\artifacts\table5_current_protocol_20260722\fixed_first_frame_41f_trace.csv,0.63,0.56,0.22,36.755668,37.105701,41,246,246,6.000,6.000,2.000,1.000,37.000,9659.2,57955.1,8.374,50.244,76574.3,42.589,89.411751,536.470508,5364.705084,536.742228,0.638907
Dynamic coalition clusters (SGCP),docs\doc_workspace\SGCP\artifacts\papg_200ms_budget_20260722\papg_attentive_nmax4_bh2_ns3_200ms_trace.csv,0.87,0.81,0.36,62.536336,63.246548,41,246,246,6.000,6.000,2.667,1.667,97.220,13026.0,78155.9,18.504,111.024,130284.0,43.470,89.411751,536.470508,5364.705084,536.935181,0.831860
All-in-one full raw sharing,docs\doc_workspace\SGCP\artifacts\table2_current_protocol_20260722\one_cluster_full_early_41f_trace.csv,0.85,0.83,0.48,118.709323,118.709323,41,41,41,1.000,1.000,20.000,19.000,0.000,97669.1,97669.1,60.122,60.122,1483866.5,44.653,89.411751,89.411751,894.117514,90.297687,0.947134
