label,trace_path,ap_03,ap_05,ap_07,raw_lidar_mbps,total_mbps,frame_count,trace_rows,detector_calls_total,detector_calls_per_frame,detector_calls_per_frame_p95,mean_source_cavs_per_call,mean_uploaded_cavs_per_call,mean_selected_grids_per_call,mean_input_points_per_call,mean_input_points_per_frame,mean_pred_boxes_per_call,mean_pred_boxes_per_frame,mean_raw_bytes_per_call,mean_frame_comm_time_ms_per_call_row,calibrated_gflops_per_forward,profiled_detector_gflops_per_frame,profiled_detector_gflops_per_second_at_10hz,input_adjusted_detector_gflops_per_frame,input_adjusted_point_feature_gflops_per_frame
Centralized all-in-one raw-LiDAR early fusion upper reference,docs\doc_workspace\SGCP\artifacts\table2_current_protocol_20260722\one_cluster_full_early_41f_trace.csv,0.85,0.83,0.48,118.709323,118.709323,41,41,41,1.000,1.000,20.000,19.000,0.000,97669.1,97669.1,60.122,60.122,1483866.5,44.653,89.411751,89.411751,894.117514,90.297687,0.947134
No collaboration,docs\doc_workspace\SGCP\artifacts\table1_no_collaboration_20260722\no_collaboration_41f_trace.csv,0.23,0.17,0.06,0.000000,0.000000,41,820,820,20.000,20.000,1.000,0.000,0.000,4883.5,97669.1,12.996,259.927,0.0,0.000,89.411751,1788.235028,17882.350280,1788.228428,1.217356
Pure late,docs\doc_workspace\SGCP\artifacts\table2_current_protocol_20260722\pure_late_41f_trace.csv,0.82,0.76,0.37,0.000000,0.739122,41,820,786,19.171,20.000,1.000,0.000,0.000,4882.9,93608.5,5.342,102.415,0.0,0.000,89.411751,1714.088698,17140.886976,1714.082268,1.166777
FullPerception-PCS protocol adaptation,docs\doc_workspace\SGCP\artifacts\protocol_40mhz_10ch_20260721\pcs_single_41f_trace.csv,0.23,0.17,0.06,53.550000,53.550000,41,820,820,20.000,20.000,1.454,0.454,21.298,6975.3,139506.2,14.996,299.927,33469.7,43.929,89.411751,1788.235028,17882.350280,1788.628046,1.616974
EdgeCooper V2V deadline-constrained adaptation,docs\doc_workspace\SGCP\artifacts\edgecooper_deadline_constrained_20260721\edgecooper_matching_d60_41f_trace.csv,0.32,0.26,0.10,50.910000,50.910000,41,820,820,20.000,20.000,1.423,0.423,17.013,6872.1,137442.8,15.391,307.829,31818.9,1.770,89.411751,1788.235028,17882.350280,1788.608337,1.597265
SGCP-PAPG,docs\doc_workspace\SGCP\artifacts\papg_200ms_budget_20260722\papg_attentive_nmax4_bh2_ns3_200ms_trace.csv,0.87,0.81,0.36,62.536336,63.246548,41,246,246,6.000,6.000,2.667,1.667,97.220,13026.0,78155.9,18.504,111.024,130284.0,43.470,89.411751,536.470508,5364.705084,536.935181,0.831860
