planned_requests,observed_cam_received,matched_cam_received,bridge_observed_delivery_ratio,planned_bytes,observed_bytes,avg_delay_ms,p95_delay_ms,max_delay_ms,note
186,5,5,0.026881720430107527,900000,26000,15.8,31.0,31.0,"bridge-observed cam_received callbacks, not PHY-layer trace"
