frames,area_count_mean,area_count_max,covered_area_count_mean,covered_area_count_max,avg_group_size_mean,avg_group_size_max,avg_group_confidence_mean,avg_group_confidence_max,local_upload_packets_mean,local_upload_packets_max,leader_upload_packets_mean,leader_upload_packets_max,control_assignment_bytes_mean,control_assignment_bytes_max,local_upload_bytes_mean,local_upload_bytes_max,leader_upload_bytes_mean,leader_upload_bytes_max,broadcast_bytes_mean,broadcast_bytes_max,total_byte_proxy_mean,total_byte_proxy_max,leader_count_mean,leader_count_max,leader_max_load_mean,leader_max_load_max
11,10.000000,10.000000,10.000000,10.000000,1.481818,1.600000,0.909892,0.932653,4.818182,6.000000,10.000000,10.000000,640.000000,640.000000,48181.818182,60000.000000,20000.000000,20000.000000,2000.000000,2000.000000,70821.818182,82640.000000,8.454545,9.000000,3.000000,3.000000
