timestamp,area_id,source_id,target_id,bytes,upload_type,pkt_id,sc_start,sc_num,slot_index,stage,scheduled_delay_ms
000060,,2,1,10000,edgecooper_global_d60,1,0,1,,,
000060,,2,1,10000,edgecooper_global_d60,2,0,1,,,
000060,,2,1,10000,edgecooper_global_d60,3,0,1,,,
000060,,2,1,10000,edgecooper_global_d60,4,0,1,,,
000060,,2,1,10000,edgecooper_global_d60,5,0,1,,,
000060,,2,1,10000,edgecooper_global_d60,6,0,1,,,
000060,,2,1,9280,edgecooper_global_d60,7,0,1,,,
000060,,4,1,10000,edgecooper_global_d60,8,1,1,,,
000060,,4,1,10000,edgecooper_global_d60,9,1,1,,,
000060,,4,1,10000,edgecooper_global_d60,10,1,1,,,
000060,,4,1,10000,edgecooper_global_d60,11,1,1,,,
000060,,4,1,10000,edgecooper_global_d60,12,1,1,,,
000060,,4,1,10000,edgecooper_global_d60,13,1,1,,,
000060,,4,1,10000,edgecooper_global_d60,14,1,1,,,
000060,,4,1,5664,edgecooper_global_d60,15,1,1,,,
000060,,11,1,10000,edgecooper_global_d60,16,2,1,,,
000060,,11,1,10000,edgecooper_global_d60,17,2,1,,,
000060,,11,1,10000,edgecooper_global_d60,18,2,1,,,
000060,,11,1,10000,edgecooper_global_d60,19,2,1,,,
000060,,11,1,10000,edgecooper_global_d60,20,2,1,,,
000060,,11,1,10000,edgecooper_global_d60,21,2,1,,,
000060,,11,1,10000,edgecooper_global_d60,22,2,1,,,
000060,,11,1,2960,edgecooper_global_d60,23,2,1,,,
000060,,1,2,10000,edgecooper_global_d60,24,3,1,,,
000060,,1,2,10000,edgecooper_global_d60,25,3,1,,,
000060,,1,2,10000,edgecooper_global_d60,26,3,1,,,
000060,,1,2,10000,edgecooper_global_d60,27,3,1,,,
000060,,1,2,10000,edgecooper_global_d60,28,3,1,,,
000060,,1,2,10000,edgecooper_global_d60,29,3,1,,,
000060,,1,2,10000,edgecooper_global_d60,30,3,1,,,
000060,,1,2,6576,edgecooper_global_d60,31,3,1,,,
000060,,8,2,10000,edgecooper_global_d60,32,4,1,,,
000060,,8,2,10000,edgecooper_global_d60,33,4,1,,,
000060,,8,2,10000,edgecooper_global_d60,34,4,1,,,
000060,,8,2,10000,edgecooper_global_d60,35,4,1,,,
000060,,8,2,10000,edgecooper_global_d60,36,4,1,,,
000060,,8,2,10000,edgecooper_global_d60,37,4,1,,,
000060,,8,2,10000,edgecooper_global_d60,38,4,1,,,
000060,,8,2,6032,edgecooper_global_d60,39,4,1,,,
000060,,11,2,10000,edgecooper_global_d60,40,5,1,,,
000060,,11,2,10000,edgecooper_global_d60,41,5,1,,,
000060,,11,2,10000,edgecooper_global_d60,42,5,1,,,
000060,,11,2,10000,edgecooper_global_d60,43,5,1,,,
000060,,11,2,10000,edgecooper_global_d60,44,5,1,,,
000060,,11,2,10000,edgecooper_global_d60,45,5,1,,,
000060,,11,2,9680,edgecooper_global_d60,46,5,1,,,
000060,,16,3,10000,edgecooper_global_d60,47,6,1,,,
000060,,16,3,10000,edgecooper_global_d60,48,6,1,,,
000060,,16,3,10000,edgecooper_global_d60,49,6,1,,,
000060,,16,3,10000,edgecooper_global_d60,50,6,1,,,
000060,,16,3,10000,edgecooper_global_d60,51,6,1,,,
000060,,16,3,10000,edgecooper_global_d60,52,6,1,,,
000060,,16,3,10000,edgecooper_global_d60,53,6,1,,,
000060,,16,3,6016,edgecooper_global_d60,54,6,1,,,
000060,,17,3,10000,edgecooper_global_d60,55,7,1,,,
000060,,17,3,10000,edgecooper_global_d60,56,7,1,,,
000060,,17,3,10000,edgecooper_global_d60,57,7,1,,,
000060,,17,3,10000,edgecooper_global_d60,58,7,1,,,
000060,,17,3,10000,edgecooper_global_d60,59,7,1,,,
000060,,17,3,6864,edgecooper_global_d60,60,7,1,,,
000060,,18,3,10000,edgecooper_global_d60,61,8,1,,,
000060,,18,3,10000,edgecooper_global_d60,62,8,1,,,
000060,,18,3,10000,edgecooper_global_d60,63,8,1,,,
000060,,18,3,10000,edgecooper_global_d60,64,8,1,,,
000060,,18,3,10000,edgecooper_global_d60,65,8,1,,,
000060,,18,3,10000,edgecooper_global_d60,66,8,1,,,
000060,,18,3,10000,edgecooper_global_d60,67,8,1,,,
000060,,18,3,7168,edgecooper_global_d60,68,8,1,,,
000060,,1,4,10000,edgecooper_global_d60,69,9,1,,,
000060,,1,4,10000,edgecooper_global_d60,70,9,1,,,
000060,,1,4,10000,edgecooper_global_d60,71,9,1,,,
000060,,1,4,10000,edgecooper_global_d60,72,9,1,,,
000060,,1,4,10000,edgecooper_global_d60,73,9,1,,,
000060,,1,4,10000,edgecooper_global_d60,74,9,1,,,
000060,,1,4,10000,edgecooper_global_d60,75,9,1,,,
000060,,1,4,8112,edgecooper_global_d60,76,9,1,,,
000060,,7,4,10000,edgecooper_global_d60,77,0,1,,,
000060,,7,4,10000,edgecooper_global_d60,78,0,1,,,
000060,,7,4,10000,edgecooper_global_d60,79,0,1,,,
000060,,7,4,10000,edgecooper_global_d60,80,0,1,,,
000060,,7,4,10000,edgecooper_global_d60,81,0,1,,,
000060,,7,4,10000,edgecooper_global_d60,82,0,1,,,
000060,,7,4,10000,edgecooper_global_d60,83,0,1,,,
000060,,7,4,5568,edgecooper_global_d60,84,0,1,,,
000060,,12,4,10000,edgecooper_global_d60,85,1,1,,,
000060,,12,4,10000,edgecooper_global_d60,86,1,1,,,
000060,,12,4,10000,edgecooper_global_d60,87,1,1,,,
000060,,12,4,3392,edgecooper_global_d60,88,1,1,,,
000060,,10,5,10000,edgecooper_global_d60,89,2,1,,,
000060,,10,5,10000,edgecooper_global_d60,90,2,1,,,
000060,,10,5,10000,edgecooper_global_d60,91,2,1,,,
000060,,10,5,10000,edgecooper_global_d60,92,2,1,,,
000060,,10,5,10000,edgecooper_global_d60,93,2,1,,,
000060,,10,5,10000,edgecooper_global_d60,94,2,1,,,
000060,,10,5,10000,edgecooper_global_d60,95,2,1,,,
000060,,10,5,3360,edgecooper_global_d60,96,2,1,,,
000060,,13,5,10000,edgecooper_global_d60,97,3,1,,,
000060,,13,5,10000,edgecooper_global_d60,98,3,1,,,
000060,,13,5,10000,edgecooper_global_d60,99,3,1,,,
000060,,13,5,10000,edgecooper_global_d60,100,3,1,,,
000060,,13,5,10000,edgecooper_global_d60,101,3,1,,,
000060,,13,5,10000,edgecooper_global_d60,102,3,1,,,
000060,,13,5,10000,edgecooper_global_d60,103,3,1,,,
000060,,13,5,4608,edgecooper_global_d60,104,3,1,,,
000060,,20,5,10000,edgecooper_global_d60,105,4,1,,,
000060,,20,5,10000,edgecooper_global_d60,106,4,1,,,
000060,,20,5,10000,edgecooper_global_d60,107,4,1,,,
000060,,20,5,10000,edgecooper_global_d60,108,4,1,,,
000060,,20,5,10000,edgecooper_global_d60,109,4,1,,,
000060,,20,5,7616,edgecooper_global_d60,110,4,1,,,
000060,,15,6,10000,edgecooper_global_d60,111,5,1,,,
000060,,15,6,10000,edgecooper_global_d60,112,5,1,,,
000060,,15,6,10000,edgecooper_global_d60,113,5,1,,,
000060,,15,6,10000,edgecooper_global_d60,114,5,1,,,
000060,,15,6,10000,edgecooper_global_d60,115,5,1,,,
000060,,15,6,10000,edgecooper_global_d60,116,5,1,,,
000060,,15,6,10000,edgecooper_global_d60,117,5,1,,,
000060,,15,6,5376,edgecooper_global_d60,118,5,1,,,
000060,,4,7,10000,edgecooper_global_d60,119,6,1,,,
000060,,4,7,10000,edgecooper_global_d60,120,6,1,,,
000060,,4,7,10000,edgecooper_global_d60,121,6,1,,,
000060,,4,7,10000,edgecooper_global_d60,122,6,1,,,
000060,,4,7,10000,edgecooper_global_d60,123,6,1,,,
000060,,4,7,10000,edgecooper_global_d60,124,6,1,,,
000060,,4,7,10000,edgecooper_global_d60,125,6,1,,,
000060,,4,7,3152,edgecooper_global_d60,126,6,1,,,
000060,,12,7,10000,edgecooper_global_d60,127,7,1,,,
000060,,12,7,10000,edgecooper_global_d60,128,7,1,,,
000060,,12,7,10000,edgecooper_global_d60,129,7,1,,,
000060,,12,7,10000,edgecooper_global_d60,130,7,1,,,
000060,,12,7,10000,edgecooper_global_d60,131,7,1,,,
000060,,12,7,10000,edgecooper_global_d60,132,7,1,,,
000060,,12,7,10000,edgecooper_global_d60,133,7,1,,,
000060,,12,7,5088,edgecooper_global_d60,134,7,1,,,
000060,,20,7,10000,edgecooper_global_d60,135,8,1,,,
000060,,20,7,10000,edgecooper_global_d60,136,8,1,,,
000060,,20,7,10000,edgecooper_global_d60,137,8,1,,,
000060,,20,7,10000,edgecooper_global_d60,138,8,1,,,
000060,,20,7,10000,edgecooper_global_d60,139,8,1,,,
000060,,20,7,10000,edgecooper_global_d60,140,8,1,,,
000060,,20,7,10000,edgecooper_global_d60,141,8,1,,,
000060,,20,7,3904,edgecooper_global_d60,142,8,1,,,
000060,,2,8,10000,edgecooper_global_d60,143,9,1,,,
000060,,2,8,10000,edgecooper_global_d60,144,9,1,,,
000060,,2,8,10000,edgecooper_global_d60,145,9,1,,,
000060,,2,8,10000,edgecooper_global_d60,146,9,1,,,
000060,,2,8,10000,edgecooper_global_d60,147,9,1,,,
000060,,2,8,10000,edgecooper_global_d60,148,9,1,,,
000060,,2,8,10000,edgecooper_global_d60,149,9,1,,,
000060,,2,8,5552,edgecooper_global_d60,150,9,1,,,
000060,,11,8,10000,edgecooper_global_d60,151,0,1,,,
000060,,11,8,10000,edgecooper_global_d60,152,0,1,,,
000060,,11,8,10000,edgecooper_global_d60,153,0,1,,,
000060,,11,8,10000,edgecooper_global_d60,154,0,1,,,
000060,,11,8,10000,edgecooper_global_d60,155,0,1,,,
000060,,11,8,10000,edgecooper_global_d60,156,0,1,,,
000060,,11,8,10000,edgecooper_global_d60,157,0,1,,,
000060,,11,8,5392,edgecooper_global_d60,158,0,1,,,
000060,,12,8,10000,edgecooper_global_d60,159,1,1,,,
000060,,12,8,10000,edgecooper_global_d60,160,1,1,,,
000060,,12,8,10000,edgecooper_global_d60,161,1,1,,,
000060,,12,8,10000,edgecooper_global_d60,162,1,1,,,
000060,,12,8,10000,edgecooper_global_d60,163,1,1,,,
000060,,12,8,10000,edgecooper_global_d60,164,1,1,,,
000060,,12,8,10000,edgecooper_global_d60,165,1,1,,,
000060,,12,8,6208,edgecooper_global_d60,166,1,1,,,
000060,,13,9,10000,edgecooper_global_d60,167,2,1,,,
000060,,13,9,10000,edgecooper_global_d60,168,2,1,,,
000060,,13,9,10000,edgecooper_global_d60,169,2,1,,,
000060,,13,9,10000,edgecooper_global_d60,170,2,1,,,
000060,,13,9,5088,edgecooper_global_d60,171,2,1,,,
000060,,19,9,10000,edgecooper_global_d60,172,3,1,,,
000060,,19,9,6288,edgecooper_global_d60,173,3,1,,,
000060,,5,10,10000,edgecooper_global_d60,174,4,1,,,
000060,,5,10,10000,edgecooper_global_d60,175,4,1,,,
000060,,5,10,10000,edgecooper_global_d60,176,4,1,,,
000060,,5,10,10000,edgecooper_global_d60,177,4,1,,,
000060,,5,10,10000,edgecooper_global_d60,178,4,1,,,
000060,,5,10,10000,edgecooper_global_d60,179,4,1,,,
000060,,5,10,10000,edgecooper_global_d60,180,4,1,,,
000060,,5,10,6688,edgecooper_global_d60,181,4,1,,,
000060,,8,10,10000,edgecooper_global_d60,182,5,1,,,
000060,,8,10,10000,edgecooper_global_d60,183,5,1,,,
