frames,area_count_mean,area_count_max,covered_area_count_mean,covered_area_count_max,avg_group_size_mean,avg_group_size_max,avg_group_confidence_mean,avg_group_confidence_max,local_upload_packets_mean,local_upload_packets_max,leader_upload_packets_mean,leader_upload_packets_max,control_assignment_bytes_mean,control_assignment_bytes_max,local_upload_bytes_mean,local_upload_bytes_max,leader_upload_bytes_mean,leader_upload_bytes_max,broadcast_bytes_mean,broadcast_bytes_max,total_byte_proxy_mean,total_byte_proxy_max,leader_count_mean,leader_count_max,leader_max_load_mean,leader_max_load_max
11,30.000000,30.000000,30.000000,30.000000,1.527273,1.600000,0.906363,0.925600,15.818182,18.000000,30.000000,30.000000,1920.000000,1920.000000,158181.818182,180000.000000,60000.000000,60000.000000,2000.000000,2000.000000,222101.818182,243920.000000,13.000000,13.000000,6.181818,7.000000
