line_no,channel,status,tx_rnti,dst_l2_id,harq_id,tb_size,tbler,sinr_avg,sinr_min,reason,frame,subframe,slot
7263,PSSCH,OK,21,12,3,34,0,-nan,100000000000.0,,,,
7265,PSSCH,OK,14,17,4,400,0,-nan,100000000000.0,,,,
7298,PSSCH,OK,14,9,5,400,0,-nan,100000000000.0,,,,
7325,PSSCH,OK,14,17,6,400,0,-nan,100000000000.0,,,,
7352,PSSCH,OK,14,9,7,400,0,-nan,100000000000.0,,,,
7379,PSSCH,OK,14,17,8,400,0,-nan,100000000000.0,,,,
7406,PSSCH,OK,14,9,9,400,0,-nan,100000000000.0,,,,
7433,PSSCH,OK,14,17,10,400,0,-nan,100000000000.0,,,,
7460,PSSCH,OK,14,9,11,400,0,-nan,100000000000.0,,,,
7487,PSSCH,OK,14,17,12,400,0,-nan,100000000000.0,,,,
7514,PSSCH,OK,14,9,13,400,0,-nan,100000000000.0,,,,
7538,PSSCH,OK,14,17,14,400,0,-nan,100000000000.0,,,,
7565,PSSCH,OK,14,9,15,195,0,-nan,100000000000.0,,,,
7592,PSSCH,OK,14,17,0,400,0,-nan,100000000000.0,,,,
7619,PSSCH,OK,14,17,1,400,0,-nan,100000000000.0,,,,
7642,PSSCH,OK,14,17,2,400,0,-nan,100000000000.0,,,,
7665,PSSCH,OK,14,17,3,67,0.0001,-nan,100000000000.0,,,,
7694,PSSCH,OK,14,9,4,62,0.0001,-nan,100000000000.0,,,,
7728,PSSCH,OK,14,17,5,68,0.0001,-nan,100000000000.0,,,,
7950,PSSCH,OK,3,1,8,400,0,-nan,100000000000.0,,,,
7952,PSSCH,OK,20,2,13,400,0,-nan,100000000000.0,,,,
7954,PSSCH,OK,21,12,4,400,0,-nan,100000000000.0,,,,
7956,PSSCH,OK,14,17,6,400,0,-nan,100000000000.0,,,,
8076,PSSCH,OK,20,2,14,400,0,-nan,100000000000.0,,,,
8078,PSSCH,OK,14,17,7,400,0,-nan,100000000000.0,,,,
8196,PSSCH,OK,3,1,10,400,0,-nan,100000000000.0,,,,
8198,PSSCH,OK,21,1,6,400,0,-nan,100000000000.0,,,,
8200,PSSCH,OK,20,2,15,400,0,-nan,100000000000.0,,,,
8202,PSSCH,OK,14,17,8,400,0,-nan,100000000000.0,,,,
8322,PSSCH,OK,20,2,0,400,0,-nan,100000000000.0,,,,
8324,PSSCH,OK,21,12,7,400,0,-nan,100000000000.0,,,,
8326,PSSCH,OK,14,17,9,400,0,-nan,100000000000.0,,,,
8445,PSSCH,OK,3,1,12,400,0,-nan,100000000000.0,,,,
8447,PSSCH,OK,20,2,1,400,0,-nan,100000000000.0,,,,
8449,PSSCH,OK,14,17,10,400,0,-nan,100000000000.0,,,,
8568,PSSCH,OK,21,1,9,400,0,-nan,100000000000.0,,,,
8570,PSSCH,OK,20,2,2,400,0,-nan,100000000000.0,,,,
8572,PSSCH,OK,14,17,11,400,0,-nan,100000000000.0,,,,
8691,PSSCH,OK,3,1,14,400,0,-nan,100000000000.0,,,,
8693,PSSCH,OK,20,2,3,400,0,-nan,100000000000.0,,,,
8695,PSSCH,OK,21,12,10,400,0,-nan,100000000000.0,,,,
8697,PSSCH,OK,14,17,12,400,0,-nan,100000000000.0,,,,
8805,PSSCH,OK,20,2,4,275,0,-nan,100000000000.0,,,,
8807,PSSCH,OK,14,17,13,400,0,-nan,100000000000.0,,,,
8877,PSSCH,OK,3,1,0,400,0,-nan,100000000000.0,,,,
8879,PSSCH,OK,21,1,12,400,0,-nan,100000000000.0,,,,
8881,PSSCH,OK,14,17,14,400,0,-nan,100000000000.0,,,,
8952,PSSCH,OK,21,12,13,400,0,-nan,100000000000.0,,,,
8954,PSSCH,OK,14,17,15,400,0,-nan,100000000000.0,,,,
9024,PSSCH,OK,3,1,2,400,0,-nan,100000000000.0,,,,
9026,PSSCH,OK,14,17,0,400,0,-nan,100000000000.0,,,,
9103,PSSCH,OK,21,1,15,400,0,-nan,100000000000.0,,,,
9105,PSSCH,OK,14,17,1,400,0,-nan,100000000000.0,,,,
9172,PSSCH,OK,3,1,4,400,0,-nan,100000000000.0,,,,
9174,PSSCH,OK,21,12,0,400,0,-nan,100000000000.0,,,,
9176,PSSCH,OK,14,17,2,400,0,-nan,100000000000.0,,,,
9247,PSSCH,OK,14,17,3,400,0,-nan,100000000000.0,,,,
9316,PSSCH,OK,3,1,6,400,0,-nan,100000000000.0,,,,
9318,PSSCH,OK,21,1,2,400,0,-nan,100000000000.0,,,,
9320,PSSCH,OK,14,17,4,400,0,-nan,100000000000.0,,,,
9391,PSSCH,OK,3,1,7,400,0,-nan,100000000000.0,,,,
9393,PSSCH,OK,21,12,3,400,0,-nan,100000000000.0,,,,
9395,PSSCH,OK,14,17,5,400,0,-nan,100000000000.0,,,,
9459,PSSCH,OK,3,1,8,400,0,-nan,100000000000.0,,,,
9461,PSSCH,OK,14,17,6,400,0,-nan,100000000000.0,,,,
9527,PSSCH,OK,3,1,9,166,0,-nan,100000000000.0,,,,
9529,PSSCH,OK,21,1,5,83,0.0001,-nan,100000000000.0,,,,
9531,PSSCH,OK,14,17,7,400,0,-nan,100000000000.0,,,,
9582,PSSCH,OK,21,12,6,400,0,-nan,100000000000.0,,,,
9584,PSSCH,OK,14,17,8,400,0,-nan,100000000000.0,,,,
9634,PSSCH,OK,21,3,7,400,0,-nan,100000000000.0,,,,
9636,PSSCH,OK,14,17,9,400,0,-nan,100000000000.0,,,,
9683,PSSCH,OK,21,12,8,400,0,-nan,100000000000.0,,,,
9685,PSSCH,OK,14,17,10,400,0,-nan,100000000000.0,,,,
9735,PSSCH,OK,21,3,9,355,0,-nan,100000000000.0,,,,
9737,PSSCH,OK,14,17,11,400,0,-nan,100000000000.0,,,,
9787,PSSCH,OK,21,12,10,400,0,-nan,100000000000.0,,,,
9789,PSSCH,OK,14,17,12,400,0,-nan,100000000000.0,,,,
9839,PSSCH,OK,21,12,11,400,0,-nan,100000000000.0,,,,
9841,PSSCH,OK,14,17,13,400,0,-nan,100000000000.0,,,,
9891,PSSCH,OK,21,12,12,400,0,-nan,100000000000.0,,,,
9893,PSSCH,OK,14,17,14,400,0,-nan,100000000000.0,,,,
9943,PSSCH,OK,21,12,13,400,0,-nan,100000000000.0,,,,
9945,PSSCH,OK,14,17,15,400,0,-nan,100000000000.0,,,,
10009,PSSCH,OK,21,12,14,400,0,-nan,100000000000.0,,,,
10011,PSSCH,OK,14,17,0,400,0,-nan,100000000000.0,,,,
10103,PSSCH,OK,20,2,5,16,0,-nan,100000000000.0,,,,
10105,PSSCH,OK,21,12,15,400,0,-nan,100000000000.0,,,,
10107,PSSCH,OK,14,17,1,400,0,-nan,100000000000.0,,,,
10163,PSSCH,OK,21,12,0,400,0,-nan,100000000000.0,,,,
10165,PSSCH,OK,14,17,2,400,0,-nan,100000000000.0,,,,
10211,PSSCH,OK,21,12,1,400,0,-nan,100000000000.0,,,,
10213,PSSCH,OK,14,17,3,400,0,-nan,100000000000.0,,,,
10259,PSSCH,OK,21,12,2,3,0,-nan,100000000000.0,,,,
10261,PSSCH,OK,14,17,4,400,0,-nan,100000000000.0,,,,
10295,PSSCH,OK,14,17,5,400,0,-nan,100000000000.0,,,,
10340,PSSCH,OK,14,17,6,400,0,-nan,100000000000.0,,,,
10342,PSSCH,OK,3,21,10,14,0,-nan,100000000000.0,,,,
10366,PSSCH,OK,14,17,7,67,0.0001,-nan,100000000000.0,,,,
