line_no,frame_index,event,rnti,lcid,source_node,target_node,request_id,sn,fi,size,harq_id,bwp_id,layer,vr_ur,vr_uh,timestamp,area_id,upload_type,plan_index,pkt_id,matched
2253,0,RX,16,5,5,16,3,21,3,400,,,,,,000060,,member_to_leader,3,3,1
2254,0,RX,17,5,14,17,1,10,3,400,,,,,,000060,,member_to_leader,1,1,1
2264,0,TX,5,5,5,16,3,24,3,400,8,0,0,,,000060,,member_to_leader,3,3,1
2268,0,TX,14,5,14,17,1,12,3,400,9,0,0,,,000060,,member_to_leader,1,1,1
2272,0,TX,21,5,21,12,4,11,3,400,9,0,0,,,000060,,member_to_leader,4,4,1
2327,0,RX,9,5,14,9,2,11,3,400,,,,,,000060,,member_to_leader,2,2,1
2328,0,RX,12,5,21,12,4,8,3,400,,,,,,000060,,member_to_leader,4,4,1
2329,0,RX,16,5,5,16,3,22,3,400,,,,,,000060,,member_to_leader,3,3,1
2341,0,TX,5,5,5,16,3,25,3,400,9,0,0,,,000060,,member_to_leader,3,3,1
2345,0,TX,14,5,14,9,2,13,3,400,10,0,0,,,000060,,member_to_leader,2,2,1
2349,0,TX,21,5,21,12,4,12,3,400,10,0,0,,,000060,,member_to_leader,4,4,1
2404,0,RX,12,5,21,12,4,9,3,400,,,,,,000060,,member_to_leader,4,4,1
2405,0,RX,16,5,5,16,3,23,3,400,,,,,,000060,,member_to_leader,3,3,1
2406,0,RX,17,5,14,17,1,11,3,400,,,,,,000060,,member_to_leader,1,1,1
2416,0,TX,5,5,5,16,7,26,3,400,10,0,0,,,000060,,member_to_leader,7,7,1
2420,0,TX,14,5,14,17,1,13,3,400,11,0,0,,,000060,,member_to_leader,1,1,1
2424,0,TX,21,5,21,12,4,13,3,400,11,0,0,,,000060,,member_to_leader,4,4,1
2479,0,RX,9,5,14,9,2,12,3,400,,,,,,000060,,member_to_leader,2,2,1
2480,0,RX,12,5,21,12,4,10,3,400,,,,,,000060,,member_to_leader,4,4,1
2481,0,RX,16,5,5,16,3,24,3,400,,,,,,000060,,member_to_leader,3,3,1
2491,0,TX,5,5,5,16,7,27,3,400,11,0,0,,,000060,,member_to_leader,7,7,1
2495,0,TX,14,5,14,9,2,14,3,400,12,0,0,,,000060,,member_to_leader,2,2,1
2499,0,TX,21,5,21,12,4,14,3,400,12,0,0,,,000060,,member_to_leader,4,4,1
2505,0,TX,20,5,20,2,6,8,2,16,8,0,0,,,000060,,member_to_leader,6,6,1
2560,0,RX,12,5,21,12,4,11,3,400,,,,,,000060,,member_to_leader,4,4,1
2561,0,RX,16,5,5,16,3,25,3,400,,,,,,000060,,member_to_leader,3,3,1
2566,0,RX,17,5,14,17,1,12,3,400,,,,,,000060,,member_to_leader,1,1,1
2577,0,TX,5,5,5,16,7,28,3,400,12,0,0,,,000060,,member_to_leader,7,7,1
2581,0,TX,14,5,14,17,1,14,3,400,13,0,0,,,000060,,member_to_leader,1,1,1
2585,0,TX,21,5,21,12,4,15,3,400,13,0,0,,,000060,,member_to_leader,4,4,1
2654,0,RX,9,5,14,9,2,13,3,400,,,,,,000060,,member_to_leader,2,2,1
2655,0,RX,12,5,21,12,4,12,3,400,,,,,,000060,,member_to_leader,4,4,1
2656,0,RX,16,5,5,16,7,26,3,400,,,,,,000060,,member_to_leader,7,7,1
2668,0,TX,5,5,5,16,7,29,3,400,13,0,0,,,000060,,member_to_leader,7,7,1
2672,0,TX,14,5,14,9,2,15,3,400,14,0,0,,,000060,,member_to_leader,2,2,1
2676,0,TX,21,5,21,12,4,16,3,3,14,0,0,,,000060,,member_to_leader,4,4,1
2731,0,RX,2,5,20,2,6,8,2,16,,,,,,000060,,member_to_leader,6,6,1
2736,0,RX,12,5,21,12,4,13,3,400,,,,,,000060,,member_to_leader,4,4,1
2737,0,RX,16,5,5,16,7,27,3,400,,,,,,000060,,member_to_leader,7,7,1
2738,0,RX,17,5,14,17,1,13,3,400,,,,,,000060,,member_to_leader,1,1,1
2749,0,TX,5,5,5,16,7,30,3,400,14,0,0,,,000060,,member_to_leader,7,7,1
2753,0,TX,14,5,14,17,1,15,3,400,15,0,0,,,000060,,member_to_leader,1,1,1
2757,0,TX,3,5,3,1,9,11,2,22,11,0,0,,,000060,,leader_to_rsu,9,9,1
2812,0,RX,9,5,14,9,2,14,3,400,,,,,,000060,,member_to_leader,2,2,1
2813,0,RX,12,5,21,12,4,14,3,400,,,,,,000060,,member_to_leader,4,4,1
2814,0,RX,16,5,5,16,7,28,3,400,,,,,,000060,,member_to_leader,7,7,1
2824,0,TX,5,5,5,16,7,31,3,400,15,0,0,,,000060,,member_to_leader,7,7,1
2828,0,TX,14,5,14,9,2,16,3,400,0,0,0,,,000060,,member_to_leader,2,2,1
2897,0,RX,12,5,21,12,4,15,3,400,,,,,,000060,,member_to_leader,4,4,1
2898,0,RX,16,5,5,16,7,29,3,400,,,,,,000060,,member_to_leader,7,7,1
2899,0,RX,17,5,14,17,1,14,3,400,,,,,,000060,,member_to_leader,1,1,1
2911,0,TX,5,5,5,16,7,32,3,38,0,0,0,,,000060,,member_to_leader,7,7,1
2915,0,TX,14,5,14,17,1,16,3,400,1,0,0,,,000060,,member_to_leader,1,1,1
2954,0,RX,1,5,3,1,9,11,2,22,,,,,,000060,,leader_to_rsu,9,9,1
2959,0,RX,9,5,14,9,2,15,3,400,,,,,,000060,,member_to_leader,2,2,1
2960,0,RX,12,5,21,12,4,16,3,3,,,,,,000060,,member_to_leader,4,4,1
2961,0,RX,16,5,5,16,7,30,3,400,,,,,,000060,,member_to_leader,7,7,1
2970,0,TX,14,5,14,9,2,17,3,400,2,0,0,,,000060,,member_to_leader,2,2,1
3009,0,RX,16,5,5,16,7,31,3,400,,,,,,000060,,member_to_leader,7,7,1
3010,0,RX,17,5,14,17,1,15,3,400,,,,,,000060,,member_to_leader,1,1,1
3018,0,TX,14,5,14,17,1,17,3,400,3,0,0,,,000060,,member_to_leader,1,1,1
3039,0,RX,9,5,14,9,2,16,3,400,,,,,,000060,,member_to_leader,2,2,1
3040,0,RX,16,5,5,16,7,32,3,38,,,,,,000060,,member_to_leader,7,7,1
3046,0,TX,14,5,14,9,2,18,3,400,4,0,0,,,000060,,member_to_leader,2,2,1
3052,0,TX,21,5,21,1,10,6,2,12,15,0,0,,,000060,,leader_to_rsu,10,10,1
3073,0,RX,17,5,14,17,1,16,3,400,,,,,,000060,,member_to_leader,1,1,1
3079,0,TX,14,5,14,17,1,18,3,400,5,0,0,,,000060,,member_to_leader,1,1,1
3118,0,RX,9,5,14,9,2,17,3,400,,,,,,000060,,member_to_leader,2,2,1
3126,0,TX,14,5,14,9,2,19,3,400,6,0,0,,,000060,,member_to_leader,2,2,1
3147,0,RX,1,5,21,1,10,6,2,12,,,,,,000060,,leader_to_rsu,10,10,1
3152,0,RX,17,5,14,17,1,17,3,400,,,,,,000060,,member_to_leader,1,1,1
3159,0,TX,14,5,14,17,1,19,3,400,7,0,0,,,000060,,member_to_leader,1,1,1
3180,0,RX,9,5,14,9,2,18,3,400,,,,,,000060,,member_to_leader,2,2,1
3186,0,TX,14,5,14,9,2,20,3,400,8,0,0,,,000060,,member_to_leader,2,2,1
3192,0,TX,21,5,21,3,5,8,2,16,0,0,0,,,000060,,member_to_leader,5,5,1
3213,0,RX,17,5,14,17,1,18,3,400,,,,,,000060,,member_to_leader,1,1,1
3219,0,TX,14,5,14,17,1,20,3,400,9,0,0,,,000060,,member_to_leader,1,1,1
3258,0,RX,9,5,14,9,2,19,3,400,,,,,,000060,,member_to_leader,2,2,1
3266,0,TX,14,5,14,9,2,21,3,400,10,0,0,,,000060,,member_to_leader,2,2,1
3287,0,RX,3,5,21,3,5,8,2,16,,,,,,000060,,member_to_leader,5,5,1
3288,0,RX,17,5,14,17,1,19,3,400,,,,,,000060,,member_to_leader,1,1,1
3294,0,TX,14,5,14,17,1,21,3,400,11,0,0,,,000060,,member_to_leader,1,1,1
3315,0,RX,9,5,14,9,2,20,3,400,,,,,,000060,,member_to_leader,2,2,1
3321,0,TX,14,5,14,9,2,22,3,400,12,0,0,,,000060,,member_to_leader,2,2,1
3342,0,RX,17,5,14,17,1,20,3,400,,,,,,000060,,member_to_leader,1,1,1
3348,0,TX,14,5,14,17,1,22,3,400,13,0,0,,,000060,,member_to_leader,1,1,1
3369,0,RX,9,5,14,9,2,21,3,400,,,,,,000060,,member_to_leader,2,2,1
3375,0,TX,14,5,14,9,2,23,3,400,14,0,0,,,000060,,member_to_leader,2,2,1
3396,0,RX,17,5,14,17,1,21,3,400,,,,,,000060,,member_to_leader,1,1,1
3402,0,TX,14,5,14,17,1,23,3,400,15,0,0,,,000060,,member_to_leader,1,1,1
3423,0,RX,9,5,14,9,2,22,3,400,,,,,,000060,,member_to_leader,2,2,1
3429,0,TX,14,5,14,9,2,24,3,400,0,0,0,,,000060,,member_to_leader,2,2,1
3450,0,RX,17,5,14,17,1,22,3,400,,,,,,000060,,member_to_leader,1,1,1
3456,0,TX,14,5,14,17,1,24,3,400,1,0,0,,,000060,,member_to_leader,1,1,1
3477,0,RX,9,5,14,9,2,23,3,400,,,,,,000060,,member_to_leader,2,2,1
3483,0,TX,14,5,14,9,2,25,3,400,2,0,0,,,000060,,member_to_leader,2,2,1
3489,0,TX,21,5,21,12,4,17,2,34,1,0,0,,,000060,,member_to_leader,4,4,1
3510,0,RX,17,5,14,17,1,23,3,400,,,,,,000060,,member_to_leader,1,1,1
3516,0,TX,14,5,14,17,1,25,3,400,3,0,0,,,000060,,member_to_leader,1,1,1
3555,0,RX,9,5,14,9,2,24,3,400,,,,,,000060,,member_to_leader,2,2,1
3563,0,TX,14,5,14,9,2,26,3,400,4,0,0,,,000060,,member_to_leader,2,2,1
