frames,num_cavs,deadline_ms,box_bytes,message_overhead_bytes,packet_overhead_bytes,mtu_bytes,total_bandwidth_mhz,subchannels,spectral_efficiency_bpshz,per_subchannel_rate_mbps,senders_with_boxes_mean,senders_with_boxes_p95,senders_with_boxes_max,total_boxes_mean,total_boxes_p95,total_boxes_max,broadcast_messages_mean,broadcast_messages_p95,broadcast_messages_max,broadcast_packets_mean,broadcast_packets_p95,broadcast_packets_max,broadcast_bytes_mean,broadcast_bytes_p95,broadcast_bytes_max,broadcast_mbps_mean,broadcast_mbps_p95,broadcast_mbps_max,broadcast_scheduled_ms_mean,broadcast_scheduled_ms_p95,broadcast_scheduled_ms_max,broadcast_deadline_ok_mean,broadcast_deadline_ok_p95,broadcast_deadline_ok_max,broadcast_random_access_delivery_ratio_mean,broadcast_random_access_delivery_ratio_p95,broadcast_random_access_delivery_ratio_max,broadcast_random_access_full_success_prob_mean,broadcast_random_access_full_success_prob_p95,broadcast_random_access_full_success_prob_max,alltoall_messages_mean,alltoall_messages_p95,alltoall_messages_max,alltoall_packets_mean,alltoall_packets_p95,alltoall_packets_max,alltoall_bytes_mean,alltoall_bytes_p95,alltoall_bytes_max,alltoall_mbps_mean,alltoall_mbps_p95,alltoall_mbps_max,alltoall_scheduled_ms_mean,alltoall_scheduled_ms_p95,alltoall_scheduled_ms_max,alltoall_deadline_ok_mean,alltoall_deadline_ok_p95,alltoall_deadline_ok_max,alltoall_random_access_delivery_ratio_mean,alltoall_random_access_delivery_ratio_p95,alltoall_random_access_delivery_ratio_max,alltoall_random_access_full_success_prob_mean,alltoall_random_access_full_success_prob_p95,alltoall_random_access_full_success_prob_max
41,20,100.0,80,64,48,1200,20.0,10,6.0,12.000000,17.926829,19.000000,19.000000,152.585366,162.000000,165.000000,17.926829,19.000000,19.000000,17.951220,19.000000,20.000000,13354.146341,14112.000000,14352.000000,1.068332,1.128960,1.148160,1.501528,1.562667,1.616000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,340.609756,361.000000,361.000000,341.073171,361.000000,380.000000,253728.780488,268128.000000,272688.000000,20.298302,21.450240,21.815040,25.071740,26.162667,26.672000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
