channel,status,reason,count,channel_ratio,avg_sinr,avg_sinr_min,avg_tbler
PSCCH,FAIL,decoded_overlap,5736,0.4701639344262295,0.17179305289275926,0.15500041553126004,0.9817597547071084
PSCCH,FAIL,error_model,1755,0.14385245901639343,0.30854115933265014,0.2819163148615953,0.9538546558404556
PSCCH,OK,,4709,0.38598360655737707,52207.60882369327,49891.20682964655,0.017849147165003087
PSSCH,FAIL,decode_fail,288,0.5333333333333333,3581.433854270074,2.674755733211677,0.9959128211678834
PSSCH,OK,,252,0.4666666666666667,373591.4475795918,342240.9180638436,0.0009124704489795919
