timestamp,area_id,area_center_x,area_center_y,priority,group_members,group_size,leader_id,group_confidence,member_uploads,leader_uploads
000072,17_5,35.000,-7.000,3.100000,12;4,2,12,0.841218,1,1
000072,15_3,15.000,-19.000,3.000000,8;1,2,1,0.962842,1,1
000072,14_11,5.000,29.000,2.200000,7;16,2,16,0.877632,1,1
000072,16_7,25.000,5.000,2.100000,12,1,12,0.963698,0,1
000072,14_9,5.000,17.000,2.100000,7,1,7,0.948342,0,1
000072,12_11,-15.000,29.000,2.100000,16;20,2,20,0.985982,1,1
000072,15_6,15.000,-1.000,2.100000,4,1,4,0.912521,0,1
000072,12_5,-15.000,-7.000,2.100000,10,1,10,0.900520,0,1
000072,11_5,-25.000,-7.000,2.100000,10;9,2,10,0.979179,1,1
000072,16_8,25.000,11.000,2.100000,12;4,2,4,0.970822,1,1
000072,15_2,15.000,-25.000,2.100000,1;8,2,1,0.970775,1,1
000072,17_7,35.000,5.000,2.100000,12,1,12,0.842281,0,1
000072,11_8,-25.000,11.000,2.100000,9;19,2,19,0.956908,1,1
000074,13_2,-5.000,-25.000,4.300000,11;2,2,11,0.984647,1,1
000074,12_9,-15.000,17.000,4.200000,5;20,2,5,0.993475,1,1
000074,13_0,-5.000,-37.000,3.200000,2,1,2,0.963820,0,1
000074,14_1,5.000,-31.000,3.200000,1,1,1,0.937491,0,1
000074,11_7,-25.000,5.000,3.200000,9;10,2,9,0.984672,1,1
000074,14_10,5.000,23.000,3.200000,7,1,7,0.908028,0,1
000074,13_3,-5.000,-19.000,3.200000,11,1,11,0.854979,0,1
000074,12_4,-15.000,-13.000,3.200000,10,1,10,0.822802,0,1
000074,14_3,5.000,-19.000,3.200000,1;8,2,8,0.943908,1,1
000074,15_4,15.000,-13.000,3.100000,8,1,8,0.924505,0,1
000074,17_5,35.000,-7.000,3.100000,12;4,2,12,0.848504,1,1
000074,15_3,15.000,-19.000,3.000000,8;1,2,1,0.962842,1,1
000074,15_8,15.000,11.000,2.200000,7;4,2,4,0.958210,1,1
000074,16_7,25.000,5.000,2.100000,12,1,12,0.956738,0,1
000074,14_9,5.000,17.000,2.100000,7,1,7,0.946084,0,1
000074,12_11,-15.000,29.000,2.100000,16;20,2,16,0.986186,1,1
