timestamp,sample_seed,agent_count,area_count,group_count,delta_g,total_group_load,greedy_max_load,optimal_max_load,absolute_gap,relative_gap,greedy_loads,optimal_loads,greedy_assignments,optimal_assignments
000064,23,5,3,3,0.075000,5,3,3,0.000000,0.000000,10:3;12:0;13:1;20:1;9:0,10:3;12:0;13:1;20:1;9:0,11_0:10;11_9:20;9_3:13,11_0:10;11_9:20;9_3:13
000064,23,5,3,3,0.100000,4,2,2,0.000000,0.000000,10:2;12:0;13:1;20:1;9:0,10:2;12:0;13:1;20:1;9:0,11_0:10;11_9:20;9_3:13,11_0:10;11_9:20;9_3:13
000064,23,5,3,3,0.125000,3,1,1,0.000000,0.000000,10:1;12:0;13:1;20:1;9:0,10:1;12:0;13:1;20:1;9:0,11_0:10;11_9:20;9_3:13,11_0:10;11_9:20;9_3:13
000064,37,5,3,3,0.050000,3,3,3,0.000000,0.000000,-1:3;11:0;13:0;16:0;7:0,-1:3;11:0;13:0;16:0;7:0,11_10:-1;11_9:-1;13_5:-1,11_10:-1;11_9:-1;13_5:-1
000064,37,5,3,3,0.075000,3,3,3,0.000000,0.000000,-1:3;11:0;13:0;16:0;7:0,-1:3;11:0;13:0;16:0;7:0,11_10:-1;11_9:-1;13_5:-1,11_10:-1;11_9:-1;13_5:-1
000064,37,5,3,3,0.100000,3,3,3,0.000000,0.000000,-1:3;11:0;13:0;16:0;7:0,-1:3;11:0;13:0;16:0;7:0,11_10:-1;11_9:-1;13_5:-1,11_10:-1;11_9:-1;13_5:-1
000064,37,5,3,3,0.125000,3,3,3,0.000000,0.000000,-1:3;11:0;13:0;16:0;7:0,-1:3;11:0;13:0;16:0;7:0,11_10:-1;11_9:-1;13_5:-1,11_10:-1;11_9:-1;13_5:-1
000066,7,5,3,3,0.050000,4,2,2,0.000000,0.000000,10:2;11:0;12:0;20:2;9:0,10:0;11:0;12:0;20:2;9:2,11_10:20;11_9:20;9_3:10,11_10:20;11_9:20;9_3:9
000066,7,5,3,3,0.075000,3,2,2,0.000000,0.000000,10:0;11:0;12:0;20:2;9:1,10:0;11:0;12:0;20:2;9:1,11_10:20;11_9:20;9_3:9,11_10:20;11_9:20;9_3:9
000066,7,5,3,3,0.100000,3,2,2,0.000000,0.000000,10:0;11:0;12:0;20:2;9:1,10:0;11:0;12:0;20:2;9:1,11_10:20;11_9:20;9_3:9,11_10:20;11_9:20;9_3:9
000066,7,5,3,3,0.125000,3,2,2,0.000000,0.000000,10:0;11:0;12:0;20:2;9:1,10:0;11:0;12:0;20:2;9:1,11_10:20;11_9:20;9_3:9,11_10:20;11_9:20;9_3:9
000066,11,5,3,3,0.050000,3,2,2,0.000000,0.000000,12:0;20:2;4:0;7:0;9:1,12:0;20:2;4:0;7:0;9:1,11_10:20;11_9:20;9_3:9,11_10:20;11_9:20;9_3:9
000066,11,5,3,3,0.075000,3,2,2,0.000000,0.000000,12:0;20:2;4:0;7:0;9:1,12:0;20:2;4:0;7:0;9:1,11_10:20;11_9:20;9_3:9,11_10:20;11_9:20;9_3:9
000066,11,5,3,3,0.100000,3,2,2,0.000000,0.000000,12:0;20:2;4:0;7:0;9:1,12:0;20:2;4:0;7:0;9:1,11_10:20;11_9:20;9_3:9,11_10:20;11_9:20;9_3:9
000066,11,5,3,3,0.125000,3,2,2,0.000000,0.000000,12:0;20:2;4:0;7:0;9:1,12:0;20:2;4:0;7:0;9:1,11_10:20;11_9:20;9_3:9,11_10:20;11_9:20;9_3:9
000066,23,5,3,3,0.050000,6,3,3,0.000000,0.000000,10:3;12:0;13:0;16:3;4:0,10:3;12:0;13:0;16:3;4:0,11_10:16;11_9:16;13_7:10,11_10:16;11_9:16;13_7:10
000066,23,5,3,3,0.075000,6,3,3,0.000000,0.000000,10:3;12:0;13:0;16:3;4:0,10:3;12:0;13:0;16:3;4:0,11_10:16;11_9:16;13_7:10,11_10:16;11_9:16;13_7:10
000066,23,5,3,3,0.100000,5,3,2,1.000000,0.500000,10:2;12:0;13:0;16:3;4:0,10:2;12:0;13:0;16:1;4:2,11_10:16;11_9:16;13_7:10,11_10:16;11_9:10;13_7:4
000066,23,5,3,3,0.125000,5,3,2,1.000000,0.500000,10:2;12:0;13:0;16:3;4:0,10:2;12:0;13:0;16:1;4:2,11_10:16;11_9:16;13_7:10,11_10:16;11_9:10;13_7:4
000066,37,5,3,3,0.050000,3,3,3,0.000000,0.000000,-1:3;10:0;11:0;4:0;9:0,-1:3;10:0;11:0;4:0;9:0,11_0:-1;13_7:-1;9_3:-1,11_0:-1;13_7:-1;9_3:-1
000066,37,5,3,3,0.075000,3,3,3,0.000000,0.000000,-1:3;10:0;11:0;4:0;9:0,-1:3;10:0;11:0;4:0;9:0,11_0:-1;13_7:-1;9_3:-1,11_0:-1;13_7:-1;9_3:-1
000066,37,5,3,3,0.100000,3,3,3,0.000000,0.000000,-1:3;10:0;11:0;4:0;9:0,-1:3;10:0;11:0;4:0;9:0,11_0:-1;13_7:-1;9_3:-1,11_0:-1;13_7:-1;9_3:-1
000066,37,5,3,3,0.125000,3,3,3,0.000000,0.000000,-1:3;10:0;11:0;4:0;9:0,-1:3;10:0;11:0;4:0;9:0,11_0:-1;13_7:-1;9_3:-1,11_0:-1;13_7:-1;9_3:-1
000068,7,5,3,3,0.050000,6,5,4,1.000000,0.250000,10:5;12:0;13:1;16:0;7:0,10:1;12:0;13:1;16:4;7:0,11_0:10;13_5:10;9_3:13,11_0:16;13_5:10;9_3:13
000068,7,5,3,3,0.075000,5,4,3,1.000000,0.333333,10:4;12:0;13:1;16:0;7:0,10:1;12:0;13:1;16:3;7:0,11_0:10;13_5:10;9_3:13,11_0:16;13_5:10;9_3:13
000068,7,5,3,3,0.100000,4,3,2,1.000000,0.500000,10:3;12:0;13:1;16:0;7:0,10:1;12:0;13:1;16:2;7:0,11_0:10;13_5:10;9_3:13,11_0:16;13_5:10;9_3:13
000068,7,5,3,3,0.125000,4,3,2,1.000000,0.500000,10:3;12:0;13:1;16:0;7:0,10:1;12:0;13:1;16:2;7:0,11_0:10;13_5:10;9_3:13,11_0:16;13_5:10;9_3:13
000068,11,5,3,3,0.050000,3,2,2,0.000000,0.000000,-1:2;11:0;13:1;4:0;9:0,-1:2;11:0;13:1;4:0;9:0,11_10:-1;13_7:-1;9_3:13,11_10:-1;13_7:-1;9_3:13
