timestamp,sample_seed,agent_count,area_count,delta_g,objective,greedy_value,optimal_value,absolute_gap,relative_gap,greedy_mean_conf,optimal_mean_conf,greedy_packet_count,optimal_packet_count,greedy_max_load,optimal_max_load,candidate_combinations
000080,11,5,3,0.100000,O3_confidence_latency_ratio,0.689655,0.800000,0.110345,0.137931,1.000000,1.000000,3,3,3,1,15625
000080,11,5,3,0.125000,O3_confidence_latency_ratio,0.689655,0.800000,0.110345,0.137931,1.000000,1.000000,3,3,3,1,15625
000080,23,5,3,0.050000,O3_confidence_latency_ratio,0.689655,0.800000,0.110345,0.137931,1.000000,1.000000,3,3,3,1,15625
000080,23,5,3,0.075000,O3_confidence_latency_ratio,0.689655,0.800000,0.110345,0.137931,1.000000,1.000000,3,3,3,1,15625
000080,23,5,3,0.100000,O3_confidence_latency_ratio,0.689655,0.800000,0.110345,0.137931,1.000000,1.000000,3,3,3,1,15625
000080,23,5,3,0.125000,O3_confidence_latency_ratio,0.689655,0.800000,0.110345,0.137931,1.000000,1.000000,3,3,3,1,15625
000080,37,5,3,0.050000,O3_confidence_latency_ratio,0.681878,0.737778,0.055899,0.075767,0.954630,0.922222,4,3,2,1,15625
000080,37,5,3,0.075000,O3_confidence_latency_ratio,0.681878,0.737778,0.055899,0.075767,0.954630,0.922222,4,3,2,1,15625
000080,37,5,3,0.100000,O3_confidence_latency_ratio,0.737778,0.737778,0.000000,0.000000,0.922222,0.922222,3,3,1,1,15625
000080,37,5,3,0.125000,O3_confidence_latency_ratio,0.737778,0.737778,0.000000,0.000000,0.922222,0.922222,3,3,1,1,15625
