timestamp,sample_seed,agent_count,area_count,delta_g,objective,greedy_value,optimal_value,absolute_gap,relative_gap,greedy_mean_conf,optimal_mean_conf,greedy_total_size,optimal_total_size,greedy_mean_size,optimal_mean_size
000074,7,5,3,0.100000,O1_confidence_only,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,3,3,1.000000,1.000000
000074,7,5,3,0.125000,O1_confidence_only,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,3,3,1.000000,1.000000
000074,7,5,3,0.050000,O2_confidence_minus_size,0.996000,0.996000,0.000000,0.000000,1.000000,1.000000,3,3,1.000000,1.000000
000074,7,5,3,0.075000,O2_confidence_minus_size,0.996000,0.996000,0.000000,0.000000,1.000000,1.000000,3,3,1.000000,1.000000
000074,7,5,3,0.100000,O2_confidence_minus_size,0.996000,0.996000,0.000000,0.000000,1.000000,1.000000,3,3,1.000000,1.000000
000074,7,5,3,0.125000,O2_confidence_minus_size,0.996000,0.996000,0.000000,0.000000,1.000000,1.000000,3,3,1.000000,1.000000
000074,11,5,3,0.050000,O1_confidence_only,0.794639,0.794639,0.000000,0.000000,0.794639,0.794639,7,7,2.333333,2.333333
000074,11,5,3,0.075000,O1_confidence_only,0.777269,0.794639,0.017370,0.021859,0.777269,0.794639,6,7,2.000000,2.333333
000074,11,5,3,0.100000,O1_confidence_only,0.750417,0.794639,0.044222,0.055651,0.750417,0.794639,5,7,1.666667,2.333333
000074,11,5,3,0.125000,O1_confidence_only,0.713195,0.794639,0.081444,0.102492,0.713195,0.794639,4,7,1.333333,2.333333
000074,11,5,3,0.050000,O2_confidence_minus_size,0.785306,0.785306,0.000000,0.000000,0.794639,0.794639,7,7,2.333333,2.333333
000074,11,5,3,0.075000,O2_confidence_minus_size,0.769269,0.785306,0.016037,0.020421,0.777269,0.794639,6,7,2.000000,2.333333
000074,11,5,3,0.100000,O2_confidence_minus_size,0.743750,0.785306,0.041556,0.052916,0.750417,0.794639,5,7,1.666667,2.333333
000074,11,5,3,0.125000,O2_confidence_minus_size,0.707861,0.785306,0.077444,0.098617,0.713195,0.794639,4,7,1.333333,2.333333
000074,23,5,3,0.050000,O1_confidence_only,0.994444,0.997518,0.003074,0.003082,0.994444,0.997518,3,5,1.000000,1.666667
000074,23,5,3,0.075000,O1_confidence_only,0.994444,0.997518,0.003074,0.003082,0.994444,0.997518,3,5,1.000000,1.666667
000074,23,5,3,0.100000,O1_confidence_only,0.994444,0.997518,0.003074,0.003082,0.994444,0.997518,3,5,1.000000,1.666667
000074,23,5,3,0.125000,O1_confidence_only,0.994444,0.997518,0.003074,0.003082,0.994444,0.997518,3,5,1.000000,1.666667
000074,23,5,3,0.050000,O2_confidence_minus_size,0.990444,0.991565,0.001120,0.001130,0.994444,0.996898,3,4,1.000000,1.333333
000074,23,5,3,0.075000,O2_confidence_minus_size,0.990444,0.991565,0.001120,0.001130,0.994444,0.996898,3,4,1.000000,1.333333
000074,23,5,3,0.100000,O2_confidence_minus_size,0.990444,0.991565,0.001120,0.001130,0.994444,0.996898,3,4,1.000000,1.333333
000074,23,5,3,0.125000,O2_confidence_minus_size,0.990444,0.991565,0.001120,0.001130,0.994444,0.996898,3,4,1.000000,1.333333
000074,37,5,3,0.050000,O1_confidence_only,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,3,3,1.000000,1.000000
000074,37,5,3,0.075000,O1_confidence_only,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,3,3,1.000000,1.000000
000074,37,5,3,0.100000,O1_confidence_only,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,3,3,1.000000,1.000000
000074,37,5,3,0.125000,O1_confidence_only,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,3,3,1.000000,1.000000
000074,37,5,3,0.050000,O2_confidence_minus_size,0.996000,0.996000,0.000000,0.000000,1.000000,1.000000,3,3,1.000000,1.000000
000074,37,5,3,0.075000,O2_confidence_minus_size,0.996000,0.996000,0.000000,0.000000,1.000000,1.000000,3,3,1.000000,1.000000
000074,37,5,3,0.100000,O2_confidence_minus_size,0.996000,0.996000,0.000000,0.000000,1.000000,1.000000,3,3,1.000000,1.000000
000074,37,5,3,0.125000,O2_confidence_minus_size,0.996000,0.996000,0.000000,0.000000,1.000000,1.000000,3,3,1.000000,1.000000
000076,7,5,3,0.050000,O1_confidence_only,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,3,3,1.000000,1.000000
000076,7,5,3,0.075000,O1_confidence_only,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,3,3,1.000000,1.000000
000076,7,5,3,0.100000,O1_confidence_only,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,3,3,1.000000,1.000000
000076,7,5,3,0.125000,O1_confidence_only,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,3,3,1.000000,1.000000
000076,7,5,3,0.050000,O2_confidence_minus_size,0.996000,0.996000,0.000000,0.000000,1.000000,1.000000,3,3,1.000000,1.000000
000076,7,5,3,0.075000,O2_confidence_minus_size,0.996000,0.996000,0.000000,0.000000,1.000000,1.000000,3,3,1.000000,1.000000
000076,7,5,3,0.100000,O2_confidence_minus_size,0.996000,0.996000,0.000000,0.000000,1.000000,1.000000,3,3,1.000000,1.000000
000076,7,5,3,0.125000,O2_confidence_minus_size,0.996000,0.996000,0.000000,0.000000,1.000000,1.000000,3,3,1.000000,1.000000
000076,11,5,3,0.050000,O1_confidence_only,0.913796,0.923135,0.009339,0.010116,0.913796,0.923135,4,5,1.333333,1.666667
000076,11,5,3,0.075000,O1_confidence_only,0.894444,0.923135,0.028691,0.031079,0.894444,0.923135,3,5,1.000000,1.666667
000076,11,5,3,0.100000,O1_confidence_only,0.894444,0.923135,0.028691,0.031079,0.894444,0.923135,3,5,1.000000,1.666667
000076,11,5,3,0.125000,O1_confidence_only,0.894444,0.923135,0.028691,0.031079,0.894444,0.923135,3,5,1.000000,1.666667
000076,11,5,3,0.050000,O2_confidence_minus_size,0.908463,0.916468,0.008005,0.008735,0.913796,0.923135,4,5,1.333333,1.666667
000076,11,5,3,0.075000,O2_confidence_minus_size,0.890444,0.916468,0.026024,0.028396,0.894444,0.923135,3,5,1.000000,1.666667
000076,11,5,3,0.100000,O2_confidence_minus_size,0.890444,0.916468,0.026024,0.028396,0.894444,0.923135,3,5,1.000000,1.666667
000076,11,5,3,0.125000,O2_confidence_minus_size,0.890444,0.916468,0.026024,0.028396,0.894444,0.923135,3,5,1.000000,1.666667
000076,23,5,3,0.050000,O1_confidence_only,0.993056,0.996933,0.003877,0.003889,0.993056,0.996933,4,5,1.333333,1.666667
000076,23,5,3,0.075000,O1_confidence_only,0.993056,0.996933,0.003877,0.003889,0.993056,0.996933,4,5,1.333333,1.666667
000076,23,5,3,0.100000,O1_confidence_only,0.993056,0.996933,0.003877,0.003889,0.993056,0.996933,4,5,1.333333,1.666667
000076,23,5,3,0.125000,O1_confidence_only,0.958333,0.996933,0.038600,0.038718,0.958333,0.996933,3,5,1.000000,1.666667
000076,23,5,3,0.050000,O2_confidence_minus_size,0.987722,0.990266,0.002544,0.002569,0.993056,0.996933,4,5,1.333333,1.666667
000076,23,5,3,0.075000,O2_confidence_minus_size,0.987722,0.990266,0.002544,0.002569,0.993056,0.996933,4,5,1.333333,1.666667
000076,23,5,3,0.100000,O2_confidence_minus_size,0.987722,0.990266,0.002544,0.002569,0.993056,0.996933,4,5,1.333333,1.666667
000076,23,5,3,0.125000,O2_confidence_minus_size,0.954333,0.990266,0.035933,0.036286,0.958333,0.996933,3,5,1.000000,1.666667
000076,37,5,3,0.050000,O1_confidence_only,0.927002,0.927002,0.000000,0.000000,0.927002,0.927002,5,5,1.666667,1.666667
000076,37,5,3,0.075000,O1_confidence_only,0.927002,0.927002,0.000000,0.000000,0.927002,0.927002,5,5,1.666667,1.666667
000076,37,5,3,0.100000,O1_confidence_only,0.896944,0.927002,0.030058,0.032425,0.896944,0.927002,4,5,1.333333,1.666667
000076,37,5,3,0.125000,O1_confidence_only,0.896944,0.927002,0.030058,0.032425,0.896944,0.927002,4,5,1.333333,1.666667
000076,37,5,3,0.050000,O2_confidence_minus_size,0.920336,0.920336,0.000000,0.000000,0.927002,0.927002,5,5,1.666667,1.666667
000076,37,5,3,0.075000,O2_confidence_minus_size,0.920336,0.920336,0.000000,0.000000,0.927002,0.927002,5,5,1.666667,1.666667
000076,37,5,3,0.100000,O2_confidence_minus_size,0.891611,0.920336,0.028725,0.031211,0.896944,0.927002,4,5,1.333333,1.666667
000076,37,5,3,0.125000,O2_confidence_minus_size,0.891611,0.920336,0.028725,0.031211,0.896944,0.927002,4,5,1.333333,1.666667
000078,7,5,3,0.050000,O1_confidence_only,0.996181,0.997645,0.001464,0.001468,0.996181,0.997645,4,5,1.333333,1.666667
000078,7,5,3,0.075000,O1_confidence_only,0.996181,0.997645,0.001464,0.001468,0.996181,0.997645,4,5,1.333333,1.666667
000078,7,5,3,0.100000,O1_confidence_only,0.969444,0.997645,0.028200,0.028267,0.969444,0.997645,3,5,1.000000,1.666667
000078,7,5,3,0.125000,O1_confidence_only,0.969444,0.997645,0.028200,0.028267,0.969444,0.997645,3,5,1.000000,1.666667
000078,7,5,3,0.050000,O2_confidence_minus_size,0.990847,0.990978,0.000131,0.000132,0.996181,0.997645,4,5,1.333333,1.666667
000078,7,5,3,0.075000,O2_confidence_minus_size,0.990847,0.990978,0.000131,0.000132,0.996181,0.997645,4,5,1.333333,1.666667
000078,7,5,3,0.100000,O2_confidence_minus_size,0.965444,0.990978,0.025534,0.025766,0.969444,0.997645,3,5,1.000000,1.666667
000078,7,5,3,0.125000,O2_confidence_minus_size,0.965444,0.990978,0.025534,0.025766,0.969444,0.997645,3,5,1.000000,1.666667
000078,11,5,3,0.050000,O1_confidence_only,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,3,3,1.000000,1.000000
000078,11,5,3,0.075000,O1_confidence_only,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,3,3,1.000000,1.000000
000078,11,5,3,0.100000,O1_confidence_only,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,3,3,1.000000,1.000000
000078,11,5,3,0.125000,O1_confidence_only,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,3,3,1.000000,1.000000
000078,11,5,3,0.050000,O2_confidence_minus_size,0.996000,0.996000,0.000000,0.000000,1.000000,1.000000,3,3,1.000000,1.000000
000078,11,5,3,0.075000,O2_confidence_minus_size,0.996000,0.996000,0.000000,0.000000,1.000000,1.000000,3,3,1.000000,1.000000
000078,11,5,3,0.100000,O2_confidence_minus_size,0.996000,0.996000,0.000000,0.000000,1.000000,1.000000,3,3,1.000000,1.000000
000078,11,5,3,0.125000,O2_confidence_minus_size,0.996000,0.996000,0.000000,0.000000,1.000000,1.000000,3,3,1.000000,1.000000
000078,23,5,3,0.050000,O1_confidence_only,0.996181,0.997645,0.001464,0.001468,0.996181,0.997645,4,5,1.333333,1.666667
000078,23,5,3,0.075000,O1_confidence_only,0.996181,0.997645,0.001464,0.001468,0.996181,0.997645,4,5,1.333333,1.666667
000078,23,5,3,0.100000,O1_confidence_only,0.969444,0.997645,0.028200,0.028267,0.969444,0.997645,3,5,1.000000,1.666667
000078,23,5,3,0.125000,O1_confidence_only,0.969444,0.997645,0.028200,0.028267,0.969444,0.997645,3,5,1.000000,1.666667
000078,23,5,3,0.050000,O2_confidence_minus_size,0.990847,0.990978,0.000131,0.000132,0.996181,0.997645,4,5,1.333333,1.666667
000078,23,5,3,0.075000,O2_confidence_minus_size,0.990847,0.990978,0.000131,0.000132,0.996181,0.997645,4,5,1.333333,1.666667
000078,23,5,3,0.100000,O2_confidence_minus_size,0.965444,0.990978,0.025534,0.025766,0.969444,0.997645,3,5,1.000000,1.666667
000078,23,5,3,0.125000,O2_confidence_minus_size,0.965444,0.990978,0.025534,0.025766,0.969444,0.997645,3,5,1.000000,1.666667
000078,37,5,3,0.050000,O1_confidence_only,0.988889,0.996223,0.007334,0.007362,0.988889,0.996223,3,5,1.000000,1.666667
000078,37,5,3,0.075000,O1_confidence_only,0.988889,0.996223,0.007334,0.007362,0.988889,0.996223,3,5,1.000000,1.666667
000078,37,5,3,0.100000,O1_confidence_only,0.988889,0.996223,0.007334,0.007362,0.988889,0.996223,3,5,1.000000,1.666667
000078,37,5,3,0.125000,O1_confidence_only,0.988889,0.996223,0.007334,0.007362,0.988889,0.996223,3,5,1.000000,1.666667
000078,37,5,3,0.050000,O2_confidence_minus_size,0.984889,0.989574,0.004685,0.004734,0.988889,0.994907,3,4,1.000000,1.333333
000078,37,5,3,0.075000,O2_confidence_minus_size,0.984889,0.989574,0.004685,0.004734,0.988889,0.994907,3,4,1.000000,1.333333
000078,37,5,3,0.100000,O2_confidence_minus_size,0.984889,0.989574,0.004685,0.004734,0.988889,0.994907,3,4,1.000000,1.333333
000078,37,5,3,0.125000,O2_confidence_minus_size,0.984889,0.989574,0.004685,0.004734,0.988889,0.994907,3,4,1.000000,1.333333
000080,7,5,3,0.050000,O1_confidence_only,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,3,3,1.000000,1.000000
000080,7,5,3,0.075000,O1_confidence_only,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,3,3,1.000000,1.000000
000080,7,5,3,0.100000,O1_confidence_only,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,3,3,1.000000,1.000000
000080,7,5,3,0.125000,O1_confidence_only,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,3,3,1.000000,1.000000
000080,7,5,3,0.050000,O2_confidence_minus_size,0.996000,0.996000,0.000000,0.000000,1.000000,1.000000,3,3,1.000000,1.000000
000080,7,5,3,0.075000,O2_confidence_minus_size,0.996000,0.996000,0.000000,0.000000,1.000000,1.000000,3,3,1.000000,1.000000
000080,7,5,3,0.100000,O2_confidence_minus_size,0.996000,0.996000,0.000000,0.000000,1.000000,1.000000,3,3,1.000000,1.000000
000080,7,5,3,0.125000,O2_confidence_minus_size,0.996000,0.996000,0.000000,0.000000,1.000000,1.000000,3,3,1.000000,1.000000
000080,11,5,3,0.050000,O1_confidence_only,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,3,3,1.000000,1.000000
000080,11,5,3,0.075000,O1_confidence_only,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,3,3,1.000000,1.000000
000080,11,5,3,0.100000,O1_confidence_only,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,3,3,1.000000,1.000000
000080,11,5,3,0.125000,O1_confidence_only,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,3,3,1.000000,1.000000
000080,11,5,3,0.050000,O2_confidence_minus_size,0.996000,0.996000,0.000000,0.000000,1.000000,1.000000,3,3,1.000000,1.000000
000080,11,5,3,0.075000,O2_confidence_minus_size,0.996000,0.996000,0.000000,0.000000,1.000000,1.000000,3,3,1.000000,1.000000
000080,11,5,3,0.100000,O2_confidence_minus_size,0.996000,0.996000,0.000000,0.000000,1.000000,1.000000,3,3,1.000000,1.000000
000080,11,5,3,0.125000,O2_confidence_minus_size,0.996000,0.996000,0.000000,0.000000,1.000000,1.000000,3,3,1.000000,1.000000
000080,23,5,3,0.050000,O1_confidence_only,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,3,3,1.000000,1.000000
000080,23,5,3,0.075000,O1_confidence_only,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,3,3,1.000000,1.000000
000080,23,5,3,0.100000,O1_confidence_only,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,3,3,1.000000,1.000000
000080,23,5,3,0.125000,O1_confidence_only,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,3,3,1.000000,1.000000
000080,23,5,3,0.050000,O2_confidence_minus_size,0.996000,0.996000,0.000000,0.000000,1.000000,1.000000,3,3,1.000000,1.000000
000080,23,5,3,0.075000,O2_confidence_minus_size,0.996000,0.996000,0.000000,0.000000,1.000000,1.000000,3,3,1.000000,1.000000
000080,23,5,3,0.100000,O2_confidence_minus_size,0.996000,0.996000,0.000000,0.000000,1.000000,1.000000,3,3,1.000000,1.000000
000080,23,5,3,0.125000,O2_confidence_minus_size,0.996000,0.996000,0.000000,0.000000,1.000000,1.000000,3,3,1.000000,1.000000
000080,37,5,3,0.050000,O1_confidence_only,0.954630,0.967485,0.012855,0.013287,0.954630,0.967485,4,5,1.333333,1.666667
000080,37,5,3,0.075000,O1_confidence_only,0.954630,0.967485,0.012855,0.013287,0.954630,0.967485,4,5,1.333333,1.666667
000080,37,5,3,0.100000,O1_confidence_only,0.922222,0.967485,0.045262,0.046783,0.922222,0.967485,3,5,1.000000,1.666667
000080,37,5,3,0.125000,O1_confidence_only,0.922222,0.967485,0.045262,0.046783,0.922222,0.967485,3,5,1.000000,1.666667
000080,37,5,3,0.050000,O2_confidence_minus_size,0.949296,0.960818,0.011522,0.011991,0.954630,0.967485,4,5,1.333333,1.666667
000080,37,5,3,0.075000,O2_confidence_minus_size,0.949296,0.960818,0.011522,0.011991,0.954630,0.967485,4,5,1.333333,1.666667
000080,37,5,3,0.100000,O2_confidence_minus_size,0.918222,0.960818,0.042596,0.044333,0.922222,0.967485,3,5,1.000000,1.666667
000080,37,5,3,0.125000,O2_confidence_minus_size,0.918222,0.960818,0.042596,0.044333,0.922222,0.967485,3,5,1.000000,1.666667
