scenario_id,timestamp,receiver_id,receiver_policy,coperception_yaml,resource_allocation,gt_scope,upload_mode,grid_selection_mode,grid_score_mode,coverage_fallback,coverage_fallback_replacements,routing_hint_replacements,routing_hints_csv,clustering,cluster_count,selective_frame_deadline_ms,selective_global_budget_bytes,selective_global_admitted_bytes,selective_global_candidate_bytes,selective_global_admitted_links,selective_global_candidate_links,cluster_member_ids,source_cav_ids,uploaded_source_ids,selected_grid_counts_json,point_counts_json,communication_bytes,frame_comm_time_ms,num_channels,bandwidth_mhz,communication_deadline_ms,sgcp_frame_mbps_budget,sgcp_frame_budget_bytes,sgcp_frame_budget_original_bytes,sgcp_frame_budget_admitted_bytes,upload_density_cap_rho,edgecooper_pmax_density_cap_rho,local_preserving_output,local_preserving_extra_calls,local_preserving_extra_point_counts_json,upload_density_cap_seed,max_senders_per_receiver,channel_estimator,ns3_tb_size_bytes,ns3_slot_duration_ms,ns3_subchannel_prbs,ns3_symbols_per_slot,ns3_mcs,pcs_rounds_requested,pcs_rounds_accepted,pcs_round_comm_time_ms_json,pcs_round_comm_bytes_json,channel_allocation,missing_channel_sources,pred_boxes,gt_boxes,skipped
2026_07_29_02_32_08,000104,1,all-cluster-heads,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,potential_game,full-frame,full_cluster,utility,utility,none,0,0,,all_in_one,1,,,,,,,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,{},"{""1"": 13965, ""2"": 13840, ""3"": 14162, ""4"": 13768, ""5"": 14010, ""6"": 13341, ""7"": 13958, ""8"": 13736, ""9"": 13805, ""10"": 13985, ""11"": 13863, ""12"": 14167, ""13"": 13509, ""14"": 13699, ""15"": 13579, ""16"": 14100, ""17"": 14180, ""18"": 13996, ""19"": 13695, ""20"": 13895}",4212608,126.18464961067855,10,40.0,60.0,,,,,,,0,,{},,1,ns3,899,0.5,10,12,28,,,[],[],2>1:8;3>1:7;4>1:9;6>1:3;12>1:1;13>1:4;14>1:2;17>1:0;18>1:5;20>1:6,5;7;8;9;10;11;15;16;19,66,72,
2026_07_29_02_32_08,000106,1,all-cluster-heads,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,potential_game,full-frame,full_cluster,utility,utility,none,0,0,,all_in_one,1,,,,,,,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,{},"{""1"": 13961, ""2"": 13835, ""3"": 14165, ""4"": 13767, ""5"": 13998, ""6"": 13350, ""7"": 13947, ""8"": 13737, ""9"": 13808, ""10"": 13984, ""11"": 13864, ""12"": 14191, ""13"": 13477, ""14"": 13689, ""15"": 13589, ""16"": 14127, ""17"": 14174, ""18"": 13959, ""19"": 13699, ""20"": 13893}",4212048,126.28253615127922,10,40.0,60.0,,,,,,,0,,{},,1,ns3,899,0.5,10,12,28,,,[],[],2>1:8;3>1:7;4>1:9;6>1:3;12>1:1;13>1:4;14>1:2;17>1:0;18>1:5;20>1:6,5;7;8;9;10;11;15;16;19,63,71,
2026_07_29_02_32_08,000108,1,all-cluster-heads,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,potential_game,full-frame,full_cluster,utility,utility,none,0,0,,all_in_one,1,,,,,,,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,{},"{""1"": 13963, ""2"": 13835, ""3"": 14165, ""4"": 13767, ""5"": 14001, ""6"": 13375, ""7"": 13964, ""8"": 13736, ""9"": 13808, ""10"": 13984, ""11"": 13866, ""12"": 14221, ""13"": 13485, ""14"": 13688, ""15"": 13579, ""16"": 14144, ""17"": 14203, ""18"": 13935, ""19"": 13701, ""20"": 13890}",4213552,126.54949944382649,10,40.0,60.0,,,,,,,0,,{},,1,ns3,899,0.5,10,12,28,,,[],[],2>1:8;3>1:7;4>1:9;6>1:3;12>1:1;13>1:4;14>1:2;17>1:0;18>1:5;20>1:6,5;7;8;9;10;11;15;16;19,65,71,
2026_07_29_02_32_08,000110,1,all-cluster-heads,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,potential_game,full-frame,full_cluster,utility,utility,none,0,0,,all_in_one,1,,,,,,,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,{},"{""1"": 13963, ""2"": 13834, ""3"": 14164, ""4"": 13764, ""5"": 13943, ""6"": 13370, ""7"": 13968, ""8"": 13735, ""9"": 13807, ""10"": 13981, ""11"": 13867, ""12"": 14224, ""13"": 13465, ""14"": 13691, ""15"": 13612, ""16"": 14162, ""17"": 14197, ""18"": 13932, ""19"": 13701, ""20"": 13887}",4212864,126.57619577308121,10,40.0,60.0,,,,,,,0,,{},,1,ns3,899,0.5,10,12,28,,,[],[],2>1:8;3>1:7;4>1:9;6>1:3;12>1:2;13>1:4;14>1:1;17>1:0;18>1:5;20>1:6,5;7;8;9;10;11;15;16;19,64,70,
2026_07_29_02_32_08,000112,1,all-cluster-heads,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,potential_game,full-frame,full_cluster,utility,utility,none,0,0,,all_in_one,1,,,,,,,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,{},"{""1"": 13966, ""2"": 13834, ""3"": 14163, ""4"": 13764, ""5"": 13968, ""6"": 13375, ""7"": 13948, ""8"": 13735, ""9"": 13808, ""10"": 13981, ""11"": 13865, ""12"": 14224, ""13"": 13451, ""14"": 13707, ""15"": 13611, ""16"": 14170, ""17"": 14206, ""18"": 13919, ""19"": 13708, ""20"": 13886}",4213168,126.57619577308121,10,40.0,60.0,,,,,,,0,,{},,1,ns3,899,0.5,10,12,28,,,[],[],2>1:8;3>1:7;4>1:9;6>1:3;12>1:2;13>1:4;14>1:1;17>1:0;18>1:5;20>1:6,5;7;8;9;10;11;15;16;19,64,70,
2026_07_29_02_32_08,000114,1,all-cluster-heads,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,potential_game,full-frame,full_cluster,utility,utility,none,0,0,,all_in_one,1,,,,,,,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,{},"{""1"": 13967, ""2"": 13835, ""3"": 14168, ""4"": 13763, ""5"": 13956, ""6"": 13389, ""7"": 13945, ""8"": 13736, ""9"": 13808, ""10"": 13979, ""11"": 13870, ""12"": 14210, ""13"": 13423, ""14"": 13734, ""15"": 13613, ""16"": 14201, ""17"": 14215, ""18"": 13932, ""19"": 13709, ""20"": 13882}",4213888,126.49610678531702,10,40.0,60.0,,,,,,,0,,{},,1,ns3,899,0.5,10,12,28,,,[],[],2>1:8;3>1:7;4>1:9;6>1:3;12>1:2;13>1:4;14>1:1;17>1:0;18>1:5;20>1:6,5;7;8;9;10;11;15;16;19,63,69,
2026_07_29_02_32_08,000116,1,all-cluster-heads,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,potential_game,full-frame,full_cluster,utility,utility,none,0,0,,all_in_one,1,,,,,,,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,{},"{""1"": 13967, ""2"": 13837, ""3"": 14174, ""4"": 13762, ""5"": 13961, ""6"": 13394, ""7"": 13940, ""8"": 13740, ""9"": 13806, ""10"": 13979, ""11"": 13869, ""12"": 14231, ""13"": 13407, ""14"": 13736, ""15"": 13632, ""16"": 14185, ""17"": 14228, ""18"": 13909, ""19"": 13714, ""20"": 13882}",4214176,126.63848720800891,10,40.0,60.0,,,,,,,0,,{},,1,ns3,899,0.5,10,12,28,,,[],[],2>1:8;3>1:7;4>1:9;6>1:3;12>1:2;13>1:4;14>1:1;17>1:0;18>1:5;20>1:6,5;7;8;9;10;11;15;16;19,63,69,
2026_07_29_02_32_08,000118,1,all-cluster-heads,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,potential_game,full-frame,full_cluster,utility,utility,none,0,0,,all_in_one,1,,,,,,,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,{},"{""1"": 13967, ""2"": 13838, ""3"": 14179, ""4"": 13761, ""5"": 13928, ""6"": 13431, ""7"": 13934, ""8"": 13741, ""9"": 13807, ""10"": 13979, ""11"": 13873, ""12"": 14223, ""13"": 13365, ""14"": 13766, ""15"": 13659, ""16"": 14217, ""17"": 14236, ""18"": 13918, ""19"": 13713, ""20"": 13879}",4215152,126.68298109010013,10,40.0,60.0,,,,,,,0,,{},,1,ns3,899,0.5,10,12,28,,,[],[],3>1:7;4>1:9;6>1:3;11>1:8;12>1:2;13>1:4;14>1:1;17>1:0;18>1:5;20>1:6,2;5;7;8;9;10;15;16;19,63,69,
2026_07_29_02_32_08,000120,1,all-cluster-heads,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,potential_game,full-frame,full_cluster,utility,utility,none,0,0,,all_in_one,1,,,,,,,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,{},"{""1"": 13970, ""2"": 13838, ""3"": 14172, ""4"": 13760, ""5"": 13911, ""6"": 13438, ""7"": 13924, ""8"": 13743, ""9"": 13808, ""10"": 13976, ""11"": 13874, ""12"": 14223, ""13"": 13367, ""14"": 13795, ""15"": 13667, ""16"": 14237, ""17"": 14265, ""18"": 13889, ""19"": 13711, ""20"": 13881}",4215664,126.94104560622915,10,40.0,60.0,,,,,,,0,,{},,1,ns3,899,0.5,10,12,28,,,[],[],2>1:9;3>1:7;4>1:8;6>1:3;12>1:2;13>1:4;14>1:1;17>1:0;18>1:5;20>1:6,5;7;8;9;10;11;15;16;19,65,69,
2026_07_29_02_32_08,000122,1,all-cluster-heads,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,potential_game,full-frame,full_cluster,utility,utility,none,0,0,,all_in_one,1,,,,,,,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,{},"{""1"": 13965, ""2"": 13840, ""3"": 14186, ""4"": 13763, ""5"": 13861, ""6"": 13422, ""7"": 13939, ""8"": 13746, ""9"": 13806, ""10"": 13976, ""11"": 13872, ""12"": 14209, ""13"": 13373, ""14"": 13767, ""15"": 13668, ""16"": 14235, ""17"": 14263, ""18"": 13912, ""19"": 13713, ""20"": 13882}",4214928,126.92324805339267,10,40.0,60.0,,,,,,,0,,{},,1,ns3,899,0.5,10,12,28,,,[],[],3>1:7;6>1:3;7>1:6;10>1:8;12>1:2;13>1:4;14>1:1;15>1:9;17>1:0;18>1:5,2;4;5;8;9;11;16;19;20,64,69,
2026_07_29_02_32_08,000124,1,all-cluster-heads,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,potential_game,full-frame,full_cluster,utility,utility,none,0,0,,all_in_one,1,,,,,,,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,{},"{""1"": 13963, ""2"": 13842, ""3"": 14209, ""4"": 13764, ""5"": 13797, ""6"": 13423, ""7"": 13921, ""8"": 13745, ""9"": 13807, ""10"": 13972, ""11"": 13875, ""12"": 14179, ""13"": 13342, ""14"": 13747, ""15"": 13675, ""16"": 14256, ""17"": 14254, ""18"": 13863, ""19"": 13712, ""20"": 13887}",4212320,126.86095661846497,10,40.0,60.0,,,,,,,0,,{},,1,ns3,899,0.5,10,12,28,,,[],[],3>1:7;6>1:3;7>1:6;10>1:8;12>1:2;13>1:4;14>1:0;15>1:9;17>1:1;18>1:5,2;4;5;8;9;11;16;19;20,64,69,
2026_07_29_02_32_08,000126,1,all-cluster-heads,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,potential_game,full-frame,full_cluster,utility,utility,none,0,0,,all_in_one,1,,,,,,,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,{},"{""1"": 13963, ""2"": 13842, ""3"": 14202, ""4"": 13765, ""5"": 13815, ""6"": 13428, ""7"": 13938, ""8"": 13746, ""9"": 13806, ""10"": 13972, ""11"": 13876, ""12"": 14162, ""13"": 13344, ""14"": 13686, ""15"": 13678, ""16"": 14263, ""17"": 14251, ""18"": 13842, ""19"": 13710, ""20"": 13888}",4211424,126.92324805339267,10,40.0,60.0,,,,,,,0,,{},,1,ns3,899,0.5,10,12,28,,,[],[],3>1:7;6>1:3;7>1:6;10>1:8;12>1:2;13>1:4;14>1:0;15>1:9;17>1:1;18>1:5,2;4;5;8;9;11;16;19;20,63,69,
2026_07_29_02_32_08,000128,1,all-cluster-heads,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,potential_game,full-frame,full_cluster,utility,utility,none,0,0,,all_in_one,1,,,,,,,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,{},"{""1"": 13966, ""2"": 13841, ""3"": 14211, ""4"": 13766, ""5"": 13773, ""6"": 13449, ""7"": 13947, ""8"": 13744, ""9"": 13807, ""10"": 13970, ""11"": 13874, ""12"": 14176, ""13"": 13359, ""14"": 13699, ""15"": 13694, ""16"": 14256, ""17"": 14246, ""18"": 13836, ""19"": 13711, ""20"": 13891}",4212000,126.86095661846497,10,40.0,60.0,,,,,,,0,,{},,1,ns3,899,0.5,10,12,28,,,[],[],3>1:5;6>1:3;7>1:6;10>1:8;12>1:2;13>1:4;14>1:0;15>1:9;17>1:1;18>1:7,2;4;5;8;9;11;16;19;20,63,69,
2026_07_29_02_32_08,000130,1,all-cluster-heads,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,potential_game,full-frame,full_cluster,utility,utility,none,0,0,,all_in_one,1,,,,,,,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,{},"{""1"": 13963, ""2"": 13841, ""3"": 14208, ""4"": 13768, ""5"": 13772, ""6"": 13441, ""7"": 13955, ""8"": 13744, ""9"": 13808, ""10"": 13970, ""11"": 13872, ""12"": 14172, ""13"": 13355, ""14"": 13658, ""15"": 13715, ""16"": 14242, ""17"": 14246, ""18"": 13840, ""19"": 13712, ""20"": 13896}",4211440,126.77196885428255,10,40.0,60.0,,,,,,,0,,{},,1,ns3,899,0.5,10,12,28,,,[],[],3>1:5;6>1:3;7>1:6;10>1:8;12>1:2;13>1:4;14>1:0;15>1:9;17>1:1;18>1:7,2;4;5;8;9;11;16;19;20,62,68,
2026_07_29_02_32_08,000132,1,all-cluster-heads,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,potential_game,full-frame,full_cluster,utility,utility,none,0,0,,all_in_one,1,,,,,,,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,{},"{""1"": 13966, ""2"": 13843, ""3"": 14211, ""4"": 13769, ""5"": 13786, ""6"": 13449, ""7"": 13953, ""8"": 13745, ""9"": 13808, ""10"": 13969, ""11"": 13871, ""12"": 14167, ""13"": 13368, ""14"": 13649, ""15"": 13706, ""16"": 14257, ""17"": 14246, ""18"": 13832, ""19"": 13710, ""20"": 13905}",4211904,126.86985539488322,10,40.0,60.0,,,,,,,0,,{},,1,ns3,899,0.5,10,12,28,,,[],[],2>1:9;3>1:4;6>1:3;7>1:7;9>1:5;12>1:2;13>1:8;14>1:0;16>1:1;18>1:6,4;5;8;10;11;15;17;19;20,63,68,
2026_07_29_02_32_08,000134,1,all-cluster-heads,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,potential_game,full-frame,full_cluster,utility,utility,none,0,0,,all_in_one,1,,,,,,,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,{},"{""1"": 13962, ""2"": 13843, ""3"": 14215, ""4"": 13769, ""5"": 13811, ""6"": 13441, ""7"": 13949, ""8"": 13744, ""9"": 13808, ""10"": 13968, ""11"": 13868, ""12"": 14175, ""13"": 13362, ""14"": 13673, ""15"": 13725, ""16"": 14271, ""17"": 14252, ""18"": 13828, ""19"": 13710, ""20"": 13917}",4213264,126.9944382647386,10,40.0,60.0,,,,,,,0,,{},,1,ns3,899,0.5,10,12,28,,,[],[],2>1:9;3>1:5;6>1:3;7>1:7;9>1:4;12>1:2;13>1:8;14>1:0;16>1:1;18>1:6,4;5;8;10;11;15;17;19;20,62,68,
2026_07_29_02_32_08,000136,1,all-cluster-heads,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,potential_game,full-frame,full_cluster,utility,utility,none,0,0,,all_in_one,1,,,,,,,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,{},"{""1"": 13964, ""2"": 13843, ""3"": 14205, ""4"": 13765, ""5"": 13798, ""6"": 13434, ""7"": 13939, ""8"": 13744, ""9"": 13807, ""10"": 13966, ""11"": 13869, ""12"": 14198, ""13"": 13374, ""14"": 13664, ""15"": 13717, ""16"": 14267, ""17"": 14256, ""18"": 13783, ""19"": 13711, ""20"": 13920}",4212160,126.95884315906564,10,40.0,60.0,,,,,,,0,,{},,1,ns3,899,0.5,10,12,28,,,[],[],2>1:9;3>1:6;6>1:3;7>1:7;9>1:4;12>1:2;13>1:8;14>1:0;16>1:1;18>1:5,4;5;8;10;11;15;17;19;20,61,68,
2026_07_29_02_32_08,000138,1,all-cluster-heads,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,potential_game,full-frame,full_cluster,utility,utility,none,0,0,,all_in_one,1,,,,,,,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,{},"{""1"": 13965, ""2"": 13843, ""3"": 14250, ""4"": 13763, ""5"": 13823, ""6"": 13453, ""7"": 13937, ""8"": 13742, ""9"": 13808, ""10"": 13966, ""11"": 13868, ""12"": 14180, ""13"": 13373, ""14"": 13679, ""15"": 13742, ""16"": 14255, ""17"": 14254, ""18"": 13764, ""19"": 13710, ""20"": 13925}",4213360,126.85205784204673,10,40.0,60.0,,,,,,,0,,{},,1,ns3,899,0.5,10,12,28,,,[],[],2>1:9;3>1:7;6>1:3;7>1:6;9>1:4;12>1:2;13>1:8;14>1:0;16>1:1;18>1:5,4;5;8;10;11;15;17;19;20,63,68,
2026_07_29_02_32_08,000140,1,all-cluster-heads,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,potential_game,full-frame,full_cluster,utility,utility,none,0,0,,all_in_one,1,,,,,,,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,{},"{""1"": 13965, ""2"": 13844, ""3"": 14273, ""4"": 13760, ""5"": 13867, ""6"": 13449, ""7"": 13930, ""8"": 13743, ""9"": 13807, ""10"": 13967, ""11"": 13871, ""12"": 14185, ""13"": 13344, ""14"": 13666, ""15"": 13738, ""16"": 14271, ""17"": 14258, ""18"": 13756, ""19"": 13709, ""20"": 13922}",4213760,127.01223581757509,10,40.0,60.0,,,,,,,0,,{},,1,ns3,899,0.5,10,12,28,,,[],[],2>1:9;3>1:5;6>1:3;7>1:6;9>1:4;12>1:2;13>1:8;14>1:0;16>1:1;18>1:7,4;5;8;10;11;15;17;19;20,61,67,
