scenario_id,timestamp,receiver_id,receiver_policy,resource_allocation,upload_mode,grid_selection_mode,grid_score_mode,coverage_fallback,coverage_fallback_replacements,routing_hint_replacements,routing_hints_csv,clustering,cluster_count,selective_frame_deadline_ms,cluster_member_ids,source_cav_ids,uploaded_source_ids,selected_grid_counts_json,point_counts_json,communication_bytes,frame_comm_time_ms,num_channels,bandwidth_mhz,channel_estimator,ns3_tb_size_bytes,ns3_slot_duration_ms,ns3_subchannel_prbs,ns3_symbols_per_slot,ns3_mcs,pcs_rounds_requested,pcs_rounds_accepted,pcs_round_comm_time_ms_json,pcs_round_comm_bytes_json,channel_allocation,missing_channel_sources,pred_boxes,gt_boxes,skipped
2026_07_15_01_26_56,000060,1,all-cavs,selective_edgecooper_global,grid,,,,,,,singleton,20,200.0,1,1,,{},"{""1"": 4918}",0,0.0,10,40.0,ns3,899,0.5,10,12,28,,,[],[],,,15,16,
2026_07_15_01_26_56,000060,2,all-cavs,selective_edgecooper_global,grid,,,,,,,singleton,20,200.0,2,2;8,8,"{""8"": 54}","{""2"": 4863, ""8"": 4813}",77008,4.282981090100112,10,40.0,ns3,899,0.5,10,12,28,,,[],[],,8,21,38,
2026_07_15_01_26_56,000060,3,all-cavs,selective_edgecooper_global,grid,,,,,,,singleton,20,200.0,3,3;18,18,"{""18"": 56}","{""3"": 4977, ""18"": 4885}",78160,4.347052280311457,10,40.0,ns3,899,0.5,10,12,28,,,[],[],,18,21,19,
2026_07_15_01_26_56,000060,4,all-cavs,selective_edgecooper_global,grid,,,,,,,singleton,20,200.0,4,4;1,1,"{""1"": 45}","{""1"": 4899, ""4"": 4886}",78384,4.359510567296996,10,40.0,ns3,899,0.5,10,12,28,,,[],[],,1,22,29,
2026_07_15_01_26_56,000060,5,all-cavs,selective_edgecooper_global,grid,,,,,,,singleton,20,200.0,5,5,,{},"{""5"": 4909}",0,0.0,10,40.0,ns3,899,0.5,10,12,28,,,[],[],,,12,15,
2026_07_15_01_26_56,000060,6,all-cavs,selective_edgecooper_global,grid,,,,,,,singleton,20,200.0,6,6;15,15,"{""15"": 49}","{""6"": 4556, ""15"": 4711}",75376,4.1922135706340375,10,40.0,ns3,899,0.5,10,12,28,,,[],[],,15,13,17,
2026_07_15_01_26_56,000060,7,all-cavs,selective_edgecooper_global,grid,,,,,,,singleton,20,200.0,7,7;12,12,"{""12"": 57}","{""7"": 4908, ""12"": 4732}",75712,4.210901001112346,10,40.0,ns3,899,0.5,10,12,28,,,[],[],,12,21,29,
2026_07_15_01_26_56,000060,8,all-cavs,selective_edgecooper_global,grid,,,,,,,singleton,20,200.0,8,8,,{},"{""8"": 4838}",0,0.0,10,40.0,ns3,899,0.5,10,12,28,,,[],[],,,8,23,
2026_07_15_01_26_56,000060,9,all-cavs,selective_edgecooper_global,grid,,,,,,,singleton,20,200.0,9,9,,{},"{""9"": 4858}",0,0.0,10,40.0,ns3,899,0.5,10,12,28,,,[],[],,,16,19,
2026_07_15_01_26_56,000060,10,all-cavs,selective_edgecooper_global,grid,,,,,,,singleton,20,200.0,10,10,,{},"{""10"": 4953}",0,0.0,10,40.0,ns3,899,0.5,10,12,28,,,[],[],,,18,30,
2026_07_15_01_26_56,000060,11,all-cavs,selective_edgecooper_global,grid,,,,,,,singleton,20,200.0,11,11;9,9,"{""9"": 48}","{""9"": 4847, ""11"": 4909}",77552,4.313236929922136,10,40.0,ns3,899,0.5,10,12,28,,,[],[],,9,29,33,
2026_07_15_01_26_56,000060,12,all-cavs,selective_edgecooper_global,grid,,,,,,,singleton,20,200.0,12,12,,{},"{""12"": 4891}",0,0.0,10,40.0,ns3,899,0.5,10,12,28,,,[],[],,,12,21,
2026_07_15_01_26_56,000060,13,all-cavs,selective_edgecooper_global,grid,,,,,,,singleton,20,200.0,13,13;10,10,"{""10"": 52}","{""10"": 4838, ""13"": 4793}",77408,4.305228031145718,10,40.0,ns3,899,0.5,10,12,28,,,[],[],,10,18,35,
2026_07_15_01_26_56,000060,14,all-cavs,selective_edgecooper_global,grid,,,,,,,singleton,20,200.0,14,14,,{},"{""14"": 5044}",0,0.0,10,40.0,ns3,899,0.5,10,12,28,,,[],[],,,2,4,
2026_07_15_01_26_56,000060,15,all-cavs,selective_edgecooper_global,grid,,,,,,,singleton,20,200.0,15,15,,{},"{""15"": 4740}",0,0.0,10,40.0,ns3,899,0.5,10,12,28,,,[],[],,,15,9,
2026_07_15_01_26_56,000060,16,all-cavs,selective_edgecooper_global,grid,,,,,,,singleton,20,200.0,16,16;20,20,"{""20"": 48}","{""16"": 4857, ""20"": 2285}",36560,2.0333704115684093,10,40.0,ns3,899,0.5,10,12,28,,,[],[],,20,18,24,
2026_07_15_01_26_56,000060,17,all-cavs,selective_edgecooper_global,grid,,,,,,,singleton,20,200.0,17,17,,{},"{""17"": 4967}",0,0.0,10,40.0,ns3,899,0.5,10,12,28,,,[],[],,,16,13,
2026_07_15_01_26_56,000060,18,all-cavs,selective_edgecooper_global,grid,,,,,,,singleton,20,200.0,18,18,,{},"{""18"": 5003}",0,0.0,10,40.0,ns3,899,0.5,10,12,28,,,[],[],,,16,12,
2026_07_15_01_26_56,000060,19,all-cavs,selective_edgecooper_global,grid,,,,,,,singleton,20,200.0,19,19;5,5,"{""5"": 52}","{""5"": 4881, ""19"": 4844}",78096,4.34349276974416,10,40.0,ns3,899,0.5,10,12,28,,,[],[],,5,20,17,
2026_07_15_01_26_56,000060,20,all-cavs,selective_edgecooper_global,grid,,,,,,,singleton,20,200.0,20,20,,{},"{""20"": 4909}",0,0.0,10,40.0,ns3,899,0.5,10,12,28,,,[],[],,,14,18,
2026_07_15_01_26_56,000062,1,all-cavs,selective_edgecooper_global,grid,,,,,,,singleton,20,200.0,1,1,,{},"{""1"": 4921}",0,0.0,10,40.0,ns3,899,0.5,10,12,28,,,[],[],,,13,16,
2026_07_15_01_26_56,000062,2,all-cavs,selective_edgecooper_global,grid,,,,,,,singleton,20,200.0,2,2;8,8,"{""8"": 53}","{""2"": 4862, ""8"": 4803}",76848,4.274082313681869,10,40.0,ns3,899,0.5,10,12,28,,,[],[],,8,24,40,
2026_07_15_01_26_56,000062,3,all-cavs,selective_edgecooper_global,grid,,,,,,,singleton,20,200.0,3,3;18,18,"{""18"": 52}","{""3"": 4976, ""18"": 4903}",78448,4.363070077864293,10,40.0,ns3,899,0.5,10,12,28,,,[],[],,18,20,19,
2026_07_15_01_26_56,000062,4,all-cavs,selective_edgecooper_global,grid,,,,,,,singleton,20,200.0,4,4;1,1,"{""1"": 46}","{""1"": 4902, ""4"": 4848}",78432,4.362180200222469,10,40.0,ns3,899,0.5,10,12,28,,,[],[],,1,24,30,
2026_07_15_01_26_56,000062,5,all-cavs,selective_edgecooper_global,grid,,,,,,,singleton,20,200.0,5,5,,{},"{""5"": 4912}",0,0.0,10,40.0,ns3,899,0.5,10,12,28,,,[],[],,,12,15,
2026_07_15_01_26_56,000062,6,all-cavs,selective_edgecooper_global,grid,,,,,,,singleton,20,200.0,6,6;15,15,"{""15"": 49}","{""6"": 4561, ""15"": 4722}",75552,4.2020022246941044,10,40.0,ns3,899,0.5,10,12,28,,,[],[],,15,14,17,
