scenario_id,timestamp,receiver_id,receiver_policy,resource_allocation,upload_mode,grid_selection_mode,grid_score_mode,coverage_fallback,coverage_fallback_replacements,routing_hint_replacements,routing_hints_csv,clustering,cluster_count,cluster_member_ids,source_cav_ids,uploaded_source_ids,selected_grid_counts_json,point_counts_json,communication_bytes,channel_allocation,missing_channel_sources,pred_boxes,gt_boxes,skipped
2026_07_15_01_26_56,000060,4,all-cluster-heads,perception_aware_potential_game,grid,utility,utility,none,0,0,,coalition_game,6,4;8;12,4;12,12,"{""12"": 61}","{""4"": 4886, ""12"": 4891}",78256,12>4:0,,22,34,
2026_07_15_01_26_56,000060,11,all-cluster-heads,perception_aware_potential_game,grid,utility,utility,none,0,0,,coalition_game,6,1;2;10;11,11;10,10,"{""10"": 57}","{""10"": 4953, ""11"": 4909}",79248,10>11:1,,22,38,
2026_07_15_01_26_56,000060,13,all-cluster-heads,perception_aware_potential_game,grid,utility,utility,none,0,0,,coalition_game,6,9;13;14;19,13;14,14,"{""14"": 53}","{""13"": 4793, ""14"": 5044}",80704,14>13:2,,2,11,
2026_07_15_01_26_56,000060,15,all-cluster-heads,perception_aware_potential_game,grid,utility,utility,none,0,0,,coalition_game,6,6;15,15;6,6,"{""6"": 57}","{""6"": 4556, ""15"": 4740}",72896,6>15:3,,14,17,
2026_07_15_01_26_56,000060,16,all-cluster-heads,perception_aware_potential_game,grid,utility,utility,none,0,0,,coalition_game,6,5;7;16;20,16;20,20,"{""20"": 54}","{""16"": 4857, ""20"": 4909}",78544,20>16:4,,18,26,
2026_07_15_01_26_56,000060,17,all-cluster-heads,perception_aware_potential_game,grid,utility,utility,none,0,0,,coalition_game,6,3;17;18,17,,{},"{""17"": 4967}",0,,,9,10,
2026_07_15_01_26_56,000062,1,all-cluster-heads,perception_aware_potential_game,grid,utility,utility,none,0,0,,coalition_game,6,1;2;8;11,1;2,2,"{""2"": 53}","{""1"": 4921, ""2"": 4862}",77792,2>1:0,,23,31,
2026_07_15_01_26_56,000062,12,all-cluster-heads,perception_aware_potential_game,grid,utility,utility,none,0,0,,coalition_game,6,4;12,12;4,4,"{""4"": 60}","{""4"": 4848, ""12"": 4894}",77568,4>12:1,,18,35,
2026_07_15_01_26_56,000062,15,all-cluster-heads,perception_aware_potential_game,grid,utility,utility,none,0,0,,coalition_game,6,6;15,15;6,6,"{""6"": 57}","{""6"": 4561, ""15"": 4745}",72976,6>15:2,,16,17,
2026_07_15_01_26_56,000062,16,all-cluster-heads,perception_aware_potential_game,grid,utility,utility,none,0,0,,coalition_game,6,5;7;16;20,16;20,20,"{""20"": 54}","{""16"": 4866, ""20"": 4908}",78528,20>16:3,,17,26,
2026_07_15_01_26_56,000062,17,all-cluster-heads,perception_aware_potential_game,grid,utility,utility,none,0,0,,coalition_game,6,3;14;17;18,17;3,3,"{""3"": 61}","{""3"": 4976, ""17"": 4985}",79616,3>17:4,,10,15,
2026_07_15_01_26_56,000062,19,all-cluster-heads,perception_aware_potential_game,grid,utility,utility,none,0,0,,coalition_game,6,9;10;13;19,19,,{},"{""19"": 4823}",0,,,2,9,
2026_07_15_01_26_56,000064,1,all-cluster-heads,perception_aware_potential_game,grid,utility,utility,none,0,0,,coalition_game,6,1;2;8;11,1;2,2,"{""2"": 55}","{""1"": 4921, ""2"": 4878}",78048,2>1:0,,25,31,
