scenario_id,timestamp,receiver_id,receiver_policy,coperception_yaml,resource_allocation,upload_mode,grid_selection_mode,grid_score_mode,coverage_fallback,coverage_fallback_replacements,routing_hint_replacements,routing_hints_csv,clustering,cluster_count,selective_frame_deadline_ms,cluster_member_ids,source_cav_ids,uploaded_source_ids,selected_grid_counts_json,point_counts_json,communication_bytes,frame_comm_time_ms,num_channels,bandwidth_mhz,communication_deadline_ms,max_senders_per_receiver,channel_estimator,ns3_tb_size_bytes,ns3_slot_duration_ms,ns3_subchannel_prbs,ns3_symbols_per_slot,ns3_mcs,pcs_rounds_requested,pcs_rounds_accepted,pcs_round_comm_time_ms_json,pcs_round_comm_bytes_json,channel_allocation,missing_channel_sources,pred_boxes,gt_boxes,skipped
2026_07_15_01_26_56,000060,11,all-cluster-heads,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,cov_potential_game,grid,utility,utility,none,0,0,,cov_coalition_game,6,,1;2;10;11,11;10,10,"{""10"": 20}","{""10"": 257, ""11"": 4909}",4112,2.2869855394883203,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],10>11:0,,17,38,
2026_07_15_01_26_56,000060,12,all-cluster-heads,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,cov_potential_game,grid,utility,utility,none,0,0,,cov_coalition_game,6,,4;7;8;12,12;8;4,8;4,"{""4"": 56, ""8"": 25}","{""4"": 4856, ""8"": 372, ""12"": 4891}",83648,43.212458286985544,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],4>12:7;8>12:1,,25,40,
2026_07_15_01_26_56,000060,13,all-cluster-heads,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,cov_potential_game,grid,utility,utility,none,0,0,,cov_coalition_game,6,,9;13;14;19,13;14;19,14;19,"{""14"": 46, ""19"": 50}","{""13"": 4793, ""14"": 4966, ""19"": 4823}",156624,44.19132369299221,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],14>13:2;19>13:9,,0,21,
2026_07_15_01_26_56,000060,15,all-cluster-heads,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,cov_potential_game,grid,utility,utility,none,0,0,,cov_coalition_game,6,,6;15,15;6,6,"{""6"": 19}","{""6"": 529, ""15"": 4740}",8464,4.7074527252502785,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],6>15:3,,13,17,
2026_07_15_01_26_56,000060,16,all-cluster-heads,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,cov_potential_game,grid,utility,utility,none,0,0,,cov_coalition_game,6,,5;16;20,16;5;20,5;20,"{""5"": 11, ""20"": 50}","{""5"": 133, ""16"": 4857, ""20"": 4869}",80032,43.32814238042269,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],5>16:4;20>16:8,,18,30,
2026_07_15_01_26_56,000060,17,all-cluster-heads,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,cov_potential_game,grid,utility,utility,none,0,0,,cov_coalition_game,6,,3;17;18,17;18;3,18;3,"{""3"": 55, ""18"": 24}","{""3"": 4937, ""17"": 4967, ""18"": 282}",83504,43.93325917686318,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],3>17:6;18>17:5,,10,17,
2026_07_15_01_26_56,000062,1,all-cluster-heads,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,cov_potential_game,grid,utility,utility,none,0,0,,cov_coalition_game,7,,1;2;8;11,1;8,8,"{""8"": 23}","{""1"": 4921, ""8"": 144}",2304,1.2814238042269188,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],8>1:0,,15,33,
2026_07_15_01_26_56,000062,10,all-cluster-heads,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,cov_potential_game,grid,utility,utility,none,0,0,,cov_coalition_game,7,,9;10,10;9,9,"{""9"": 15}","{""9"": 69, ""10"": 4955}",1104,0.6140155728587319,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],9>10:1,,11,33,
2026_07_15_01_26_56,000062,12,all-cluster-heads,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,cov_potential_game,grid,utility,utility,none,0,0,,cov_coalition_game,7,,4;7;12,12;7;4,7;4,"{""4"": 54, ""7"": 19}","{""4"": 4821, ""7"": 451, ""12"": 4894}",84352,42.901001112347046,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],4>12:8;7>12:2,,22,42,
2026_07_15_01_26_56,000062,13,all-cluster-heads,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,cov_potential_game,grid,utility,utility,none,0,0,,cov_coalition_game,7,,13;14;19,13;14;19,14;19,"{""14"": 47, ""19"": 49}","{""13"": 4793, ""14"": 4957, ""19"": 4804}",156176,44.11123470522803,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],14>13:3;19>13:9,,0,20,
