scenario_id,timestamp,receiver_id,receiver_policy,coperception_yaml,resource_allocation,upload_mode,grid_selection_mode,grid_score_mode,coverage_fallback,coverage_fallback_replacements,routing_hint_replacements,routing_hints_csv,clustering,cluster_count,selective_frame_deadline_ms,cluster_member_ids,source_cav_ids,uploaded_source_ids,selected_grid_counts_json,point_counts_json,communication_bytes,frame_comm_time_ms,num_channels,bandwidth_mhz,communication_deadline_ms,max_senders_per_receiver,channel_estimator,ns3_tb_size_bytes,ns3_slot_duration_ms,ns3_subchannel_prbs,ns3_symbols_per_slot,ns3_mcs,pcs_rounds_requested,pcs_rounds_accepted,pcs_round_comm_time_ms_json,pcs_round_comm_bytes_json,channel_allocation,missing_channel_sources,pred_boxes,gt_boxes,skipped
2026_07_15_01_26_56,000060,1,all-cluster-heads,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,cov_potential_game,grid,utility,utility,none,0,0,,cov_coalition_game,11,,1;8,1;8,8,"{""8"": 53}","{""1"": 4918, ""8"": 4404}",70464,39.19021134593993,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],8>1:0,,19,33,
2026_07_15_01_26_56,000060,5,all-cluster-heads,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,cov_potential_game,grid,utility,utility,none,0,0,,cov_coalition_game,11,,5;7,5;7,7,"{""7"": 54}","{""5"": 4909, ""7"": 4833}",77328,43.007786429365964,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],7>5:1,,14,16,
2026_07_15_01_26_56,000060,10,all-cluster-heads,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,cov_potential_game,grid,utility,utility,none,0,0,,cov_coalition_game,11,,10;13,10;13,13,"{""13"": 52}","{""10"": 4953, ""13"": 4689}",75024,41.72636262513904,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],13>10:2,,12,34,
2026_07_15_01_26_56,000060,11,all-cluster-heads,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,cov_potential_game,grid,utility,utility,none,0,0,,cov_coalition_game,11,,2;11,11;2,2,"{""2"": 51}","{""2"": 3129, ""11"": 4909}",50064,27.844271412680758,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],2>11:3,,18,32,
2026_07_15_01_26_56,000060,12,all-cluster-heads,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,cov_potential_game,grid,utility,utility,none,0,0,,cov_coalition_game,11,,4;12,12;4,4,"{""4"": 57}","{""4"": 3364, ""12"": 4891}",53824,29.93548387096774,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],4>12:4,,21,34,
2026_07_15_01_26_56,000060,14,all-cluster-heads,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,cov_potential_game,grid,utility,utility,none,0,0,,cov_coalition_game,11,,14,14,,{},"{""14"": 5044}",0,0.0,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],,,0,0,
2026_07_15_01_26_56,000060,15,all-cluster-heads,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,cov_potential_game,grid,utility,utility,none,0,0,,cov_coalition_game,11,,6;15,15;6,6,"{""6"": 56}","{""6"": 4485, ""15"": 4740}",71760,39.91101223581757,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],6>15:5,,13,17,
2026_07_15_01_26_56,000060,16,all-cluster-heads,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,cov_potential_game,grid,utility,utility,none,0,0,,cov_coalition_game,11,,16;20,16;20,20,"{""20"": 50}","{""16"": 4857, ""20"": 2376}",38016,21.14349276974416,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],20>16:6,,14,26,
2026_07_15_01_26_56,000060,17,all-cluster-heads,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,cov_potential_game,grid,utility,utility,none,0,0,,cov_coalition_game,11,,3;17,17;3,3,"{""3"": 56}","{""3"": 3324, ""17"": 4967}",53184,29.579532814238043,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],3>17:7,,9,16,
2026_07_15_01_26_56,000060,18,all-cluster-heads,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,cov_potential_game,grid,utility,utility,none,0,0,,cov_coalition_game,11,,18,18,,{},"{""18"": 5003}",0,0.0,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],,,7,5,
