timestamp,area_id,source_id,target_id,upload_type,bytes,original_bytes,byte_source,raw_point_count,slice_point_count,slice_ratio
000074,15_9,7,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000074,17_7,12,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000074,15_2,8,1,member_to_leader,2992,10000,raw_lidar_slice,5125,187,0.036488
000074,15_2,1,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000074,11_8,9,19,member_to_leader,6320,10000,raw_lidar_slice,5101,395,0.077436
000074,11_8,19,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000074,12_3,11,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000074,11_4,10,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000074,14_11,7,16,member_to_leader,1968,10000,raw_lidar_slice,5172,123,0.023782
000074,14_11,16,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000074,12_7,10,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000074,16_4,12,4,member_to_leader,1744,10000,raw_lidar_slice,5227,109,0.020853
000074,16_4,4,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000074,16_8,4,12,member_to_leader,2320,10000,raw_lidar_slice,5164,145,0.028079
000074,16_8,12,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000076,12_9,20,5,member_to_leader,13184,10000,raw_lidar_slice,5179,824,0.159104
000076,12_9,5,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000076,13_2,2,11,member_to_leader,2784,10000,raw_lidar_slice,5077,174,0.034272
000076,13_2,11,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000076,14_1,1,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000076,11_7,10,9,member_to_leader,3408,10000,raw_lidar_slice,5114,213,0.041650
000076,11_7,9,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000076,14_10,7,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000076,13_3,11,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000076,13_0,2,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000076,12_4,10,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000076,14_3,1,8,member_to_leader,2816,10000,raw_lidar_slice,5124,176,0.034348
000076,14_3,8,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000076,17_5,4,12,member_to_leader,960,10000,raw_lidar_slice,5154,60,0.011641
000076,17_5,12,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000076,15_4,8,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000076,15_3,8,1,member_to_leader,4112,10000,raw_lidar_slice,5126,257,0.050137
000076,15_3,1,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000076,16_7,12,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000076,14_9,7,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000076,12_11,20,16,member_to_leader,2512,10000,raw_lidar_slice,5179,157,0.030315
000076,12_11,16,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000076,15_6,4,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000076,11_5,9,10,member_to_leader,3104,10000,raw_lidar_slice,5101,194,0.038032
000076,11_5,10,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000076,16_8,12,4,member_to_leader,7888,10000,raw_lidar_slice,5236,493,0.094156
000076,16_8,4,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000076,15_9,7,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000076,17_7,12,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000076,15_2,8,1,member_to_leader,2992,10000,raw_lidar_slice,5126,187,0.036481
000076,15_2,1,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000076,11_8,9,19,member_to_leader,6320,10000,raw_lidar_slice,5101,395,0.077436
000076,11_8,19,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000076,12_3,11,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000076,11_4,10,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000076,12_7,10,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000076,15_8,4,7,member_to_leader,2080,10000,raw_lidar_slice,5154,130,0.025223
000076,15_8,7,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000076,16_4,12,4,member_to_leader,1776,10000,raw_lidar_slice,5236,111,0.021199
000076,16_4,4,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000076,14_11,7,16,member_to_leader,1744,10000,raw_lidar_slice,5162,109,0.021116
000076,14_11,16,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000076,11_6,10,9,member_to_leader,9312,10000,raw_lidar_slice,5114,582,0.113805
000076,11_6,9,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000076,13_9,7,20,member_to_leader,1680,10000,raw_lidar_slice,5162,105,0.020341
000076,13_9,20,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000078,13_2,2,11,member_to_leader,2880,10000,raw_lidar_slice,5062,180,0.035559
000078,13_2,11,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000078,12_9,20,5,member_to_leader,13248,10000,raw_lidar_slice,5180,828,0.159846
000078,12_9,5,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000078,11_7,10,9,member_to_leader,3632,10000,raw_lidar_slice,5102,227,0.044492
000078,11_7,9,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000078,14_10,7,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000078,13_3,11,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000078,12_4,10,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000078,13_0,2,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000078,15_4,8,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000078,14_3,8,1,member_to_leader,1616,10000,raw_lidar_slice,5125,101,0.019707
000078,14_3,1,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000078,17_5,4,12,member_to_leader,944,10000,raw_lidar_slice,5147,59,0.011463
000078,17_5,12,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000078,15_3,1,8,member_to_leader,1520,10000,raw_lidar_slice,5124,95,0.018540
000078,15_3,8,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000078,11_5,9,10,member_to_leader,3056,10000,raw_lidar_slice,5099,191,0.037458
000078,11_5,10,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000078,16_7,12,4,member_to_leader,13008,10000,raw_lidar_slice,5234,813,0.155331
000078,16_7,4,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000078,14_9,7,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000078,14_1,1,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000078,12_11,20,16,member_to_leader,2480,10000,raw_lidar_slice,5180,155,0.029923
000078,12_11,16,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000078,15_6,4,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000078,11_6,10,9,member_to_leader,9504,10000,raw_lidar_slice,5102,594,0.116425
000078,11_6,9,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000078,13_9,7,20,member_to_leader,1504,10000,raw_lidar_slice,5171,94,0.018178
000078,13_9,20,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000078,17_7,12,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000078,15_9,7,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000078,16_8,4,12,member_to_leader,2144,10000,raw_lidar_slice,5147,134,0.026035
000078,16_8,12,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000078,14_0,1,2,member_to_leader,3808,10000,raw_lidar_slice,5124,238,0.046448
000078,14_0,2,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000078,15_2,8,1,member_to_leader,2992,10000,raw_lidar_slice,5125,187,0.036488
000078,15_2,1,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000078,11_8,9,19,member_to_leader,6320,10000,raw_lidar_slice,5099,395,0.077466
000078,11_8,19,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000078,12_3,11,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000078,11_4,10,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000078,12_7,10,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000078,15_8,4,7,member_to_leader,2000,10000,raw_lidar_slice,5147,125,0.024286
000078,15_8,7,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000078,16_4,12,4,member_to_leader,1616,10000,raw_lidar_slice,5234,101,0.019297
000078,16_4,4,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000080,13_2,2,11,member_to_leader,3152,10000,raw_lidar_slice,5068,197,0.038871
000080,13_2,11,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000080,12_9,20,5,member_to_leader,13248,10000,raw_lidar_slice,5181,828,0.159815
000080,12_9,5,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000080,11_7,10,9,member_to_leader,3712,10000,raw_lidar_slice,5105,232,0.045446
000080,11_7,9,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000080,14_10,7,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000080,13_3,11,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000080,12_4,10,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000080,14_3,8,1,member_to_leader,1616,10000,raw_lidar_slice,5125,101,0.019707
000080,14_3,1,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000080,13_0,2,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000080,17_5,4,12,member_to_leader,992,10000,raw_lidar_slice,5143,62,0.012055
000080,17_5,12,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000080,15_4,8,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000080,15_3,1,8,member_to_leader,1520,10000,raw_lidar_slice,5122,95,0.018547
000080,15_3,8,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000080,11_5,9,10,member_to_leader,3024,10000,raw_lidar_slice,5100,189,0.037059
000080,11_5,10,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000080,14_9,7,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000080,14_1,1,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000080,16_7,12,4,member_to_leader,12576,10000,raw_lidar_slice,5236,786,0.150115
000080,16_7,4,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000080,12_11,20,16,member_to_leader,2496,10000,raw_lidar_slice,5181,156,0.030110
000080,12_11,16,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000080,15_6,4,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000080,11_6,10,9,member_to_leader,9760,10000,raw_lidar_slice,5105,610,0.119491
000080,11_6,9,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000080,17_7,12,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000080,15_9,7,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000080,14_0,1,2,member_to_leader,3968,10000,raw_lidar_slice,5122,248,0.048419
000080,14_0,2,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000080,16_8,4,12,member_to_leader,2128,10000,raw_lidar_slice,5143,133,0.025860
000080,16_8,12,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000080,15_2,8,1,member_to_leader,2992,10000,raw_lidar_slice,5125,187,0.036488
000080,15_2,1,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000080,11_8,9,19,member_to_leader,6320,10000,raw_lidar_slice,5100,395,0.077451
000080,11_8,19,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000080,12_3,11,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000080,12_7,10,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000080,15_8,4,7,member_to_leader,2000,10000,raw_lidar_slice,5143,125,0.024305
000080,15_8,7,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000080,11_4,10,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000080,16_4,12,4,member_to_leader,1712,10000,raw_lidar_slice,5236,107,0.020435
000080,16_4,4,RSU,leader_to_rsu,2000,2000,fixed_original,,,
000080,14_11,7,20,member_to_leader,1616,10000,raw_lidar_slice,5176,101,0.019513
000080,14_11,16,20,member_to_leader,848,10000,raw_lidar_slice,5261,53,0.010074
000080,14_11,20,RSU,leader_to_rsu,2000,2000,fixed_original,,,
