scope,confidence,quality,samples,pearson,spearman
area_frame,confidence_mean,recall_03,354,0.194557,0.181412
area_frame,confidence_mean,recall_05,354,0.206498,0.195559
area_frame,confidence_mean,recall_07,354,0.281030,0.248004
area_frame,confidence_max,recall_03,354,0.157504,0.558095
area_frame,confidence_max,recall_05,354,0.242987,0.564293
area_frame,confidence_max,recall_07,354,0.232440,0.507711
area_frame,confidence_noisy_or,recall_03,354,0.150329,0.558266
area_frame,confidence_noisy_or,recall_05,354,0.234676,0.564515
area_frame,confidence_noisy_or,recall_07,354,0.222415,0.507892
area_frame,density_distance_mean,recall_03,354,0.202845,0.187279
area_frame,density_distance_mean,recall_05,354,0.223425,0.202874
area_frame,density_distance_mean,recall_07,354,0.290825,0.256050
area_frame,density_distance_max,recall_03,354,0.157598,0.123202
area_frame,density_distance_max,recall_05,354,0.238096,0.133927
area_frame,density_distance_max,recall_07,354,0.204452,0.104897
area_frame,score_mean,recall_03,321,0.068686,0.022411
area_frame,score_mean,recall_05,321,0.096459,0.016936
area_frame,score_mean,recall_07,321,0.146788,0.075208
area_frame,score_max,recall_03,321,0.122553,0.056520
area_frame,score_max,recall_05,321,0.144928,0.047746
area_frame,score_max,recall_07,321,0.182249,0.096753
area_frame,score_top2_mean,recall_03,321,0.076929,0.028500
area_frame,score_top2_mean,recall_05,321,0.104313,0.021443
area_frame,score_top2_mean,recall_07,321,0.154382,0.084604
area_frame,score_top3_mean,recall_03,321,0.068686,0.022411
area_frame,score_top3_mean,recall_05,321,0.096459,0.016936
area_frame,score_top3_mean,recall_07,321,0.146788,0.075208
area_accumulated,confidence_mean,ap_03,36,0.341766,0.343372
area_accumulated,confidence_mean,ap_05,36,0.348941,0.354955
area_accumulated,confidence_mean,ap_07,36,0.435797,0.448391
area_accumulated,confidence_max,ap_03,36,0.293589,0.395624
area_accumulated,confidence_max,ap_05,36,0.406885,0.411840
area_accumulated,confidence_max,ap_07,36,0.337303,0.409781
area_accumulated,confidence_noisy_or,ap_03,36,0.294916,0.395624
area_accumulated,confidence_noisy_or,ap_05,36,0.391875,0.411840
area_accumulated,confidence_noisy_or,ap_07,36,0.316277,0.409781
area_accumulated,density_distance_mean,ap_03,36,0.338330,0.353668
area_accumulated,density_distance_mean,ap_05,36,0.373242,0.369884
area_accumulated,density_distance_mean,ap_07,36,0.452081,0.441184
area_accumulated,density_distance_max,ap_03,36,0.326049,0.236036
area_accumulated,density_distance_max,ap_05,36,0.468462,0.255598
area_accumulated,density_distance_max,ap_07,36,0.377032,0.100129
area_accumulated,score_mean,ap_03,36,0.264804,0.385071
area_accumulated,score_mean,ap_05,36,0.299785,0.396911
area_accumulated,score_mean,ap_07,36,0.338211,0.391506
area_accumulated,score_max,ap_03,36,0.285294,0.352124
area_accumulated,score_max,ap_05,36,0.312008,0.363707
area_accumulated,score_max,ap_07,36,0.340737,0.362677
area_accumulated,score_top2_mean,ap_03,36,0.274539,0.378378
area_accumulated,score_top2_mean,ap_05,36,0.308982,0.390219
area_accumulated,score_top2_mean,ap_07,36,0.349816,0.396654
area_accumulated,score_top3_mean,ap_03,36,0.264804,0.385071
area_accumulated,score_top3_mean,ap_05,36,0.299785,0.396911
area_accumulated,score_top3_mean,ap_07,36,0.338211,0.391506
