label,trace_path,ap_03,ap_05,ap_07,raw_lidar_mbps,total_mbps,frame_count,trace_rows,detector_calls_total,detector_calls_per_frame,detector_calls_per_frame_p95,mean_source_cavs_per_call,mean_uploaded_cavs_per_call,mean_selected_grids_per_call,mean_input_points_per_call,mean_input_points_per_frame,mean_pred_boxes_per_call,mean_pred_boxes_per_frame,mean_raw_bytes_per_call,mean_frame_comm_time_ms_per_call_row,calibrated_gflops_per_forward,profiled_detector_gflops_per_frame,profiled_detector_gflops_per_second_at_10hz,input_adjusted_detector_gflops_per_frame,input_adjusted_point_feature_gflops_per_frame
no_collaboration,docs\doc_workspace\SGCP\artifacts\dense_pointpillar_local_preserving_20260731\smoke_3f\no_collaboration_trace.csv,,,,0.000000,0.000000,3,60,60,20.000,20.000,1.000,0.000,0.000,13859.8,277196.3,17.967,359.333,0.0,0.000,89.437098,1788.741965,17887.419650,1788.734505,1.723433
pcs,docs\doc_workspace\SGCP\artifacts\dense_pointpillar_local_preserving_20260731\smoke_3f\pcs_trace.csv,,,,73.771520,73.771520,3,60,79,26.333,26.900,1.483,0.483,6.217,16741.5,422697.0,19.217,384.333,46107.2,59.996,89.437098,2355.176921,23551.769206,2355.411242,2.513331
edgecooper_pmax,docs\doc_workspace\SGCP\artifacts\dense_pointpillar_local_preserving_20260731\smoke_3f\edgecooper_pmax_trace.csv,,,,86.304000,86.304000,3,60,117,39.000,39.000,3.467,2.467,29.967,17231.1,607500.0,23.483,469.667,53940.0,3.000,89.437098,3488.046832,34880.468318,3488.315533,3.643943
pacp_lidar,docs\doc_workspace\SGCP\artifacts\dense_pointpillar_local_preserving_20260731\smoke_3f\pacp_lidar_trace.csv,,,,86.303147,86.303147,3,60,81,27.000,27.000,1.500,0.500,1.067,17231.0,441634.0,18.567,371.333,53939.5,3.000,89.437098,2414.801653,24148.016528,2415.076741,2.611794
