frames,active_cavs_mean,active_cavs_max,confidence_entries_mean,confidence_entries_max,assignment_entries_mean,assignment_entries_max,pose_report_bytes_mean,pose_report_bytes_max,confidence_report_bytes_mean,confidence_report_bytes_max,assignment_bytes_mean,assignment_bytes_max,global_view_bytes_mean,global_view_bytes_max,control_plane_bytes_mean,control_plane_bytes_max,member_to_leader_packets_mean,member_to_leader_packets_max,leader_to_rsu_packets_mean,leader_to_rsu_packets_max,member_to_leader_bytes_mean,member_to_leader_bytes_max,leader_to_rsu_bytes_mean,leader_to_rsu_bytes_max,planned_data_bytes_mean,planned_data_bytes_max,total_bytes_with_control_mean,total_bytes_with_control_max,control_plane_ratio_mean,control_plane_ratio_max
11,20.000000,20.000000,1609.818182,1629.000000,40.000000,40.000000,640.000000,640.000000,25757.090909,26064.000000,2560.000000,2560.000000,2000.000000,2000.000000,30957.090909,31264.000000,21.454545,23.000000,40.000000,40.000000,214545.454545,230000.000000,80000.000000,80000.000000,294545.454545,310000.000000,325502.545455,341264.000000,0.095202,0.099794
