scenario_id,timestamp,area_id,leader_id,group_members,group_size,slice_file,dtype,scatter_source_shape,fused_source_shape,scatter_slice_shape,fused_slice_shape,scatter_x0,scatter_x1,scatter_y0,scatter_y1,fused_x0,fused_x1,fused_y0,fused_y1,scatter_elements,fused_elements,uncompressed_bytes,compressed_npz_bytes,in_lidar_range
2026_07_15_02_33_21,000060,12_9,5,5;20,2,slices/000060_area12_9_leader5.npz,float16,2x64x200x704,1x384x100x352,2x64x29x29,1x384x15x15,346,375,82,111,173,188,41,56,107648,86400,388096,43913,1
2026_07_15_02_33_21,000060,13_2,11,11;2,2,slices/000060_area13_2_leader11.npz,float16,2x64x200x704,1x384x100x352,2x64x30x25,1x384x15x13,338,363,76,106,169,182,38,53,96000,74880,341760,35928,1
2026_07_15_02_33_21,000060,13_0,2,2,1,slices/000060_area13_0_leader2.npz,float16,1x64x200x704,1x384x100x352,1x64x27x17,1x384x14x9,347,364,82,109,173,182,41,55,29376,48384,155520,22565,1
2026_07_15_02_33_21,000060,11_7,9,9;10,2,slices/000060_area11_7_leader9.npz,float16,2x64x200x704,1x384x100x352,2x64x26x30,1x384x14x16,347,377,87,113,173,189,43,57,99840,86016,371712,43205,1
2026_07_15_02_33_21,000060,13_3,11,11,1,slices/000060_area13_3_leader11.npz,float16,1x64x200x704,1x384x100x352,1x64x30x25,1x384x15x13,352,377,70,100,176,189,35,50,48000,74880,245760,33244,1
