scenario_id,timestamp,receiver_id,receiver_policy,coperception_yaml,resource_allocation,upload_mode,grid_selection_mode,grid_score_mode,coverage_fallback,coverage_fallback_replacements,routing_hint_replacements,routing_hints_csv,clustering,cluster_count,selective_frame_deadline_ms,cluster_member_ids,source_cav_ids,uploaded_source_ids,selected_grid_counts_json,point_counts_json,communication_bytes,frame_comm_time_ms,num_channels,bandwidth_mhz,communication_deadline_ms,sgcp_frame_mbps_budget,sgcp_frame_budget_bytes,sgcp_frame_budget_original_bytes,sgcp_frame_budget_admitted_bytes,upload_density_cap_rho,upload_density_cap_seed,max_senders_per_receiver,channel_estimator,ns3_tb_size_bytes,ns3_slot_duration_ms,ns3_subchannel_prbs,ns3_symbols_per_slot,ns3_mcs,pcs_rounds_requested,pcs_rounds_accepted,pcs_round_comm_time_ms_json,pcs_round_comm_bytes_json,channel_allocation,missing_channel_sources,pred_boxes,gt_boxes,skipped
2026_07_29_02_32_08,000060,1,all-cluster-heads,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,dynamic_cv,grid,utility,utility,none,0,0,,potential_verified_cov_coalition_game,7,,1;2;8;11,1;2;8,2;8,"{""2"": 7, ""8"": 24}","{""1"": 13948, ""2"": 51, ""8"": 155}",3296,1.379310344827586,10,40.0,60.0,68.0,850000,21728,21728,0.1,sgcp-density-cap,1,ns3,899,0.5,10,12,28,,,[],[],2>1:8;8>1:0,,22,50,
2026_07_29_02_32_08,000060,10,all-cluster-heads,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,dynamic_cv,grid,utility,utility,none,0,0,,potential_verified_cov_coalition_game,7,,9;10,10;9,9,"{""9"": 22}","{""9"": 98, ""10"": 14073}",1568,0.8720800889877642,10,40.0,60.0,68.0,850000,21728,21728,0.1,sgcp-density-cap,1,ns3,899,0.5,10,12,28,,,[],[],9>10:1,,19,40,
2026_07_29_02_32_08,000060,12,all-cluster-heads,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,dynamic_cv,grid,utility,utility,none,0,0,,potential_verified_cov_coalition_game,7,,4;7;12,12;7,7,"{""7"": 25}","{""7"": 178, ""12"": 13881}",2848,1.5839822024471635,10,40.0,60.0,68.0,850000,21728,21728,0.1,sgcp-density-cap,1,ns3,899,0.5,10,12,28,,,[],[],7>12:2,,23,47,
2026_07_29_02_32_08,000060,13,all-cluster-heads,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,dynamic_cv,grid,utility,utility,none,0,0,,potential_verified_cov_coalition_game,7,,13;14;19,13;14;19,14;19,"{""14"": 47, ""19"": 11}","{""13"": 13569, ""14"": 424, ""19"": 47}",7536,3.7730812013348167,10,40.0,60.0,68.0,850000,21728,21728,0.1,sgcp-density-cap,1,ns3,899,0.5,10,12,28,,,[],[],14>13:3;19>13:7,,4,25,
2026_07_29_02_32_08,000060,15,all-cluster-heads,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,dynamic_cv,grid,utility,utility,none,0,0,,potential_verified_cov_coalition_game,7,,6;15,15;6,6,"{""6"": 16}","{""6"": 134, ""15"": 13458}",2144,1.1924360400444938,10,40.0,60.0,68.0,850000,21728,21728,0.1,sgcp-density-cap,1,ns3,899,0.5,10,12,28,,,[],[],6>15:4,,17,21,
2026_07_29_02_32_08,000060,16,all-cluster-heads,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,dynamic_cv,grid,utility,utility,none,0,0,,potential_verified_cov_coalition_game,7,,5;16;20,16;5;20,5;20,"{""5"": 16, ""20"": 10}","{""5"": 82, ""16"": 13819, ""20"": 14}",1536,0.7296996662958843,10,40.0,60.0,68.0,850000,21728,21728,0.1,sgcp-density-cap,1,ns3,899,0.5,10,12,28,,,[],[],5>16:5;20>16:9,,18,37,
2026_07_29_02_32_08,000060,17,all-cluster-heads,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,dynamic_cv,grid,utility,utility,none,0,0,,potential_verified_cov_coalition_game,7,,3;17;18,17;18,18,"{""18"": 24}","{""17"": 14142, ""18"": 175}",2800,1.557285873192436,10,40.0,60.0,68.0,850000,21728,21728,0.1,sgcp-density-cap,1,ns3,899,0.5,10,12,28,,,[],[],18>17:6,,11,18,
2026_07_29_02_32_08,000062,1,all-cluster-heads,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,dynamic_cv,grid,utility,utility,none,0,0,,potential_verified_cov_coalition_game,7,,1;2;8;11,1;2;8,2;8,"{""2"": 7, ""8"": 22}","{""1"": 13948, ""2"": 48, ""8"": 148}",3136,1.3170189098998888,10,40.0,60.0,68.0,850000,21824,21824,0.1,sgcp-density-cap,1,ns3,899,0.5,10,12,28,,,[],[],2>1:8;8>1:0,,22,51,
2026_07_29_02_32_08,000062,10,all-cluster-heads,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,dynamic_cv,grid,utility,utility,none,0,0,,potential_verified_cov_coalition_game,7,,9;10,10;9,9,"{""9"": 20}","{""9"": 95, ""10"": 14074}",1520,0.8453837597330367,10,40.0,60.0,68.0,850000,21824,21824,0.1,sgcp-density-cap,1,ns3,899,0.5,10,12,28,,,[],[],9>10:1,,22,38,
2026_07_29_02_32_08,000062,12,all-cluster-heads,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,dynamic_cv,grid,utility,utility,none,0,0,,potential_verified_cov_coalition_game,7,,4;7;12,12;7,7,"{""7"": 23}","{""7"": 173, ""12"": 13882}",2768,1.539488320355951,10,40.0,60.0,68.0,850000,21824,21824,0.1,sgcp-density-cap,1,ns3,899,0.5,10,12,28,,,[],[],7>12:2,,23,48,
2026_07_29_02_32_08,000062,13,all-cluster-heads,docs\doc_workspace\SGCP\artifacts\early_from_late_checkpoint_20260719\enable_coperception_early_from_attentive.yaml,dynamic_cv,grid,utility,utility,none,0,0,,potential_verified_cov_coalition_game,7,,13;14;19,13;14;19,14;19,"{""14"": 52, ""19"": 11}","{""13"": 13569, ""14"": 449, ""19"": 45}",7904,3.995550611790879,10,40.0,60.0,68.0,850000,21824,21824,0.1,sgcp-density-cap,1,ns3,899,0.5,10,12,28,,,[],[],14>13:3;19>13:7,,4,25,
