label,ap_03,ap_05,ap_07,aggregate_ap_scope,evaluated_samples,trace_rows,unique_timestamps,receiver_policy,inter_cluster_late_fusion,fusion_method,resource_allocation,clustering,upload_mode,grid_selection_mode,grid_score_mode,cluster_count_mode,payload_bytes,mbps,avg_comm_bytes_per_trace_row,avg_source_cavs,avg_selected_grids,log_path,trace_path,notes
EdgeCooperHD_m1_g58,0.65,0.61,0.30,pooled evaluator over evaluated samples,41,246,41,all-cluster-heads,yes,early,selective_edgecooper_global_hd,coalition_game,grid,,,6,18501232,36.09996487804878,75208.26,2.00,54.48,docs\doc_workspace\SGCP\artifacts\edgecooper_budget_sweep_20260719\edgecooper_hd_m1_g58.log,docs\doc_workspace\SGCP\artifacts\edgecooper_budget_sweep_20260719\edgecooper_hd_m1_g58_trace.csv,"P4 EdgeCooper-HD budget sweep: edgecooper_global_hd, 41-frame all-cluster-heads inter-cluster late fusion, rho_th=3"
EdgeCooperHD_m3_g117,0.81,0.78,0.42,pooled evaluator over evaluated samples,41,246,41,all-cluster-heads,yes,early,selective_edgecooper_global_hd,coalition_game,grid,,,6,33519040,65.40300487804878,136256.26,3.00,89.02,docs\doc_workspace\SGCP\artifacts\edgecooper_budget_sweep_20260719\edgecooper_hd_m3_g117.log,docs\doc_workspace\SGCP\artifacts\edgecooper_budget_sweep_20260719\edgecooper_hd_m3_g117_trace.csv,"P4 EdgeCooper-HD budget sweep: edgecooper_global_hd, 41-frame all-cluster-heads inter-cluster late fusion, rho_th=3"
