scenario_id,timestamp,receiver_id,receiver_policy,resource_allocation,upload_mode,grid_selection_mode,grid_score_mode,coverage_fallback,coverage_fallback_replacements,routing_hint_replacements,routing_hints_csv,clustering,cluster_count,selective_frame_deadline_ms,cluster_member_ids,source_cav_ids,uploaded_source_ids,selected_grid_counts_json,point_counts_json,communication_bytes,frame_comm_time_ms,num_channels,bandwidth_mhz,communication_deadline_ms,channel_estimator,ns3_tb_size_bytes,ns3_slot_duration_ms,ns3_subchannel_prbs,ns3_symbols_per_slot,ns3_mcs,pcs_rounds_requested,pcs_rounds_accepted,pcs_round_comm_time_ms_json,pcs_round_comm_bytes_json,channel_allocation,missing_channel_sources,pred_boxes,gt_boxes,skipped
2026_07_15_01_26_56,000100,1,all-cluster-heads,perception_aware_potential_game,full_cluster,utility,utility,none,0,0,,all_in_one,1,,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,{},"{""1"": 4928, ""2"": 4859, ""3"": 4983, ""4"": 4850, ""5"": 4916, ""6"": 4673, ""7"": 4921, ""8"": 4837, ""9"": 4851, ""10"": 4928, ""11"": 4909, ""12"": 4970, ""13"": 4758, ""14"": 4874, ""15"": 4775, ""16"": 4946, ""17"": 4995, ""18"": 4944, ""19"": 4823, ""20"": 4903}",1483440,44.449388209121246,10,40.0,60.0,ns3,899,0.5,10,12,28,,,[],[],3>1:0,2;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,62,72,
2026_07_15_01_26_56,000102,1,all-cluster-heads,perception_aware_potential_game,full_cluster,utility,utility,none,0,0,,all_in_one,1,,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,{},"{""1"": 4929, ""2"": 4850, ""3"": 5003, ""4"": 4850, ""5"": 4958, ""6"": 4681, ""7"": 4920, ""8"": 4837, ""9"": 4851, ""10"": 4929, ""11"": 4907, ""12"": 4965, ""13"": 4787, ""14"": 4826, ""15"": 4798, ""16"": 4975, ""17"": 4990, ""18"": 4936, ""19"": 4823, ""20"": 4902}",1484608,44.52057842046719,10,40.0,60.0,ns3,899,0.5,10,12,28,,,[],[],16>1:0,2;3;4;5;6;7;8;9;10;11;12;13;14;15;17;18;19;20,61,72,
2026_07_15_01_26_56,000104,1,all-cluster-heads,perception_aware_potential_game,full_cluster,utility,utility,none,0,0,,all_in_one,1,,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,{},"{""1"": 4929, ""2"": 4849, ""3"": 4979, ""4"": 4850, ""5"": 4936, ""6"": 4701, ""7"": 4920, ""8"": 4837, ""9"": 4851, ""10"": 4930, ""11"": 4907, ""12"": 4988, ""13"": 4747, ""14"": 4840, ""15"": 4777, ""16"": 4958, ""17"": 4979, ""18"": 4929, ""19"": 4823, ""20"": 4900}",1483216,44.38709677419355,10,40.0,60.0,ns3,899,0.5,10,12,28,,,[],[],16>1:0,2;3;4;5;6;7;8;9;10;11;12;13;14;15;17;18;19;20,61,72,
2026_07_15_01_26_56,000106,1,all-cluster-heads,perception_aware_potential_game,full_cluster,utility,utility,none,0,0,,all_in_one,1,,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,{},"{""1"": 4928, ""2"": 4856, ""3"": 4995, ""4"": 4852, ""5"": 4951, ""6"": 4708, ""7"": 4920, ""8"": 4836, ""9"": 4852, ""10"": 4930, ""11"": 4908, ""12"": 4987, ""13"": 4753, ""14"": 4815, ""15"": 4779, ""16"": 4954, ""17"": 4994, ""18"": 4912, ""19"": 4823, ""20"": 4900}",1483600,44.449388209121246,10,40.0,60.0,ns3,899,0.5,10,12,28,,,[],[],17>1:0,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;18;19;20,55,71,
2026_07_15_01_26_56,000108,1,all-cluster-heads,perception_aware_potential_game,full_cluster,utility,utility,none,0,0,,all_in_one,1,,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,{},"{""1"": 4928, ""2"": 4859, ""3"": 4982, ""4"": 4850, ""5"": 4929, ""6"": 4713, ""7"": 4919, ""8"": 4837, ""9"": 4853, ""10"": 4928, ""11"": 4911, ""12"": 4997, ""13"": 4757, ""14"": 4804, ""15"": 4792, ""16"": 4980, ""17"": 4998, ""18"": 4916, ""19"": 4825, ""20"": 4899}",1483984,44.47608453837597,10,40.0,60.0,ns3,899,0.5,10,12,28,,,[],[],17>1:0,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;18;19;20,60,71,
2026_07_15_01_26_56,000110,1,all-cluster-heads,perception_aware_potential_game,full_cluster,utility,utility,none,0,0,,all_in_one,1,,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,{},"{""1"": 4928, ""2"": 4860, ""3"": 4993, ""4"": 4850, ""5"": 4921, ""6"": 4713, ""7"": 4919, ""8"": 4834, ""9"": 4854, ""10"": 4929, ""11"": 4911, ""12"": 4997, ""13"": 4738, ""14"": 4841, ""15"": 4814, ""16"": 4974, ""17"": 5003, ""18"": 4900, ""19"": 4826, ""20"": 4898}",1484400,44.52057842046719,10,40.0,60.0,ns3,899,0.5,10,12,28,,,[],[],17>1:0,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;18;19;20,60,70,
2026_07_15_01_26_56,000112,1,all-cluster-heads,perception_aware_potential_game,full_cluster,utility,utility,none,0,0,,all_in_one,1,,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,{},"{""1"": 4926, ""2"": 4859, ""3"": 4983, ""4"": 4850, ""5"": 4910, ""6"": 4686, ""7"": 4917, ""8"": 4834, ""9"": 4855, ""10"": 4928, ""11"": 4912, ""12"": 5013, ""13"": 4707, ""14"": 4813, ""15"": 4776, ""16"": 4976, ""17"": 4995, ""18"": 4899, ""19"": 4827, ""20"": 4898}",1482208,44.60956618464961,10,40.0,60.0,ns3,899,0.5,10,12,28,,,[],[],17>1:0,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;18;19;20,57,69,
2026_07_15_01_26_56,000114,1,all-cluster-heads,perception_aware_potential_game,full_cluster,utility,utility,none,0,0,,all_in_one,1,,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,{},"{""1"": 4926, ""2"": 4858, ""3"": 4978, ""4"": 4851, ""5"": 4909, ""6"": 4680, ""7"": 4919, ""8"": 4834, ""9"": 4854, ""10"": 4928, ""11"": 4911, ""12"": 5019, ""13"": 4726, ""14"": 4823, ""15"": 4789, ""16"": 4987, ""17"": 5006, ""18"": 4917, ""19"": 4828, ""20"": 4899}",1483456,44.66295884315907,10,40.0,60.0,ns3,899,0.5,10,12,28,,,[],[],17>1:0,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;18;19;20,57,69,
2026_07_15_01_26_56,000116,1,all-cluster-heads,perception_aware_potential_game,full_cluster,utility,utility,none,0,0,,all_in_one,1,,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,{},"{""1"": 4926, ""2"": 4858, ""3"": 4990, ""4"": 4849, ""5"": 4920, ""6"": 4710, ""7"": 4918, ""8"": 4836, ""9"": 4853, ""10"": 4925, ""11"": 4911, ""12"": 4999, ""13"": 4746, ""14"": 4826, ""15"": 4804, ""16"": 4994, ""17"": 5014, ""18"": 4888, ""19"": 4829, ""20"": 4899}",1484304,44.61846496106785,10,40.0,60.0,ns3,899,0.5,10,12,28,,,[],[],16>1:0,2;3;4;5;6;7;8;9;10;11;12;13;14;15;17;18;19;20,60,69,
2026_07_15_01_26_56,000118,1,all-cluster-heads,perception_aware_potential_game,full_cluster,utility,utility,none,0,0,,all_in_one,1,,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,{},"{""1"": 4927, ""2"": 4868, ""3"": 4987, ""4"": 4849, ""5"": 4904, ""6"": 4718, ""7"": 4916, ""8"": 4838, ""9"": 4853, ""10"": 4926, ""11"": 4914, ""12"": 5018, ""13"": 4711, ""14"": 4863, ""15"": 4815, ""16"": 4998, ""17"": 5023, ""18"": 4898, ""19"": 4828, ""20"": 4899}",1485216,44.698553948832036,10,40.0,60.0,ns3,899,0.5,10,12,28,,,[],[],16>1:0,2;3;4;5;6;7;8;9;10;11;12;13;14;15;17;18;19;20,57,69,
2026_07_15_01_26_56,000120,1,all-cluster-heads,perception_aware_potential_game,full_cluster,utility,utility,none,0,0,,all_in_one,1,,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,{},"{""1"": 4928, ""2"": 4867, ""3"": 4986, ""4"": 4848, ""5"": 4901, ""6"": 4711, ""7"": 4915, ""8"": 4837, ""9"": 4854, ""10"": 4927, ""11"": 4913, ""12"": 5020, ""13"": 4704, ""14"": 4863, ""15"": 4811, ""16"": 4996, ""17"": 5031, ""18"": 4887, ""19"": 4830, ""20"": 4901}",1484832,44.76974416017798,10,40.0,60.0,ns3,899,0.5,10,12,28,,,[],[],16>1:0,2;3;4;5;6;7;8;9;10;11;12;13;14;15;17;18;19;20,60,69,
2026_07_15_01_26_56,000122,1,all-cluster-heads,perception_aware_potential_game,full_cluster,utility,utility,none,0,0,,all_in_one,1,,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,{},"{""1"": 4925, ""2"": 4867, ""3"": 4990, ""4"": 4847, ""5"": 4902, ""6"": 4722, ""7"": 4915, ""8"": 4838, ""9"": 4851, ""10"": 4927, ""11"": 4911, ""12"": 5019, ""13"": 4698, ""14"": 4861, ""15"": 4812, ""16"": 4999, ""17"": 5030, ""18"": 4895, ""19"": 4826, ""20"": 4897}",1484912,44.76084538375973,10,40.0,60.0,ns3,899,0.5,10,12,28,,,[],[],16>1:0,2;3;4;5;6;7;8;9;10;11;12;13;14;15;17;18;19;20,58,69,
2026_07_15_01_26_56,000124,1,all-cluster-heads,perception_aware_potential_game,full_cluster,utility,utility,none,0,0,,all_in_one,1,,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,{},"{""1"": 4925, ""2"": 4868, ""3"": 4995, ""4"": 4850, ""5"": 4870, ""6"": 4737, ""7"": 4910, ""8"": 4840, ""9"": 4854, ""10"": 4926, ""11"": 4910, ""12"": 4985, ""13"": 4711, ""14"": 4828, ""15"": 4813, ""16"": 5015, ""17"": 5029, ""18"": 4891, ""19"": 4829, ""20"": 4897}",1484128,44.75194660734149,10,40.0,60.0,ns3,899,0.5,10,12,28,,,[],[],16>1:0,2;3;4;5;6;7;8;9;10;11;12;13;14;15;17;18;19;20,59,69,
2026_07_15_01_26_56,000126,1,all-cluster-heads,perception_aware_potential_game,full_cluster,utility,utility,none,0,0,,all_in_one,1,,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,{},"{""1"": 4926, ""2"": 4870, ""3"": 4998, ""4"": 4849, ""5"": 4875, ""6"": 4741, ""7"": 4912, ""8"": 4840, ""9"": 4854, ""10"": 4925, ""11"": 4912, ""12"": 4992, ""13"": 4690, ""14"": 4808, ""15"": 4825, ""16"": 5021, ""17"": 5026, ""18"": 4875, ""19"": 4829, ""20"": 4899}",1483856,44.72525027808676,10,40.0,60.0,ns3,899,0.5,10,12,28,,,[],[],16>1:0,2;3;4;5;6;7;8;9;10;11;12;13;14;15;17;18;19;20,56,69,
2026_07_15_01_26_56,000128,1,all-cluster-heads,perception_aware_potential_game,full_cluster,utility,utility,none,0,0,,all_in_one,1,,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,{},"{""1"": 4925, ""2"": 4861, ""3"": 5008, ""4"": 4851, ""5"": 4864, ""6"": 4741, ""7"": 4910, ""8"": 4840, ""9"": 4853, ""10"": 4923, ""11"": 4912, ""12"": 4996, ""13"": 4698, ""14"": 4842, ""15"": 4821, ""16"": 5018, ""17"": 5026, ""18"": 4870, ""19"": 4830, ""20"": 4900}",1484224,44.72525027808676,10,40.0,60.0,ns3,899,0.5,10,12,28,,,[],[],16>1:0,2;3;4;5;6;7;8;9;10;11;12;13;14;15;17;18;19;20,59,69,
2026_07_15_01_26_56,000130,1,all-cluster-heads,perception_aware_potential_game,full_cluster,utility,utility,none,0,0,,all_in_one,1,,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,{},"{""1"": 4928, ""2"": 4853, ""3"": 4993, ""4"": 4849, ""5"": 4841, ""6"": 4745, ""7"": 4910, ""8"": 4840, ""9"": 4854, ""10"": 4923, ""11"": 4912, ""12"": 4999, ""13"": 4679, ""14"": 4881, ""15"": 4809, ""16"": 5017, ""17"": 5023, ""18"": 4877, ""19"": 4829, ""20"": 4900}",1483744,44.698553948832036,10,40.0,60.0,ns3,899,0.5,10,12,28,,,[],[],16>1:0,2;3;4;5;6;7;8;9;10;11;12;13;14;15;17;18;19;20,59,68,
2026_07_15_01_26_56,000132,1,all-cluster-heads,perception_aware_potential_game,full_cluster,utility,utility,none,0,0,,all_in_one,1,,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,{},"{""1"": 4928, ""2"": 4855, ""3"": 5009, ""4"": 4850, ""5"": 4861, ""6"": 4741, ""7"": 4911, ""8"": 4840, ""9"": 4852, ""10"": 4923, ""11"": 4910, ""12"": 4979, ""13"": 4705, ""14"": 4852, ""15"": 4844, ""16"": 5008, ""17"": 5022, ""18"": 4859, ""19"": 4829, ""20"": 4901}",1484016,44.689655172413794,10,40.0,60.0,ns3,899,0.5,10,12,28,,,[],[],16>1:0,2;3;4;5;6;7;8;9;10;11;12;13;14;15;17;18;19;20,58,68,
2026_07_15_01_26_56,000134,1,all-cluster-heads,perception_aware_potential_game,full_cluster,utility,utility,none,0,0,,all_in_one,1,,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,{},"{""1"": 4927, ""2"": 4855, ""3"": 4995, ""4"": 4848, ""5"": 4855, ""6"": 4734, ""7"": 4911, ""8"": 4840, ""9"": 4854, ""10"": 4923, ""11"": 4909, ""12"": 4992, ""13"": 4701, ""14"": 4863, ""15"": 4817, ""16"": 5006, ""17"": 5034, ""18"": 4848, ""19"": 4830, ""20"": 4905}",1483520,44.796440489432705,10,40.0,60.0,ns3,899,0.5,10,12,28,,,[],[],16>1:0,2;3;4;5;6;7;8;9;10;11;12;13;14;15;17;18;19;20,58,68,
2026_07_15_01_26_56,000136,1,all-cluster-heads,perception_aware_potential_game,full_cluster,utility,utility,none,0,0,,all_in_one,1,,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,{},"{""1"": 4927, ""2"": 4856, ""3"": 5020, ""4"": 4848, ""5"": 4863, ""6"": 4740, ""7"": 4911, ""8"": 4842, ""9"": 4855, ""10"": 4922, ""11"": 4911, ""12"": 5003, ""13"": 4710, ""14"": 4844, ""15"": 4814, ""16"": 5014, ""17"": 5030, ""18"": 4850, ""19"": 4831, ""20"": 4909}",1484368,44.76084538375973,10,40.0,60.0,ns3,899,0.5,10,12,28,,,[],[],16>1:0,2;3;4;5;6;7;8;9;10;11;12;13;14;15;17;18;19;20,58,68,
2026_07_15_01_26_56,000138,1,all-cluster-heads,perception_aware_potential_game,full_cluster,utility,utility,none,0,0,,all_in_one,1,,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,{},"{""1"": 4925, ""2"": 4857, ""3"": 5007, ""4"": 4852, ""5"": 4861, ""6"": 4715, ""7"": 4910, ""8"": 4840, ""9"": 4853, ""10"": 4921, ""11"": 4909, ""12"": 4989, ""13"": 4698, ""14"": 4852, ""15"": 4815, ""16"": 5023, ""17"": 5027, ""18"": 4852, ""19"": 4828, ""20"": 4910}",1483504,44.734149054505004,10,40.0,60.0,ns3,899,0.5,10,12,28,,,[],[],16>1:0,2;3;4;5;6;7;8;9;10;11;12;13;14;15;17;18;19;20,57,68,
2026_07_15_01_26_56,000140,1,all-cluster-heads,perception_aware_potential_game,full_cluster,utility,utility,none,0,0,,all_in_one,1,,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,{},"{""1"": 4926, ""2"": 4856, ""3"": 5016, ""4"": 4847, ""5"": 4881, ""6"": 4723, ""7"": 4910, ""8"": 4839, ""9"": 4852, ""10"": 4922, ""11"": 4910, ""12"": 4995, ""13"": 4683, ""14"": 4847, ""15"": 4825, ""16"": 5013, ""17"": 5029, ""18"": 4865, ""19"": 4828, ""20"": 4909}",1484000,44.75194660734149,10,40.0,60.0,ns3,899,0.5,10,12,28,,,[],[],16>1:0,2;3;4;5;6;7;8;9;10;11;12;13;14;15;17;18;19;20,57,67,
