timestamp,senders_with_boxes,total_boxes,broadcast_messages,broadcast_packets,broadcast_bytes,broadcast_mbps,broadcast_scheduled_ms,broadcast_deadline_ok,broadcast_random_access_delivery_ratio,broadcast_random_access_full_success_prob,alltoall_messages,alltoall_packets,alltoall_bytes,alltoall_mbps,alltoall_scheduled_ms,alltoall_deadline_ok,alltoall_random_access_delivery_ratio,alltoall_random_access_full_success_prob,contention_rounds
000060,19,220,19,25,18816,1.505280,1.997333,1,1.000000,1.000000,361,475,357504,28.600320,34.965333,1,0.000000,0.000000,100
000062,18,209,18,22,17872,1.429760,1.794667,1,1.000000,1.000000,342,418,339568,27.165440,32.410667,1,0.000000,0.000000,100
000064,18,213,18,25,18192,1.455360,1.954667,1,1.000000,1.000000,342,475,345648,27.651840,34.176000,1,0.000000,0.000000,100
000066,17,194,17,22,16608,1.328640,1.784000,1,1.000000,1.000000,323,418,315552,25.244160,30.842667,1,0.000000,0.000000,100
000068,18,213,18,23,18192,1.455360,1.848000,1,1.000000,1.000000,342,437,345648,27.651840,33.258667,1,0.000000,0.000000,100
000070,18,202,18,20,17312,1.384960,1.722667,1,1.000000,1.000000,342,380,328928,26.314240,30.800000,1,0.000000,0.000000,100
000072,18,206,18,22,17632,1.410560,1.829333,1,1.000000,1.000000,342,418,335008,26.800640,32.101333,1,0.000000,0.000000,100
000074,18,204,18,22,17472,1.397760,1.776000,1,1.000000,1.000000,342,418,331968,26.557440,31.930667,1,0.000000,0.000000,100
000076,18,191,18,23,16432,1.314560,1.837333,1,1.000000,1.000000,342,437,312208,24.976640,31.018667,1,0.000000,0.000000,100
000078,18,196,18,22,16832,1.346560,1.722667,1,1.000000,1.000000,342,418,319808,25.584640,31.088000,1,0.000000,0.000000,100
000080,18,213,18,24,18192,1.455360,1.901333,1,1.000000,1.000000,342,456,345648,27.651840,33.722667,1,0.000000,0.000000,100
000082,18,195,18,22,16752,1.340160,1.741333,1,1.000000,1.000000,342,418,318288,25.463040,30.981333,1,0.000000,0.000000,100
