timestamp,senders_with_boxes,total_boxes,broadcast_messages,broadcast_packets,broadcast_bytes,broadcast_mbps,broadcast_scheduled_ms,broadcast_deadline_ok,broadcast_random_access_delivery_ratio,broadcast_random_access_full_success_prob,alltoall_messages,alltoall_packets,alltoall_bytes,alltoall_mbps,alltoall_scheduled_ms,alltoall_deadline_ok,alltoall_random_access_delivery_ratio,alltoall_random_access_full_success_prob,contention_rounds
000084,18,198,18,21,16992,1.359360,1.776000,1,1.000000,1.000000,342,399,322848,25.827840,30.837333,1,0.000000,0.000000,100
000086,18,205,18,23,17552,1.404160,1.794667,1,1.000000,1.000000,342,437,333488,26.679040,32.458667,1,0.000000,0.000000,100
000088,18,214,18,23,18272,1.461760,1.829333,1,1.000000,1.000000,342,437,347168,27.773440,33.408000,1,0.000000,0.000000,100
000090,18,204,18,24,17472,1.397760,1.848000,1,1.000000,1.000000,342,456,331968,26.557440,32.816000,1,0.000000,0.000000,100
000092,17,198,17,20,16928,1.354240,1.722667,1,1.000000,1.000000,323,380,321632,25.730560,30.330667,1,0.000000,0.000000,100
000094,17,203,17,22,17328,1.386240,1.776000,1,1.000000,1.000000,323,418,329232,26.338560,31.738667,1,0.000000,0.000000,100
000096,18,207,18,24,17712,1.416960,1.901333,1,1.000000,1.000000,342,456,336528,26.922240,33.136000,1,0.000000,0.000000,100
000098,17,201,17,21,17168,1.373440,1.776000,1,1.000000,1.000000,323,399,326192,26.095360,31.125333,1,0.000000,0.000000,100
000100,17,204,17,22,17408,1.392640,1.741333,1,1.000000,1.000000,323,418,330752,26.460160,31.898667,1,0.000000,0.000000,100
000102,17,199,17,22,17008,1.360640,1.776000,1,1.000000,1.000000,323,418,323152,25.852160,31.376000,1,0.000000,0.000000,100
000104,17,194,17,22,16608,1.328640,1.741333,1,1.000000,1.000000,323,418,315552,25.244160,30.832000,1,0.000000,0.000000,100
000106,18,209,18,22,17872,1.429760,1.829333,1,1.000000,1.000000,342,418,339568,27.165440,32.421333,1,0.000000,0.000000,100
000108,17,201,17,21,17168,1.373440,1.829333,1,1.000000,1.000000,323,399,326192,26.095360,31.072000,1,0.000000,0.000000,100
000110,17,196,17,20,16768,1.341440,1.776000,1,1.000000,1.000000,323,380,318592,25.487360,30.128000,1,0.000000,0.000000,100
000112,18,196,18,22,16832,1.346560,1.776000,1,1.000000,1.000000,342,418,319808,25.584640,31.088000,1,0.000000,0.000000,100
000114,17,188,17,22,16128,1.290240,1.722667,1,1.000000,1.000000,323,418,306432,24.514560,30.256000,1,0.000000,0.000000,100
000116,17,196,17,22,16768,1.341440,1.776000,1,1.000000,1.000000,323,418,318592,25.487360,31.045333,1,0.000000,0.000000,100
000118,18,195,18,22,16752,1.340160,1.722667,1,1.000000,1.000000,342,418,318288,25.463040,30.970667,1,0.000000,0.000000,100
000120,18,201,18,23,17232,1.378560,1.776000,1,1.000000,1.000000,342,437,327408,26.192640,32.074667,1,0.000000,0.000000,100
000122,17,203,17,23,17328,1.386240,1.776000,1,1.000000,1.000000,323,437,329232,26.338560,32.149333,1,0.000000,0.000000,100
000124,17,208,17,22,17728,1.418240,1.829333,1,1.000000,1.000000,323,418,336832,26.946560,32.272000,1,0.000000,0.000000,100
000126,16,198,16,22,16864,1.349120,1.733333,1,1.000000,1.000000,304,418,320416,25.633280,31.120000,1,0.000000,0.000000,100
000128,16,202,16,20,17184,1.374720,1.829333,1,1.000000,1.000000,304,380,326496,26.119680,30.618667,1,0.000000,0.000000,100
000130,16,199,16,21,16944,1.355520,1.722667,1,1.000000,1.000000,304,399,321936,25.754880,30.816000,1,0.000000,0.000000,100
000132,16,186,16,20,15904,1.272320,1.722667,1,1.000000,1.000000,304,380,302176,24.174080,29.018667,1,0.000000,0.000000,100
000134,16,178,16,19,15264,1.221120,1.722667,1,1.000000,1.000000,304,361,290016,23.201280,27.922667,1,0.000000,0.000000,100
000136,17,186,17,21,15968,1.277440,1.722667,1,1.000000,1.000000,323,399,303392,24.271360,29.525333,1,0.000000,0.000000,100
000138,17,183,17,20,15728,1.258240,1.722667,1,1.000000,1.000000,323,380,298832,23.906560,28.794667,1,0.000000,0.000000,100
000140,16,178,16,21,15264,1.221120,1.669333,1,1.000000,1.000000,304,399,290016,23.201280,28.640000,1,0.000000,0.000000,100
