frames,total_quality_areas_mean,total_quality_areas_min,total_quality_areas_max,selected_areas_mean,selected_areas_min,selected_areas_max,selected_area_ratio_mean,selected_area_ratio_min,selected_area_ratio_max,total_gt_count_mean,total_gt_count_min,total_gt_count_max,selected_gt_count_mean,selected_gt_count_min,selected_gt_count_max,selected_gt_ratio_mean,selected_gt_ratio_min,selected_gt_ratio_max,mean_area_quality_mean,mean_area_quality_min,mean_area_quality_max,mean_confidence_weighted_quality_mean,mean_confidence_weighted_quality_min,mean_confidence_weighted_quality_max,leader_count_mean,leader_count_min,leader_count_max,leader_max_load_mean,leader_max_load_min,leader_max_load_max
11,33.000000,32.000000,35.000000,30.000000,30.000000,30.000000,0.910419,0.857143,0.937500,46.545455,45.000000,48.000000,44.363636,43.000000,45.000000,0.953193,0.934783,0.977778,0.869697,0.800000,0.900000,0.795948,0.732723,0.821131,13.000000,13.000000,13.000000,6.181818,5.000000,7.000000
