channel,status,reason,count,channel_ratio,avg_sinr,avg_sinr_min,avg_tbler
PSCCH,FAIL,decoded_overlap,1232,0.4900556881463803,0.16888982985730497,0.15321200339740254,0.9856576282467537
PSCCH,FAIL,error_model,357,0.14200477326968974,0.30662081865490204,0.28280018649243693,0.953113529411765
PSCCH,OK,,925,0.36793953858392997,44427.127941976214,42915.40509892645,0.016653051891891892
PSSCH,FAIL,decode_fail,64,0.6095238095238096,2866.495340770492,2.9113631950819663,0.9868264426229508
PSSCH,OK,,41,0.3904761904761905,357895.9759128205,331618.6190490846,0.0001739148717948718
