scenario_id,timestamp,receiver_id,receiver_policy,resource_allocation,upload_mode,grid_selection_mode,grid_score_mode,coverage_fallback,coverage_fallback_replacements,routing_hint_replacements,routing_hints_csv,clustering,cluster_count,selective_frame_deadline_ms,cluster_member_ids,source_cav_ids,uploaded_source_ids,selected_grid_counts_json,point_counts_json,communication_bytes,frame_comm_time_ms,num_channels,bandwidth_mhz,communication_deadline_ms,max_senders_per_receiver,channel_estimator,ns3_tb_size_bytes,ns3_slot_duration_ms,ns3_subchannel_prbs,ns3_symbols_per_slot,ns3_mcs,pcs_rounds_requested,pcs_rounds_accepted,pcs_round_comm_time_ms_json,pcs_round_comm_bytes_json,channel_allocation,missing_channel_sources,pred_boxes,gt_boxes,skipped
2026_07_15_01_26_56,000082,12,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,4;7;12,12;7;4,7;4,"{""4"": 55, ""7"": 58}","{""4"": 3377, ""7"": 4888, ""12"": 4915}",132240,43.4972191323693,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],4>12:7;7>12:6,,23,42,
2026_07_15_01_26_56,000082,13,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,10;13;14;19,13;14;10,14;10,"{""10"": 55, ""14"": 61}","{""10"": 4826, ""13"": 4801, ""14"": 4993}",157104,44.43159065628476,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],10>13:3;14>13:2,,12,30,
2026_07_15_01_26_56,000082,15,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,6;15,15,,{},"{""15"": 4758}",0,0.0,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],,,13,8,
2026_07_15_01_26_56,000082,17,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,3;16;17;18,17;16;3,16;3,"{""3"": 58, ""16"": 56}","{""3"": 4017, ""16"": 4869, ""17"": 4970}",142176,43.32814238042269,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],3>17:5;16>17:4,,12,26,
2026_07_15_01_26_56,000082,20,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,5;9;20,20;9;5,9;5,"{""5"": 46, ""9"": 50}","{""5"": 1439, ""9"": 4807, ""20"": 4906}",99936,42.77641824249166,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],5>20:9;9>20:8,,21,30,
2026_07_15_01_26_56,000084,1,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,1;2;8;11,1;2;11,2;11,"{""2"": 52, ""11"": 53}","{""1"": 4932, ""2"": 4389, ""11"": 4586}",143600,40.80978865406007,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],2>1:0;11>1:1,,27,40,
2026_07_15_01_26_56,000084,12,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,4;7;12,12;7;4,7;4,"{""4"": 55, ""7"": 60}","{""4"": 3379, ""7"": 4892, ""12"": 4926}",132336,43.53281423804227,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],4>12:7;7>12:6,,23,41,
2026_07_15_01_26_56,000084,13,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,10;13;14;19,13;14;10,14;10,"{""10"": 51, ""14"": 58}","{""10"": 4823, ""13"": 4788, ""14"": 4993}",157056,44.43159065628476,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],10>13:3;14>13:2,,11,31,
2026_07_15_01_26_56,000084,15,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,6;15,15,,{},"{""15"": 4766}",0,0.0,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],,,13,8,
2026_07_15_01_26_56,000084,17,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,3;16;17;18,17;16;3,16;3,"{""3"": 62, ""16"": 49}","{""3"": 4088, ""16"": 4873, ""17"": 4976}",143376,43.363737486095665,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],3>17:5;16>17:4,,14,26,
2026_07_15_01_26_56,000084,20,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,5;9;20,20;9;5,9;5,"{""5"": 46, ""9"": 50}","{""5"": 1455, ""9"": 4806, ""20"": 4904}",100176,42.767519466073416,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],5>20:9;9>20:8,,22,30,
2026_07_15_01_26_56,000086,1,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,1;2;8;11,1;2;11,2;11,"{""2"": 54, ""11"": 52}","{""1"": 4932, ""2"": 4400, ""11"": 4583}",143728,40.783092324805345,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],2>1:0;11>1:1,,25,42,
2026_07_15_01_26_56,000086,12,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,4;7;12,12;7;4,7;4,"{""4"": 56, ""7"": 59}","{""4"": 3290, ""7"": 4897, ""12"": 4938}",130992,43.57730812013348,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],4>12:7;7>12:6,,27,43,
2026_07_15_01_26_56,000086,13,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,10;13;14;19,13;14;10,14;10,"{""10"": 49, ""14"": 59}","{""10"": 4827, ""13"": 4773, ""14"": 5014}",157456,44.61846496106785,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],10>13:3;14>13:2,,12,31,
2026_07_15_01_26_56,000086,15,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,6;15,15,,{},"{""15"": 4762}",0,0.0,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],,,14,8,
2026_07_15_01_26_56,000086,17,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,3;16;17;18,17;16;3,16;3,"{""3"": 60, ""16"": 51}","{""3"": 4139, ""16"": 4874, ""17"": 4971}",144208,43.37263626251391,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],3>17:5;16>17:4,,13,25,
2026_07_15_01_26_56,000086,20,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,5;9;20,20;9;5,9;5,"{""5"": 46, ""9"": 49}","{""5"": 1439, ""9"": 4806, ""20"": 4905}",99920,42.767519466073416,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],5>20:9;9>20:8,,20,30,
2026_07_15_01_26_56,000088,1,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,1;2;8;11,1;2;11,2;11,"{""2"": 53, ""11"": 54}","{""1"": 4930, ""2"": 4382, ""11"": 4583}",143440,40.783092324805345,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],2>1:0;11>1:1,,27,42,
2026_07_15_01_26_56,000088,12,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,4;7;12,12;7;4,7;4,"{""4"": 54, ""7"": 60}","{""4"": 3286, ""7"": 4897, ""12"": 4937}",130928,43.57730812013348,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],4>12:7;7>12:6,,25,43,
2026_07_15_01_26_56,000088,13,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,10;13;14;19,13;14;10,14;10,"{""10"": 50, ""14"": 59}","{""10"": 4826, ""13"": 4764, ""14"": 4997}",157168,44.46718576195773,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],10>13:3;14>13:2,,14,30,
2026_07_15_01_26_56,000088,15,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,6;15,15,,{},"{""15"": 4772}",0,0.0,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],,,14,8,
2026_07_15_01_26_56,000088,17,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,3;16;17;18,17;16;3,16;3,"{""3"": 61, ""16"": 54}","{""3"": 4165, ""16"": 4894, ""17"": 4985}",144944,43.550611790878754,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],3>17:5;16>17:4,,15,25,
2026_07_15_01_26_56,000088,20,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,5;9;20,20;9;5,9;5,"{""5"": 48, ""9"": 49}","{""5"": 1470, ""9"": 4808, ""20"": 4903}",100448,42.7853170189099,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],5>20:9;9>20:8,,22,31,
2026_07_15_01_26_56,000090,1,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,1;2;8;11,1;2;11,2;11,"{""2"": 53, ""11"": 54}","{""1"": 4930, ""2"": 4374, ""11"": 4583}",143312,40.783092324805345,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],2>1:0;11>1:1,,26,42,
2026_07_15_01_26_56,000090,12,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,4;7;12,12;7;4,7;4,"{""4"": 55, ""7"": 60}","{""4"": 3954, ""7"": 4905, ""12"": 4954}",141744,43.64849833147942,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],4>12:7;7>12:6,,21,42,
2026_07_15_01_26_56,000090,13,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,10;13;14;19,13;14;10,14;10,"{""10"": 52, ""14"": 60}","{""10"": 4827, ""13"": 4769, ""14"": 4958}",156560,44.12013348164627,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],10>13:5;14>13:4,,15,31,
2026_07_15_01_26_56,000090,15,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,6;15,15,,{},"{""15"": 4768}",0,0.0,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],,,13,8,
2026_07_15_01_26_56,000090,17,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,3;16;17;18,17;16;3,16;3,"{""3"": 63, ""16"": 56}","{""3"": 4201, ""16"": 4893, ""17"": 5007}",145504,43.54171301446051,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],3>17:3;16>17:2,,15,25,
2026_07_15_01_26_56,000090,20,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,5;9;20,20;9;5,9;5,"{""5"": 47, ""9"": 49}","{""5"": 1458, ""9"": 4807, ""20"": 4905}",100240,42.77641824249166,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],5>20:9;9>20:8,,23,31,
2026_07_15_01_26_56,000092,1,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,1;2;8;11,1;2;11,2;11,"{""2"": 54, ""11"": 53}","{""1"": 4928, ""2"": 4356, ""11"": 4581}",142992,40.765294771968854,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],2>1:0;11>1:1,,25,41,
2026_07_15_01_26_56,000092,12,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,4;7;12,12;7;4,7;4,"{""4"": 56, ""7"": 59}","{""4"": 3954, ""7"": 4901, ""12"": 4963}",141680,43.61290322580645,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],4>12:7;7>12:6,,24,42,
2026_07_15_01_26_56,000092,13,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,10;13;14;19,13;14;10,14;10,"{""10"": 51, ""14"": 60}","{""10"": 4769, ""13"": 4781, ""14"": 4960}",155664,44.137931034482754,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],10>13:3;14>13:2,,16,31,
2026_07_15_01_26_56,000092,15,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,6;15,15,,{},"{""15"": 4770}",0,0.0,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],,,13,8,
2026_07_15_01_26_56,000092,17,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,3;16;17;18,17;16;3,16;3,"{""3"": 64, ""16"": 58}","{""3"": 4319, ""16"": 4903, ""17"": 5000}",147552,43.63070077864294,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],3>17:5;16>17:4,,13,24,
2026_07_15_01_26_56,000092,20,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,5;9;20,20;9;5,9;5,"{""5"": 47, ""9"": 49}","{""5"": 1468, ""9"": 4807, ""20"": 4905}",100400,42.77641824249166,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],5>20:9;9>20:8,,24,31,
2026_07_15_01_26_56,000094,1,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,1;2;8;11,1;2;11,2;11,"{""2"": 53, ""11"": 53}","{""1"": 4929, ""2"": 4352, ""11"": 4582}",142944,40.7741935483871,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],2>1:0;11>1:1,,26,39,
2026_07_15_01_26_56,000094,12,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,4;7;12,12;7;4,7;4,"{""4"": 56, ""7"": 58}","{""4"": 3954, ""7"": 4898, ""12"": 4976}",141632,43.58620689655172,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],4>12:7;7>12:6,,22,43,
2026_07_15_01_26_56,000094,13,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,10;13;14;19,13;14;10,14;10,"{""10"": 51, ""14"": 60}","{""10"": 4769, ""13"": 4805, ""14"": 4943}",155392,43.98665183537263,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],10>13:5;14>13:4,,17,31,
2026_07_15_01_26_56,000094,15,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,6;15,15,,{},"{""15"": 4772}",0,0.0,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],,,13,9,
2026_07_15_01_26_56,000094,17,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,3;16;17;18,17;16;3,16;3,"{""3"": 65, ""16"": 54}","{""3"": 4417, ""16"": 4854, ""17"": 4995}",148336,43.19466073414905,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],3>17:3;16>17:2,,13,24,
2026_07_15_01_26_56,000094,20,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,5;9;20,20;9;5,9;5,"{""5"": 48, ""9"": 49}","{""5"": 1478, ""9"": 4806, ""20"": 4905}",100544,42.767519466073416,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],5>20:9;9>20:8,,21,31,
2026_07_15_01_26_56,000096,1,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,1;2;8;11,1;11;2,11;2,"{""2"": 53, ""11"": 53}","{""1"": 4928, ""2"": 4348, ""11"": 4586}",142944,40.80978865406007,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],2>1:1;11>1:0,,26,39,
2026_07_15_01_26_56,000096,12,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,4;7;12,12;7;4,7;4,"{""4"": 56, ""7"": 59}","{""4"": 3953, ""7"": 4897, ""12"": 4975}",141600,43.57730812013348,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],4>12:7;7>12:6,,23,39,
2026_07_15_01_26_56,000096,13,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,10;13;14;19,13;14;10,14;10,"{""10"": 50, ""14"": 61}","{""10"": 4770, ""13"": 4751, ""14"": 4919}",155024,43.77308120133482,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],10>13:3;14>13:2,,16,30,
2026_07_15_01_26_56,000096,15,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,6;15,15,,{},"{""15"": 4777}",0,0.0,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],,,16,8,
2026_07_15_01_26_56,000096,17,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,3;16;17;18,17;16;3,16;3,"{""3"": 63, ""16"": 55}","{""3"": 4515, ""16"": 4849, ""17"": 4995}",149824,43.15016685205784,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],3>17:5;16>17:4,,14,24,
2026_07_15_01_26_56,000096,20,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,5;9;20,20;9;5,9;5,"{""5"": 51, ""9"": 49}","{""5"": 1477, ""9"": 4805, ""20"": 4902}",100512,42.75862068965517,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],5>20:9;9>20:8,,22,31,
2026_07_15_01_26_56,000098,1,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,1;2;8;11,1;11;2,11;2,"{""2"": 52, ""11"": 53}","{""1"": 4927, ""2"": 4339, ""11"": 4588}",142832,40.827586206896555,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],2>1:1;11>1:0,,28,38,
2026_07_15_01_26_56,000098,12,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,4;7;12,12;7;4,7;4,"{""4"": 56, ""7"": 59}","{""4"": 3953, ""7"": 4895, ""12"": 4968}",141568,43.559510567296996,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],4>12:7;7>12:6,,22,38,
2026_07_15_01_26_56,000098,13,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,10;13;14;19,13;14;10,14;10,"{""10"": 50, ""14"": 56}","{""10"": 4771, ""13"": 4779, ""14"": 4869}",154240,43.32814238042269,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],10>13:5;14>13:4,,15,29,
2026_07_15_01_26_56,000098,15,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,6;15,15,,{},"{""15"": 4783}",0,0.0,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],,,14,8,
2026_07_15_01_26_56,000098,17,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,3;16;17;18,17;16;3,16;3,"{""3"": 64, ""16"": 58}","{""3"": 4591, ""16"": 4848, ""17"": 4986}",151024,43.1412680756396,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],3>17:3;16>17:2,,15,24,
2026_07_15_01_26_56,000098,20,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,5;9;20,20;9;5,9;5,"{""5"": 48, ""9"": 49}","{""5"": 1489, ""9"": 4805, ""20"": 4903}",100704,42.75862068965517,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],5>20:9;9>20:8,,24,32,
2026_07_15_01_26_56,000100,1,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,1;2;8;11,1;11;2,11;2,"{""2"": 51, ""11"": 53}","{""1"": 4928, ""2"": 4347, ""11"": 4592}",143024,40.86318131256952,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],2>1:1;11>1:0,,27,38,
2026_07_15_01_26_56,000100,12,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,4;7;12,12;7;4,7;4,"{""4"": 56, ""7"": 59}","{""4"": 3948, ""7"": 4893, ""12"": 4970}",141456,43.54171301446051,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],4>12:7;7>12:6,,21,38,
2026_07_15_01_26_56,000100,13,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,10;13;14;19,13;14;10,14;10,"{""10"": 49, ""14"": 55}","{""10"": 4769, ""13"": 4758, ""14"": 4870}",154224,43.33704115684093,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],10>13:5;14>13:4,,15,29,
2026_07_15_01_26_56,000100,15,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,6;15,15,,{},"{""15"": 4775}",0,0.0,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],,,15,8,
2026_07_15_01_26_56,000100,17,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,3;16;17;18,17;16;3,16;3,"{""3"": 63, ""16"": 55}","{""3"": 4665, ""16"": 4815, ""17"": 4995}",151680,42.847608453837594,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],3>17:3;16>17:2,,12,24,
2026_07_15_01_26_56,000100,20,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,5;9;20,20;9;5,9;5,"{""5"": 48, ""9"": 49}","{""5"": 1461, ""9"": 4804, ""20"": 4903}",100240,42.749721913236925,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],5>20:9;9>20:8,,22,31,
2026_07_15_01_26_56,000102,1,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,1;2;8;11,1;11;2,11;2,"{""2"": 52, ""11"": 53}","{""1"": 4929, ""2"": 4365, ""11"": 4592}",143312,40.86318131256952,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],2>1:1;11>1:0,,25,38,
2026_07_15_01_26_56,000102,12,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,4;7;12,12;7;4,7;4,"{""4"": 56, ""7"": 59}","{""4"": 3943, ""7"": 4892, ""12"": 4965}",141360,43.53281423804227,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],4>12:7;7>12:6,,21,38,
2026_07_15_01_26_56,000102,13,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,10;13;14;19,13;14;10,14;10,"{""10"": 50, ""14"": 55}","{""10"": 4821, ""13"": 4787, ""14"": 4821}",154272,42.901001112347046,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],10>13:5;14>13:4,,14,29,
2026_07_15_01_26_56,000102,15,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,6;15,15,,{},"{""15"": 4798}",0,0.0,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],,,17,10,
2026_07_15_01_26_56,000102,17,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,3;16;17;18,17;16;3,16;3,"{""3"": 65, ""16"": 59}","{""3"": 4718, ""16"": 4841, ""17"": 4990}",152944,43.07897664071191,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],3>17:3;16>17:2,,14,23,
2026_07_15_01_26_56,000102,20,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,5;9;20,20;9;5,9;5,"{""5"": 50, ""9"": 49}","{""5"": 1528, ""9"": 4804, ""20"": 4902}",101312,42.749721913236925,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],5>20:9;9>20:8,,22,33,
2026_07_15_01_26_56,000104,1,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,1;2;8;11,1;11;2,11;2,"{""2"": 51, ""11"": 53}","{""1"": 4929, ""2"": 4376, ""11"": 4596}",143552,40.89877641824249,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],2>1:1;11>1:0,,24,38,
2026_07_15_01_26_56,000104,12,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,4;7;12,12;7;4,7;4,"{""4"": 56, ""7"": 59}","{""4"": 3942, ""7"": 4890, ""12"": 4988}",141312,43.51501668520579,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],4>12:7;7>12:6,,20,38,
2026_07_15_01_26_56,000104,13,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,10;13;14;19,13;14;10,14;10,"{""10"": 52, ""14"": 59}","{""10"": 4821, ""13"": 4747, ""14"": 4835}",154496,43.02558398220245,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],10>13:5;14>13:4,,14,29,
2026_07_15_01_26_56,000104,15,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,6;15,15,,{},"{""15"": 4777}",0,0.0,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],,,16,12,
2026_07_15_01_26_56,000104,17,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,3;16;17;18,17;16;3,16;3,"{""3"": 65, ""16"": 57}","{""3"": 4736, ""16"": 4809, ""17"": 4979}",152720,42.79421579532814,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],3>17:3;16>17:2,,15,22,
2026_07_15_01_26_56,000104,20,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,5;9;20,20;9;5,9;5,"{""5"": 48, ""9"": 49}","{""5"": 1512, ""9"": 4804, ""20"": 4900}",101056,42.749721913236925,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],5>20:9;9>20:8,,26,32,
2026_07_15_01_26_56,000106,1,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,1;2;8;11,1;11;2,11;2,"{""2"": 51, ""11"": 53}","{""1"": 4928, ""2"": 4388, ""11"": 4603}",143856,40.96106785317019,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],2>1:1;11>1:0,,27,38,
2026_07_15_01_26_56,000106,12,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,4;7;12,12;7;4,7;4,"{""4"": 54, ""7"": 57}","{""4"": 3869, ""7"": 4868, ""12"": 4987}",139792,43.31924360400445,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],4>12:7;7>12:6,,20,38,
2026_07_15_01_26_56,000106,13,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,10;13;14;19,13;14;10,14;10,"{""10"": 52, ""14"": 56}","{""10"": 4821, ""13"": 4753, ""14"": 4808}",154064,42.901001112347046,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],10>13:5;14>13:4,,16,29,
2026_07_15_01_26_56,000106,15,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,6;15,15,,{},"{""15"": 4779}",0,0.0,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],,,16,12,
2026_07_15_01_26_56,000106,17,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,3;16;17;18,17;16;3,16;3,"{""3"": 63, ""16"": 58}","{""3"": 4771, ""16"": 4777, ""17"": 4994}",152768,42.509454949944384,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],3>17:3;16>17:2,,15,21,
2026_07_15_01_26_56,000106,20,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,5;9;20,20;9;5,9;5,"{""5"": 50, ""9"": 50}","{""5"": 1528, ""9"": 4805, ""20"": 4900}",101328,42.75862068965517,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],5>20:9;9>20:8,,21,29,
2026_07_15_01_26_56,000108,1,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,1;2;8;11,1;11;2,11;2,"{""2"": 51, ""11"": 53}","{""1"": 4928, ""2"": 4393, ""11"": 4606}",143984,40.98776418242492,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],2>1:1;11>1:0,,24,39,
