scenario_id,timestamp,receiver_id,receiver_policy,resource_allocation,upload_mode,grid_selection_mode,grid_score_mode,coverage_fallback,coverage_fallback_replacements,routing_hint_replacements,routing_hints_csv,clustering,cluster_count,selective_frame_deadline_ms,cluster_member_ids,source_cav_ids,uploaded_source_ids,selected_grid_counts_json,point_counts_json,communication_bytes,frame_comm_time_ms,num_channels,bandwidth_mhz,communication_deadline_ms,max_senders_per_receiver,channel_estimator,ns3_tb_size_bytes,ns3_slot_duration_ms,ns3_subchannel_prbs,ns3_symbols_per_slot,ns3_mcs,pcs_rounds_requested,pcs_rounds_accepted,pcs_round_comm_time_ms_json,pcs_round_comm_bytes_json,channel_allocation,missing_channel_sources,pred_boxes,gt_boxes,skipped
2026_07_15_01_26_56,000108,12,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,4;7;12,12;7;4,7;4,"{""4"": 54, ""7"": 57}","{""4"": 3861, ""7"": 4864, ""12"": 4997}",139600,43.28364849833148,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],4>12:7;7>12:6,,22,39,
2026_07_15_01_26_56,000108,13,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,10;13;14;19,13;14;10,14;10,"{""10"": 53, ""14"": 56}","{""10"": 4849, ""13"": 4757, ""14"": 4787}",154176,43.15016685205784,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],10>13:5;14>13:4,,14,29,
2026_07_15_01_26_56,000108,15,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,6;15,15,,{},"{""15"": 4792}",0,0.0,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],,,16,13,
2026_07_15_01_26_56,000108,17,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,3;16;17;18,17;3;16,3;16,"{""3"": 63, ""16"": 61}","{""3"": 4787, ""16"": 4161, ""17"": 4998}",143168,42.598442714126804,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],3>17:2;16>17:3,,13,21,
2026_07_15_01_26_56,000108,20,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,5;9;20,20;9;5,9;5,"{""5"": 50, ""9"": 50}","{""5"": 1531, ""9"": 4806, ""20"": 4899}",101392,42.767519466073416,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],5>20:9;9>20:8,,23,30,
2026_07_15_01_26_56,000110,1,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,1;2;8;11,1;11;2,11;2,"{""2"": 51, ""11"": 53}","{""1"": 4928, ""2"": 4391, ""11"": 4606}",143952,40.98776418242492,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],2>1:1;11>1:0,,25,40,
2026_07_15_01_26_56,000110,12,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,4;7;12,12;7;4,7;4,"{""4"": 55, ""7"": 57}","{""4"": 4610, ""7"": 4877, ""12"": 4997}",151792,43.39933259176863,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],4>12:7;7>12:6,,21,38,
2026_07_15_01_26_56,000110,13,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,10;13;14;19,13;14;10,14;10,"{""10"": 53, ""14"": 58}","{""10"": 4850, ""13"": 4738, ""14"": 4808}",154528,43.159065628476085,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],10>13:5;14>13:4,,16,29,
2026_07_15_01_26_56,000110,15,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,6;15,15,,{},"{""15"": 4814}",0,0.0,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],,,18,13,
2026_07_15_01_26_56,000110,17,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,3;16;17;18,17;3;16,3;16,"{""3"": 62, ""16"": 58}","{""3"": 4823, ""16"": 4035, ""17"": 5003}",141728,42.91879866518354,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],3>17:2;16>17:3,,12,20,
2026_07_15_01_26_56,000110,20,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,5;9;20,20;9;5,9;5,"{""5"": 49, ""9"": 50}","{""5"": 1534, ""9"": 4807, ""20"": 4898}",101456,42.77641824249166,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],5>20:9;9>20:8,,20,30,
2026_07_15_01_26_56,000112,1,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,1;2;8;11,1;11;2,11;2,"{""2"": 51, ""11"": 52}","{""1"": 4926, ""2"": 4391, ""11"": 4607}",143968,40.99666295884316,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],2>1:1;11>1:0,,23,40,
2026_07_15_01_26_56,000112,12,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,4;7;12,12;7;4,7;4,"{""4"": 56, ""7"": 58}","{""4"": 4653, ""7"": 4877, ""12"": 5013}",152480,43.39933259176863,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],4>12:7;7>12:6,,21,38,
2026_07_15_01_26_56,000112,13,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,10;13;14;19,13;14;10,14;10,"{""10"": 52, ""14"": 57}","{""10"": 4849, ""13"": 4707, ""14"": 4774}",153968,43.15016685205784,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],10>13:5;14>13:4,,14,29,
2026_07_15_01_26_56,000112,15,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,6;15,15,,{},"{""15"": 4776}",0,0.0,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],,,13,13,
2026_07_15_01_26_56,000112,17,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,3;16;17;18,17;3;16,3;16,"{""3"": 61, ""16"": 56}","{""3"": 4828, ""16"": 3964, ""17"": 4995}",140672,42.96329254727475,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],3>17:2;16>17:3,,11,19,
2026_07_15_01_26_56,000112,20,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,5;9;20,20;9;5,9;5,"{""5"": 52, ""9"": 50}","{""5"": 1524, ""9"": 4808, ""20"": 4898}",101312,42.7853170189099,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],5>20:9;9>20:8,,22,31,
2026_07_15_01_26_56,000114,1,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,1;2;8;11,1;11;2,11;2,"{""2"": 51, ""11"": 52}","{""1"": 4926, ""2"": 4390, ""11"": 4606}",143936,40.98776418242492,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],2>1:1;11>1:0,,22,40,
2026_07_15_01_26_56,000114,12,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,4;7;12,12;7;4,7;4,"{""4"": 56, ""7"": 58}","{""4"": 4653, ""7"": 4877, ""12"": 5019}",152480,43.39933259176863,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],4>12:7;7>12:6,,23,39,
2026_07_15_01_26_56,000114,13,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,10;13;14;19,13;14;10,14;10,"{""10"": 52, ""14"": 58}","{""10"": 4849, ""13"": 4726, ""14"": 4790}",154224,43.15016685205784,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],10>13:5;14>13:4,,14,29,
2026_07_15_01_26_56,000114,15,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,6;15,15,,{},"{""15"": 4789}",0,0.0,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],,,15,13,
2026_07_15_01_26_56,000114,17,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,3;16;17;18,17;3;16,3;16,"{""3"": 62, ""16"": 58}","{""3"": 4838, ""16"": 3906, ""17"": 5006}",139904,43.052280311457174,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],3>17:2;16>17:3,,8,19,
2026_07_15_01_26_56,000114,20,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,5;9;20,20;9;5,9;5,"{""5"": 52, ""9"": 50}","{""5"": 1558, ""9"": 4807, ""20"": 4899}",101840,42.77641824249166,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],5>20:9;9>20:8,,20,30,
2026_07_15_01_26_56,000116,1,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,1;2;8;11,1;11;2,11;2,"{""2"": 50, ""11"": 52}","{""1"": 4926, ""2"": 4391, ""11"": 4606}",143952,40.98776418242492,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],2>1:1;11>1:0,,23,40,
2026_07_15_01_26_56,000116,12,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,4;7;12,12;7;4,7;4,"{""4"": 57, ""7"": 58}","{""4"": 4651, ""7"": 4878, ""12"": 4999}",152464,43.408231368186875,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],4>12:7;7>12:6,,23,39,
2026_07_15_01_26_56,000116,13,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,10;13;14;19,13;14;10,14;10,"{""10"": 53, ""14"": 57}","{""10"": 4846, ""13"": 4746, ""14"": 4791}",154192,43.12347052280312,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],10>13:5;14>13:4,,13,29,
2026_07_15_01_26_56,000116,15,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,6;15,15,,{},"{""15"": 4804}",0,0.0,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],,,17,13,
2026_07_15_01_26_56,000116,17,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,3;16;17;18,17;3;16,3;16,"{""3"": 62, ""16"": 58}","{""3"": 4862, ""16"": 3825, ""17"": 5014}",138992,43.265850945494996,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],3>17:2;16>17:3,,11,18,
2026_07_15_01_26_56,000116,20,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,5;9;20,20;9;5,9;5,"{""5"": 54, ""9"": 51}","{""5"": 1593, ""9"": 4805, ""20"": 4899}",102368,42.75862068965517,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],5>20:9;9>20:8,,19,29,
2026_07_15_01_26_56,000118,1,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,1;2;8;11,1;11;2,11;2,"{""2"": 51, ""11"": 53}","{""1"": 4927, ""2"": 4400, ""11"": 4609}",144144,41.014460511679644,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],2>1:1;11>1:0,,23,40,
2026_07_15_01_26_56,000118,12,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,4;7;12,12;7;4,7;4,"{""4"": 57, ""7"": 58}","{""4"": 4651, ""7"": 4876, ""12"": 5018}",152432,43.39043381535039,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],4>12:7;7>12:6,,24,39,
2026_07_15_01_26_56,000118,13,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,10;13;14;19,13;14;10,14;10,"{""10"": 53, ""14"": 60}","{""10"": 4847, ""13"": 4711, ""14"": 4827}",154784,43.13236929922136,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],10>13:5;14>13:4,,14,30,
2026_07_15_01_26_56,000118,15,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,6;15,15,,{},"{""15"": 4815}",0,0.0,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],,,13,12,
2026_07_15_01_26_56,000118,17,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,3;16;17;18,17;3;16,3;16,"{""3"": 61, ""16"": 58}","{""3"": 4865, ""16"": 3758, ""17"": 5023}",137968,43.29254727474972,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],3>17:2;16>17:3,,8,19,
2026_07_15_01_26_56,000118,20,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,5;9;20,20;9;5,9;5,"{""5"": 53, ""9"": 50}","{""5"": 1579, ""9"": 4805, ""20"": 4899}",102144,42.75862068965517,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],5>20:9;9>20:8,,18,29,
2026_07_15_01_26_56,000120,1,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,1;2;8;11,1;11;2,11;2,"{""2"": 51, ""11"": 53}","{""1"": 4928, ""2"": 4401, ""11"": 4608}",144144,41.0055617352614,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],2>1:1;11>1:0,,21,40,
2026_07_15_01_26_56,000120,12,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,4;7;12,12;7;4,7;4,"{""4"": 56, ""7"": 58}","{""4"": 4650, ""7"": 4875, ""12"": 5020}",152400,43.38153503893215,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],4>12:7;7>12:6,,24,40,
2026_07_15_01_26_56,000120,13,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,10;13;14;19,13;14;10,14;10,"{""10"": 53, ""14"": 59}","{""10"": 4845, ""13"": 4704, ""14"": 4809}",154464,43.114571746384875,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],10>13:5;14>13:4,,12,30,
2026_07_15_01_26_56,000120,15,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,6;15,15,,{},"{""15"": 4811}",0,0.0,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],,,15,12,
2026_07_15_01_26_56,000120,17,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,3;16;17;18,17;3;16,3;16,"{""3"": 58, ""16"": 56}","{""3"": 4892, ""16"": 3671, ""17"": 5031}",137008,43.53281423804227,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],3>17:2;16>17:3,,9,18,
2026_07_15_01_26_56,000120,20,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,5;9;20,20;9;5,9;5,"{""5"": 54, ""9"": 50}","{""5"": 1599, ""9"": 4806, ""20"": 4901}",102480,42.767519466073416,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],5>20:9;9>20:8,,19,29,
2026_07_15_01_26_56,000122,1,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,1;2;8;11,1;11;2,11;2,"{""2"": 51, ""11"": 53}","{""1"": 4925, ""2"": 4401, ""11"": 4606}",144112,40.98776418242492,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],2>1:1;11>1:0,,22,40,
2026_07_15_01_26_56,000122,12,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,4;7;12,12;7;4,7;4,"{""4"": 56, ""7"": 58}","{""4"": 4651, ""7"": 4877, ""12"": 5019}",152448,43.39933259176863,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],4>12:7;7>12:6,,24,41,
2026_07_15_01_26_56,000122,13,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,10;13;14;19,13;14;10,14;10,"{""10"": 54, ""14"": 60}","{""10"": 4903, ""13"": 4698, ""14"": 4824}",155632,43.63070077864294,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],10>13:5;14>13:4,,14,29,
2026_07_15_01_26_56,000122,15,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,6;15,15,,{},"{""15"": 4812}",0,0.0,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],,,20,12,
2026_07_15_01_26_56,000122,17,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,3;16;17;18,17;3;16,3;16,"{""3"": 62, ""16"": 54}","{""3"": 4909, ""16"": 3574, ""17"": 5030}",135728,43.68409343715239,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],3>17:2;16>17:3,,8,18,
2026_07_15_01_26_56,000122,20,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,5;9;20,20;9;5,9;5,"{""5"": 50, ""9"": 49}","{""5"": 1625, ""9"": 4803, ""20"": 4897}",102848,42.74082313681868,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],5>20:9;9>20:8,,19,28,
2026_07_15_01_26_56,000124,1,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,1;2;8;11,1;11;2,11;2,"{""2"": 51, ""11"": 52}","{""1"": 4925, ""2"": 4401, ""11"": 4605}",144096,40.978865406006676,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],2>1:1;11>1:0,,22,40,
2026_07_15_01_26_56,000124,12,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,4;7;12,12;7;4,7;4,"{""4"": 57, ""7"": 57}","{""4"": 4654, ""7"": 4874, ""12"": 4985}",152448,43.37263626251391,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],4>12:7;7>12:6,,24,41,
2026_07_15_01_26_56,000124,13,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,10;13;14;19,13;14;10,14;10,"{""10"": 53, ""14"": 56}","{""10"": 4902, ""13"": 4711, ""14"": 4793}",155120,43.62180200222469,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],10>13:5;14>13:4,,14,29,
2026_07_15_01_26_56,000124,15,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,6;15,15,,{},"{""15"": 4813}",0,0.0,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],,,17,12,
2026_07_15_01_26_56,000124,17,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,3;16;17;18,17;3;16,3;16,"{""3"": 61, ""16"": 54}","{""3"": 4923, ""16"": 3465, ""17"": 5029}",134208,43.80867630700779,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],3>17:2;16>17:3,,8,18,
2026_07_15_01_26_56,000124,20,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,5;9;20,20;9;5,9;5,"{""5"": 49, ""9"": 51}","{""5"": 1592, ""9"": 4806, ""20"": 4897}",102368,42.767519466073416,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],5>20:9;9>20:8,,19,28,
2026_07_15_01_26_56,000126,1,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,1;2;8;11,1;11;2,11;2,"{""2"": 50, ""11"": 52}","{""1"": 4926, ""2"": 4402, ""11"": 4607}",144144,40.99666295884316,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],2>1:1;11>1:0,,23,40,
2026_07_15_01_26_56,000126,12,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,4;7;12,12;7;4,7;4,"{""4"": 56, ""7"": 56}","{""4"": 4642, ""7"": 4871, ""12"": 4992}",152208,43.34593993325918,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],4>12:7;7>12:6,,24,41,
2026_07_15_01_26_56,000126,13,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,10;13;14;19,13;14;10,14;10,"{""10"": 52, ""14"": 57}","{""10"": 4901, ""13"": 4690, ""14"": 4772}",154768,43.61290322580645,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],10>13:5;14>13:4,,13,29,
2026_07_15_01_26_56,000126,15,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,6;15,15,,{},"{""15"": 4825}",0,0.0,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],,,16,13,
2026_07_15_01_26_56,000126,17,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,3;16;17;18,17;3;16,3;16,"{""3"": 62, ""16"": 56}","{""3"": 4935, ""16"": 3373, ""17"": 5026}",132928,43.9154616240267,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],3>17:2;16>17:3,,10,17,
2026_07_15_01_26_56,000126,20,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,5;9;20,20;9;5,9;5,"{""5"": 52, ""9"": 52}","{""5"": 1604, ""9"": 4803, ""20"": 4899}",102512,42.74082313681868,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],5>20:9;9>20:8,,20,28,
2026_07_15_01_26_56,000128,1,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,1;2;8;11,1;11;2,11;2,"{""2"": 50, ""11"": 52}","{""1"": 4925, ""2"": 4401, ""11"": 4607}",144128,40.99666295884316,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],2>1:1;11>1:0,,21,39,
2026_07_15_01_26_56,000128,12,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,4;7;12,12;7;4,7;4,"{""4"": 57, ""7"": 56}","{""4"": 4729, ""7"": 4875, ""12"": 4996}",153664,43.38153503893215,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],4>12:7;7>12:6,,23,39,
2026_07_15_01_26_56,000128,13,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,10;13;14;19,13;14;10,14;10,"{""10"": 52, ""14"": 56}","{""10"": 4900, ""13"": 4698, ""14"": 4807}",155312,43.604004449388206,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],10>13:5;14>13:4,,13,29,
2026_07_15_01_26_56,000128,15,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,6;15,15,,{},"{""15"": 4821}",0,0.0,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],,,17,13,
2026_07_15_01_26_56,000128,17,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,3;16;17;18,17;3;16,3;16,"{""3"": 61, ""16"": 50}","{""3"": 4957, ""16"": 3291, ""17"": 5026}",131968,44.11123470522803,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],3>17:2;16>17:3,,10,17,
2026_07_15_01_26_56,000128,20,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,5;9;20,20;9;5,9;5,"{""5"": 52, ""9"": 53}","{""5"": 1631, ""9"": 4801, ""20"": 4900}",102912,42.7230255839822,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],5>20:9;9>20:8,,21,28,
2026_07_15_01_26_56,000130,1,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,1;2;8;11,1;11;2,11;2,"{""2"": 48, ""11"": 52}","{""1"": 4928, ""2"": 4395, ""11"": 4607}",144032,40.99666295884316,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],2>1:1;11>1:0,,20,39,
2026_07_15_01_26_56,000130,12,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,4;7;12,12;7;4,7;4,"{""4"": 56, ""7"": 56}","{""4"": 4730, ""7"": 4876, ""12"": 4999}",153696,43.39043381535039,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],4>12:7;7>12:6,,22,38,
2026_07_15_01_26_56,000130,13,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,10;13;14;19,13;14;10,14;10,"{""10"": 52, ""14"": 56}","{""10"": 4900, ""13"": 4679, ""14"": 4848}",155968,43.604004449388206,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],10>13:5;14>13:4,,13,29,
2026_07_15_01_26_56,000130,15,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,6;15,15,,{},"{""15"": 4809}",0,0.0,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],,,17,12,
2026_07_15_01_26_56,000130,17,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,3;16;17;18,17;3;16,3;16,"{""3"": 62, ""16"": 55}","{""3"": 4942, ""16"": 3222, ""17"": 5023}",130624,43.97775305895439,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],3>17:2;16>17:3,,8,18,
2026_07_15_01_26_56,000130,20,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,5;9;20,20;9;5,9;5,"{""5"": 51, ""9"": 53}","{""5"": 1608, ""9"": 4799, ""20"": 4900}",102512,42.705228031145715,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],5>20:9;9>20:8,,19,27,
2026_07_15_01_26_56,000132,4,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,4;7;8;12,4;12;7,12;7,"{""7"": 55, ""12"": 55}","{""4"": 4850, ""7"": 4767, ""12"": 4839}",153696,43.06117908787542,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],7>4:5;12>4:4,,22,38,
2026_07_15_01_26_56,000132,11,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,1;2;11;19,11;2;19,2;19,"{""2"": 49, ""19"": 58}","{""2"": 2406, ""11"": 4910, ""19"": 4812}",115488,42.82091212458287,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],2>11:0;19>11:1,,19,43,
2026_07_15_01_26_56,000132,13,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,9;10;13;14,13;14;10,14;10,"{""10"": 52, ""14"": 56}","{""10"": 4900, ""13"": 4705, ""14"": 4819}",155504,43.604004449388206,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],10>13:9;14>13:8,,14,29,
2026_07_15_01_26_56,000132,15,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,6;15,15;6,6,"{""6"": 60}","{""6"": 4728, ""15"": 4844}",75648,42.073414905450505,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],6>15:7,,19,22,
2026_07_15_01_26_56,000132,17,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,3;16;17;18,17;3;16,3;16,"{""3"": 62, ""16"": 56}","{""3"": 4963, ""16"": 3179, ""17"": 5022}",130272,44.16462736373749,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],3>17:2;16>17:3,,9,18,
2026_07_15_01_26_56,000132,20,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,5;20,20;5,5,"{""5"": 53}","{""5"": 1633, ""20"": 4901}",26128,14.53170189098999,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],5>20:6,,19,27,
2026_07_15_01_26_56,000134,4,all-cluster-heads,potential_game,grid,utility,utility,none,0,0,,coalition_game,6,,4;7;8;12,4;12;7,12;7,"{""7"": 55, ""12"": 54}","{""4"": 4848, ""7"": 4766, ""12"": 4856}",153952,43.212458286985544,10,40.0,200.0,1,ns3,899,0.5,10,12,28,,,[],[],7>4:5;12>4:4,,21,38,
