frames,total_quality_areas_mean,total_quality_areas_min,total_quality_areas_max,selected_areas_mean,selected_areas_min,selected_areas_max,selected_area_ratio_mean,selected_area_ratio_min,selected_area_ratio_max,total_gt_count_mean,total_gt_count_min,total_gt_count_max,selected_gt_count_mean,selected_gt_count_min,selected_gt_count_max,selected_gt_ratio_mean,selected_gt_ratio_min,selected_gt_ratio_max,mean_area_quality_mean,mean_area_quality_min,mean_area_quality_max,mean_confidence_weighted_quality_mean,mean_confidence_weighted_quality_min,mean_confidence_weighted_quality_max,leader_count_mean,leader_count_min,leader_count_max,leader_max_load_mean,leader_max_load_min,leader_max_load_max
11,33.000000,32.000000,35.000000,10.000000,10.000000,10.000000,0.303473,0.285714,0.312500,46.545455,45.000000,48.000000,22.000000,22.000000,22.000000,0.472790,0.458333,0.488889,0.836364,0.750000,0.916667,0.766486,0.637628,0.852492,8.454545,8.000000,9.000000,3.000000,3.000000,3.000000
