scenario_id,timestamp,receiver_id,receiver_policy,resource_allocation,upload_mode,grid_selection_mode,grid_score_mode,coverage_fallback,coverage_fallback_replacements,routing_hint_replacements,routing_hints_csv,clustering,cluster_count,cluster_member_ids,source_cav_ids,uploaded_source_ids,selected_grid_counts_json,point_counts_json,communication_bytes,channel_allocation,missing_channel_sources,pred_boxes,gt_boxes,skipped
2026_07_15_01_26_56,000078,15,all-cluster-heads,selective_random,grid,,,,,,,coalition_game,6,6;15,15;6,6,"{""6"": 54}","{""6"": 4513, ""15"": 4753}",72208,,6,17,19,
2026_07_15_01_26_56,000078,16,all-cluster-heads,selective_random,grid,,,,,,,coalition_game,6,5;7;16;20,16;20;7;5,20;7;5,"{""5"": 39, ""7"": 39, ""20"": 39}","{""5"": 4449, ""7"": 3773, ""16"": 4880, ""20"": 3043}",180240,,20;7;5,18,30,
2026_07_15_01_26_56,000078,17,all-cluster-heads,selective_random,grid,,,,,,,coalition_game,6,3;17;18,17;18;3,18;3,"{""3"": 59, ""18"": 55}","{""3"": 3786, ""17"": 4995, ""18"": 4993}",140464,,18;3,7,17,
2026_07_15_01_26_56,000080,1,all-cluster-heads,selective_random,grid,,,,,,,coalition_game,6,1;2;8;11,1;11;2;8,11;2;8,"{""2"": 39, ""8"": 39, ""11"": 39}","{""1"": 4933, ""2"": 3744, ""8"": 3958, ""11"": 3835}",184592,,11;2;8,28,46,
2026_07_15_01_26_56,000080,4,all-cluster-heads,selective_random,grid,,,,,,,coalition_game,6,4;9;12,4;12;9,12;9,"{""9"": 52, ""12"": 55}","{""4"": 4847, ""9"": 4857, ""12"": 2836}",123088,,12;9,19,46,
2026_07_15_01_26_56,000080,13,all-cluster-heads,selective_random,grid,,,,,,,coalition_game,6,10;13;14;19,13;10;19;14,10;19;14,"{""10"": 39, ""14"": 39, ""19"": 39}","{""10"": 3901, ""13"": 4772, ""14"": 2210, ""19"": 933}",112704,,10;19;14,10,32,
2026_07_15_01_26_56,000080,15,all-cluster-heads,selective_random,grid,,,,,,,coalition_game,6,6;15,15;6,6,"{""6"": 56}","{""6"": 4512, ""15"": 4751}",72192,,6,15,18,
2026_07_15_01_26_56,000080,16,all-cluster-heads,selective_random,grid,,,,,,,coalition_game,6,5;7;16;20,16;5;20;7,5;20;7,"{""5"": 39, ""7"": 39, ""20"": 39}","{""5"": 4380, ""7"": 1393, ""16"": 4897, ""20"": 2031}",124864,,5;20;7,18,30,
2026_07_15_01_26_56,000080,17,all-cluster-heads,selective_random,grid,,,,,,,coalition_game,6,3;17;18,17;18;3,18;3,"{""3"": 59, ""18"": 55}","{""3"": 3890, ""17"": 4990, ""18"": 4961}",141616,,18;3,7,18,
2026_07_15_01_26_56,000082,1,all-cluster-heads,selective_random,grid,,,,,,,coalition_game,6,1;2;8;11,1;8;11;2,8;11;2,"{""2"": 39, ""8"": 39, ""11"": 39}","{""1"": 4932, ""2"": 3223, ""8"": 4214, ""11"": 4024}",183376,,8;11;2,28,46,
