scenario_id,timestamp,receiver_id,receiver_policy,resource_allocation,upload_mode,grid_selection_mode,grid_score_mode,coverage_fallback,coverage_fallback_replacements,routing_hint_replacements,routing_hints_csv,clustering,cluster_count,cluster_member_ids,source_cav_ids,uploaded_source_ids,selected_grid_counts_json,point_counts_json,communication_bytes,channel_allocation,missing_channel_sources,pred_boxes,gt_boxes,skipped
2026_07_15_01_26_56,000078,16,all-cluster-heads,selective_edgecooper_global_hd,grid,,,,,,,coalition_game,6,5;7;16;20,16;5;3;7,5;3;7,"{""3"": 39, ""5"": 39, ""7"": 39}","{""3"": 4756, ""5"": 4502, ""7"": 4625, ""16"": 4880}",222128,,5;3;7,15,27,
2026_07_15_01_26_56,000078,17,all-cluster-heads,selective_edgecooper_global_hd,grid,,,,,,,coalition_game,6,3;17;18,17;18,18,"{""18"": 55}","{""17"": 4995, ""18"": 4993}",79888,,18,8,11,
2026_07_15_01_26_56,000080,1,all-cluster-heads,selective_edgecooper_global_hd,grid,,,,,,,coalition_game,6,1;2;8;11,1;8;11;2,8;11;2,"{""2"": 39, ""8"": 39, ""11"": 39}","{""1"": 4933, ""2"": 4317, ""8"": 4386, ""11"": 4521}",211584,,8;11;2,29,46,
2026_07_15_01_26_56,000080,4,all-cluster-heads,selective_edgecooper_global_hd,grid,,,,,,,coalition_game,6,4;9;12,4;12,12,"{""12"": 55}","{""4"": 4847, ""12"": 2836}",45376,,12,12,36,
2026_07_15_01_26_56,000080,13,all-cluster-heads,selective_edgecooper_global_hd,grid,,,,,,,coalition_game,6,10;13;14;19,13;10;19;9,10;19;9,"{""9"": 39, ""10"": 39, ""19"": 39}","{""9"": 3764, ""10"": 4812, ""13"": 4772, ""19"": 1545}",161936,,10;19;9,14,35,
2026_07_15_01_26_56,000080,15,all-cluster-heads,selective_edgecooper_global_hd,grid,,,,,,,coalition_game,6,6;15,15;6,6,"{""6"": 56}","{""6"": 4512, ""15"": 4751}",72192,,6,15,18,
2026_07_15_01_26_56,000080,16,all-cluster-heads,selective_edgecooper_global_hd,grid,,,,,,,coalition_game,6,5;7;16;20,16;5;3;7,5;3;7,"{""3"": 39, ""5"": 39, ""7"": 39}","{""3"": 4719, ""5"": 4508, ""7"": 4611, ""16"": 4897}",221408,,5;3;7,19,27,
2026_07_15_01_26_56,000080,17,all-cluster-heads,selective_edgecooper_global_hd,grid,,,,,,,coalition_game,6,3;17;18,17,,{},"{""17"": 4990}",0,,,9,11,
2026_07_15_01_26_56,000082,1,all-cluster-heads,selective_edgecooper_global_hd,grid,,,,,,,coalition_game,6,1;2;8;11,1;8;11;4,8;11;4,"{""4"": 39, ""8"": 39, ""11"": 39}","{""1"": 4932, ""4"": 4766, ""8"": 4386, ""11"": 4519}",218736,,8;11;4,33,46,
2026_07_15_01_26_56,000082,12,all-cluster-heads,selective_edgecooper_global_hd,grid,,,,,,,coalition_game,6,4;7;12,12;7,7,"{""7"": 58}","{""7"": 4888, ""12"": 4915}",78208,,7,19,33,
