scenario_id,timestamp,receiver_id,receiver_policy,resource_allocation,upload_mode,grid_selection_mode,grid_score_mode,coverage_fallback,coverage_fallback_replacements,routing_hint_replacements,routing_hints_csv,clustering,cluster_count,cluster_member_ids,source_cav_ids,uploaded_source_ids,selected_grid_counts_json,point_counts_json,communication_bytes,channel_allocation,missing_channel_sources,pred_boxes,gt_boxes,skipped
2026_07_15_01_26_56,000078,12,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,9;12,12;9,9,"{""9"": 12}","{""9"": 3295, ""12"": 4895}",52720,9>12:1,,10,32,
2026_07_15_01_26_56,000078,17,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,7;17,17;7,7,"{""7"": 11}","{""7"": 2738, ""17"": 4995}",43808,7>17:5,,11,15,
2026_07_15_01_26_56,000078,19,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,18;19,19;18,18,"{""18"": 4}","{""18"": 27, ""19"": 4823}",432,18>19:2,,0,14,
2026_07_15_01_26_56,000080,3,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,3;16,3;16,16,"{""16"": 8}","{""3"": 4937, ""16"": 1851}",29616,16>3:0,,10,26,
2026_07_15_01_26_56,000080,4,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,4;9,4;9,9,"{""9"": 15}","{""4"": 4847, ""9"": 3487}",55792,9>4:1,,18,39,
2026_07_15_01_26_56,000080,6,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,6;15,6;15,15,"{""15"": 20}","{""6"": 4637, ""15"": 3707}",59312,15>6:0,,11,18,
2026_07_15_01_26_56,000080,8,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,5;8,8;5,5,"{""5"": 14}","{""5"": 4061, ""8"": 4839}",64976,5>8:5,,18,32,
2026_07_15_01_26_56,000080,10,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,10;20,10;20,20,"{""20"": 20}","{""10"": 4924, ""20"": 4273}",68368,20>10:4,,27,36,
2026_07_15_01_26_56,000080,12,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,12;19,12;19,19,"{""19"": 14}","{""12"": 4905, ""19"": 3807}",60912,19>12:3,,9,28,
2026_07_15_01_26_56,000080,13,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,13;18,13;18,18,"{""18"": 21}","{""13"": 4772, ""18"": 378}",6048,18>13:2,,10,15,
2026_07_15_01_26_56,000080,17,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,7;17,17;7,7,"{""7"": 11}","{""7"": 2706, ""17"": 4990}",43296,7>17:6,,11,16,
