scenario_id,timestamp,receiver_id,receiver_policy,resource_allocation,upload_mode,grid_selection_mode,grid_score_mode,coverage_fallback,coverage_fallback_replacements,routing_hint_replacements,routing_hints_csv,clustering,cluster_count,cluster_member_ids,source_cav_ids,uploaded_source_ids,selected_grid_counts_json,point_counts_json,communication_bytes,channel_allocation,missing_channel_sources,pred_boxes,gt_boxes,skipped
2026_07_15_01_26_56,000060,1,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,1;6,1;6,6,"{""6"": 1}","{""1"": 4918, ""6"": 1}",16,6>1:2,,15,28,
2026_07_15_01_26_56,000060,3,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,3;7,3;7,7,"{""7"": 8}","{""3"": 4977, ""7"": 394}",6304,7>3:7,,11,17,
2026_07_15_01_26_56,000060,4,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,4;19,4;19,19,"{""19"": 18}","{""4"": 4886, ""19"": 4020}",64320,19>4:0,,12,32,
2026_07_15_01_26_56,000060,8,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,8;16,8;16,16,"{""16"": 14}","{""8"": 4838, ""16"": 2825}",45200,16>8:6,,23,36,
2026_07_15_01_26_56,000060,9,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,9;17,9;17,17,"{""17"": 14}","{""9"": 4858, ""17"": 532}",8512,17>9:3,,8,21,
2026_07_15_01_26_56,000060,10,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,10;20,10;20,20,"{""20"": 23}","{""10"": 4953, ""20"": 4343}",69488,20>10:5,,25,39,
2026_07_15_01_26_56,000060,12,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,5;12,12;5,5,"{""5"": 20}","{""5"": 4424, ""12"": 4891}",70784,5>12:4,,18,31,
2026_07_15_01_26_56,000060,13,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,13;18,13;18,18,"{""18"": 3}","{""13"": 4793, ""18"": 22}",352,18>13:1,,2,16,
2026_07_15_01_26_56,000062,3,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,3;16,3;16,16,"{""16"": 8}","{""3"": 4976, ""16"": 1580}",25280,16>3:0,,11,29,
2026_07_15_01_26_56,000062,4,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,4;19,4;19,19,"{""19"": 19}","{""4"": 4848, ""19"": 4008}",64128,19>4:1,,13,32,
2026_07_15_01_26_56,000062,6,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,6;15,6;15,15,"{""15"": 23}","{""6"": 4561, ""15"": 3899}",62384,15>6:0,,10,17,
2026_07_15_01_26_56,000062,8,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,5;8,8;5,5,"{""5"": 14}","{""5"": 4098, ""8"": 4838}",65568,5>8:5,,19,33,
2026_07_15_01_26_56,000062,10,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,10;20,10;20,20,"{""20"": 22}","{""10"": 4955, ""20"": 4281}",68496,20>10:4,,24,39,
2026_07_15_01_26_56,000062,12,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,9;12,12;9,9,"{""9"": 14}","{""9"": 3309, ""12"": 4894}",52944,9>12:3,,11,33,
2026_07_15_01_26_56,000062,13,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,13;18,13;18,18,"{""18"": 3}","{""13"": 4793, ""18"": 27}",432,18>13:2,,0,16,
2026_07_15_01_26_56,000062,17,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,7;17,17;7,7,"{""7"": 11}","{""7"": 3041, ""17"": 4985}",48656,7>17:6,,8,16,
2026_07_15_01_26_56,000064,3,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,3;16,3;16,16,"{""16"": 8}","{""3"": 4976, ""16"": 1628}",26048,16>3:0,,12,28,
2026_07_15_01_26_56,000064,4,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,4;19,4;19,19,"{""19"": 19}","{""4"": 4872, ""19"": 4019}",64304,19>4:1,,15,33,
2026_07_15_01_26_56,000064,6,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,6;15,6;15,15,"{""15"": 23}","{""6"": 4595, ""15"": 3863}",61808,15>6:0,,10,17,
2026_07_15_01_26_56,000064,8,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,5;8,8;5,5,"{""5"": 14}","{""5"": 4097, ""8"": 4837}",65552,5>8:5,,19,33,
2026_07_15_01_26_56,000064,10,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,10;20,10;20,20,"{""20"": 22}","{""10"": 4948, ""20"": 4283}",68528,20>10:4,,24,37,
2026_07_15_01_26_56,000064,12,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,9;12,12;9,9,"{""9"": 14}","{""9"": 3309, ""12"": 4896}",52944,9>12:3,,13,34,
2026_07_15_01_26_56,000064,13,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,13;18,13;18,18,"{""18"": 3}","{""13"": 4794, ""18"": 27}",432,18>13:2,,0,16,
2026_07_15_01_26_56,000064,17,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,7;17,17;7,7,"{""7"": 11}","{""7"": 3031, ""17"": 4966}",48496,7>17:6,,11,17,
2026_07_15_01_26_56,000066,1,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,1;6,1;6,6,"{""6"": 1}","{""1"": 4922, ""6"": 1}",16,6>1:2,,16,29,
2026_07_15_01_26_56,000066,3,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,3;16,3;16,16,"{""16"": 8}","{""3"": 4982, ""16"": 1656}",26496,16>3:6,,13,28,
2026_07_15_01_26_56,000066,4,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,4;19,4;19,19,"{""19"": 19}","{""4"": 4866, ""19"": 4019}",64304,19>4:0,,15,32,
2026_07_15_01_26_56,000066,8,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,5;8,8;5,5,"{""5"": 14}","{""5"": 4099, ""8"": 4838}",65584,5>8:5,,17,33,
2026_07_15_01_26_56,000066,10,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,10;20,10;20,20,"{""20"": 22}","{""10"": 4946, ""20"": 4283}",68528,20>10:4,,24,38,
2026_07_15_01_26_56,000066,12,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,9;12,12;9,9,"{""9"": 14}","{""9"": 3309, ""12"": 4884}",52944,9>12:1,,13,31,
2026_07_15_01_26_56,000066,13,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,13;18,13;18,18,"{""18"": 3}","{""13"": 4794, ""18"": 25}",400,18>13:3,,0,16,
2026_07_15_01_26_56,000066,17,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,7;17,17;7,7,"{""7"": 11}","{""7"": 3008, ""17"": 4984}",48128,7>17:7,,11,16,
2026_07_15_01_26_56,000068,1,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,1;6,1;6,6,"{""6"": 1}","{""1"": 4924, ""6"": 1}",16,6>1:2,,16,29,
2026_07_15_01_26_56,000068,3,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,3;16,3;16,16,"{""16"": 8}","{""3"": 4987, ""16"": 1697}",27152,16>3:6,,12,27,
2026_07_15_01_26_56,000068,4,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,4;19,4;19,19,"{""19"": 19}","{""4"": 4848, ""19"": 4017}",64272,19>4:0,,14,32,
2026_07_15_01_26_56,000068,8,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,5;8,8;5,5,"{""5"": 14}","{""5"": 4096, ""8"": 4838}",65536,5>8:5,,19,33,
2026_07_15_01_26_56,000068,10,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,10;20,10;20,20,"{""20"": 22}","{""10"": 4934, ""20"": 4285}",68560,20>10:4,,27,36,
2026_07_15_01_26_56,000068,12,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,9;12,12;9,9,"{""9"": 14}","{""9"": 3309, ""12"": 4882}",52944,9>12:1,,15,35,
2026_07_15_01_26_56,000068,13,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,13;18,13;18,18,"{""18"": 3}","{""13"": 4795, ""18"": 27}",432,18>13:3,,0,15,
2026_07_15_01_26_56,000068,17,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,7;17,17;7,7,"{""7"": 11}","{""7"": 2979, ""17"": 4976}",47664,7>17:7,,9,16,
2026_07_15_01_26_56,000070,1,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,1;6,1;6,6,"{""6"": 1}","{""1"": 4925, ""6"": 1}",16,6>1:2,,14,29,
2026_07_15_01_26_56,000070,3,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,3;16,3;16,16,"{""16"": 8}","{""3"": 4953, ""16"": 1729}",27664,16>3:6,,8,28,
2026_07_15_01_26_56,000070,4,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,4;19,4;19,19,"{""19"": 20}","{""4"": 4851, ""19"": 4019}",64304,19>4:0,,13,34,
2026_07_15_01_26_56,000070,8,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,5;8,8;5,5,"{""5"": 14}","{""5"": 4094, ""8"": 4840}",65504,5>8:5,,16,33,
2026_07_15_01_26_56,000070,10,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,10;20,10;20,20,"{""20"": 22}","{""10"": 4949, ""20"": 4285}",68560,20>10:4,,28,37,
2026_07_15_01_26_56,000070,12,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,9;12,12;9,9,"{""9"": 14}","{""9"": 3309, ""12"": 4888}",52944,9>12:1,,13,32,
2026_07_15_01_26_56,000070,13,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,13;18,13;18,18,"{""18"": 3}","{""13"": 4795, ""18"": 23}",368,18>13:3,,0,15,
2026_07_15_01_26_56,000070,17,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,7;17,17;7,7,"{""7"": 11}","{""7"": 2937, ""17"": 4972}",46992,7>17:7,,11,16,
2026_07_15_01_26_56,000072,3,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,3;16,3;16,16,"{""16"": 8}","{""3"": 4951, ""16"": 1747}",27952,16>3:0,,12,27,
2026_07_15_01_26_56,000072,4,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,4;19,4;19,19,"{""19"": 20}","{""4"": 4868, ""19"": 4013}",64208,19>4:1,,14,32,
2026_07_15_01_26_56,000072,6,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,6;15,6;15,15,"{""15"": 21}","{""6"": 4599, ""15"": 3788}",60608,15>6:0,,10,18,
2026_07_15_01_26_56,000072,8,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,5;8,8;5,5,"{""5"": 14}","{""5"": 4095, ""8"": 4842}",65520,5>8:5,,17,33,
2026_07_15_01_26_56,000072,10,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,10;20,10;20,20,"{""20"": 21}","{""10"": 4930, ""20"": 4269}",68304,20>10:4,,24,35,
2026_07_15_01_26_56,000072,12,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,9;12,12;9,9,"{""9"": 14}","{""9"": 3310, ""12"": 4892}",52960,9>12:2,,12,30,
2026_07_15_01_26_56,000072,13,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,13;18,13;18,18,"{""18"": 3}","{""13"": 4800, ""18"": 27}",432,18>13:3,,3,14,
2026_07_15_01_26_56,000072,17,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,7;17,17;7,7,"{""7"": 11}","{""7"": 2911, ""17"": 4977}",46576,7>17:6,,10,15,
2026_07_15_01_26_56,000074,3,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,3;16,3;16,16,"{""16"": 8}","{""3"": 4963, ""16"": 1773}",28368,16>3:0,,12,26,
2026_07_15_01_26_56,000074,4,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,4;19,4;19,19,"{""19"": 20}","{""4"": 4850, ""19"": 4012}",64192,19>4:1,,14,33,
2026_07_15_01_26_56,000074,6,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,6;15,6;15,15,"{""15"": 19}","{""6"": 4599, ""15"": 3752}",60032,15>6:0,,9,18,
2026_07_15_01_26_56,000074,8,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,5;8,8;5,5,"{""5"": 14}","{""5"": 4086, ""8"": 4842}",65376,5>8:5,,15,34,
2026_07_15_01_26_56,000074,10,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,10;20,10;20,20,"{""20"": 21}","{""10"": 4948, ""20"": 4271}",68336,20>10:4,,23,35,
2026_07_15_01_26_56,000074,12,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,9;12,12;9,9,"{""9"": 14}","{""9"": 3310, ""12"": 4881}",52960,9>12:2,,15,32,
2026_07_15_01_26_56,000074,13,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,13;18,13;18,18,"{""18"": 3}","{""13"": 4800, ""18"": 29}",464,18>13:3,,3,16,
2026_07_15_01_26_56,000074,17,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,7;17,17;7,7,"{""7"": 11}","{""7"": 2851, ""17"": 4954}",45616,7>17:6,,12,15,
2026_07_15_01_26_56,000076,3,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,3;16,3;16,16,"{""16"": 8}","{""3"": 4935, ""16"": 1799}",28784,16>3:0,,10,25,
2026_07_15_01_26_56,000076,4,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,4;9,4;9,9,"{""9"": 15}","{""4"": 4853, ""9"": 3487}",55792,9>4:1,,17,36,
2026_07_15_01_26_56,000076,6,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,6;15,6;15,15,"{""15"": 18}","{""6"": 4624, ""15"": 3743}",59888,15>6:0,,10,18,
2026_07_15_01_26_56,000076,8,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,5;8,8;5,5,"{""5"": 14}","{""5"": 4083, ""8"": 4841}",65328,5>8:5,,13,34,
2026_07_15_01_26_56,000076,10,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,10;20,10;20,20,"{""20"": 20}","{""10"": 4943, ""20"": 4271}",68336,20>10:4,,23,34,
2026_07_15_01_26_56,000076,12,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,12;19,12;19,19,"{""19"": 14}","{""12"": 4903, ""19"": 3809}",60944,19>12:2,,7,27,
2026_07_15_01_26_56,000076,13,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,13;18,13;18,18,"{""18"": 3}","{""13"": 4773, ""18"": 30}",480,18>13:3,,2,16,
2026_07_15_01_26_56,000076,17,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,7;17,17;7,7,"{""7"": 11}","{""7"": 2800, ""17"": 5003}",44800,7>17:6,,12,16,
2026_07_15_01_26_56,000078,3,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,3;16,3;16,16,"{""16"": 8}","{""3"": 4932, ""16"": 1819}",29104,16>3:0,,10,26,
2026_07_15_01_26_56,000078,6,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,6;15,6;15,15,"{""15"": 16}","{""6"": 4635, ""15"": 3723}",59568,15>6:0,,11,19,
2026_07_15_01_26_56,000078,8,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,5;8,8;5,5,"{""5"": 14}","{""5"": 4075, ""8"": 4841}",65200,5>8:4,,14,34,
2026_07_15_01_26_56,000078,10,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,10;20,10;20,20,"{""20"": 20}","{""10"": 4935, ""20"": 4273}",68368,20>10:3,,24,35,
