scenario_id,timestamp,receiver_id,receiver_policy,resource_allocation,upload_mode,grid_selection_mode,grid_score_mode,coverage_fallback,coverage_fallback_replacements,routing_hint_replacements,routing_hints_csv,clustering,cluster_count,cluster_member_ids,source_cav_ids,uploaded_source_ids,selected_grid_counts_json,point_counts_json,communication_bytes,channel_allocation,missing_channel_sources,pred_boxes,gt_boxes,skipped
2026_07_15_01_26_56,000060,3,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,3;12,3;12,12,"{""12"": 2}","{""3"": 4977, ""12"": 92}",1472,12>3:3,,9,28,
2026_07_15_01_26_56,000060,9,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,6;9,9;6,6,"{""6"": 31}","{""6"": 3620, ""9"": 4858}",57920,6>9:4,,15,28,
2026_07_15_01_26_56,000060,13,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,1;13,13;1,1,"{""1"": 22}","{""1"": 2684, ""13"": 4793}",42944,1>13:0,,13,26,
2026_07_15_01_26_56,000060,15,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,5;15,15;5,5,"{""5"": 6}","{""5"": 36, ""15"": 4740}",576,5>15:2,,13,18,
2026_07_15_01_26_56,000060,20,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,18;20,20;18,18,"{""18"": 12}","{""18"": 385, ""20"": 4909}",6160,18>20:1,,21,22,
2026_07_15_01_26_56,000062,3,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,3;12,3;12,12,"{""12"": 2}","{""3"": 4976, ""12"": 92}",1472,12>3:3,,7,26,
2026_07_15_01_26_56,000062,9,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,6;9,9;6,6,"{""6"": 30}","{""6"": 3598, ""9"": 4859}",57568,6>9:4,,13,28,
2026_07_15_01_26_56,000062,13,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,1;13,13;1,1,"{""1"": 22}","{""1"": 2704, ""13"": 4793}",43264,1>13:1,,12,26,
2026_07_15_01_26_56,000062,15,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,5;15,15;5,5,"{""5"": 6}","{""5"": 36, ""15"": 4745}",576,5>15:2,,15,18,
2026_07_15_01_26_56,000062,20,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,18;20,20;18,18,"{""18"": 10}","{""18"": 384, ""20"": 4908}",6144,18>20:0,,21,23,
2026_07_15_01_26_56,000064,3,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,3;12,3;12,12,"{""12"": 2}","{""3"": 4976, ""12"": 93}",1488,12>3:3,,6,25,
2026_07_15_01_26_56,000064,9,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,6;9,9;6,6,"{""6"": 30}","{""6"": 3598, ""9"": 4856}",57568,6>9:4,,13,28,
2026_07_15_01_26_56,000064,13,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,1;13,13;1,1,"{""1"": 22}","{""1"": 2712, ""13"": 4794}",43392,1>13:0,,14,25,
2026_07_15_01_26_56,000064,15,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,5;15,15;5,5,"{""5"": 6}","{""5"": 36, ""15"": 4750}",576,5>15:2,,14,18,
2026_07_15_01_26_56,000064,20,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,18;20,20;18,18,"{""18"": 12}","{""18"": 391, ""20"": 4908}",6256,18>20:1,,18,23,
2026_07_15_01_26_56,000066,3,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,3;4,3;4,4,"{""4"": 3}","{""3"": 4982, ""4"": 66}",1056,4>3:5,,4,33,
2026_07_15_01_26_56,000066,9,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,6;9,9;6,6,"{""6"": 30}","{""6"": 3577, ""9"": 4856}",57232,6>9:3,,13,27,
2026_07_15_01_26_56,000066,13,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,1;13,13;1,1,"{""1"": 22}","{""1"": 2715, ""13"": 4794}",43440,1>13:0,,13,26,
2026_07_15_01_26_56,000066,15,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,5;15,15;5,5,"{""5"": 6}","{""5"": 36, ""15"": 4740}",576,5>15:2,,13,18,
2026_07_15_01_26_56,000066,20,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,18;20,20;18,18,"{""18"": 11}","{""18"": 400, ""20"": 4909}",6400,18>20:1,,19,23,
2026_07_15_01_26_56,000068,3,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,3;12,3;12,12,"{""12"": 3}","{""3"": 4987, ""12"": 93}",1488,12>3:5,,7,26,
2026_07_15_01_26_56,000068,9,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,6;9,9;6,6,"{""6"": 31}","{""6"": 3571, ""9"": 4858}",57136,6>9:3,,13,28,
2026_07_15_01_26_56,000068,13,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,1;13,13;1,1,"{""1"": 22}","{""1"": 2709, ""13"": 4795}",43344,1>13:0,,13,26,
2026_07_15_01_26_56,000068,15,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,5;15,15;5,5,"{""5"": 6}","{""5"": 36, ""15"": 4743}",576,5>15:2,,15,18,
2026_07_15_01_26_56,000068,20,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,18;20,20;18,18,"{""18"": 13}","{""18"": 413, ""20"": 4909}",6608,18>20:1,,20,23,
2026_07_15_01_26_56,000070,3,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,3;12,3;12,12,"{""12"": 3}","{""3"": 4953, ""12"": 91}",1456,12>3:4,,7,26,
2026_07_15_01_26_56,000070,9,all-scheduled-receivers,fullperception_pcs,grid,utility,utility,none,0,0,,coalition_game,6,6;9,9;6,6,"{""6"": 31}","{""6"": 3544, ""9"": 4857}",56704,6>9:2,,13,27,
