line_no,channel,status,tx_rnti,dst_l2_id,harq_id,tb_size,tbler,sinr_avg,sinr_min,reason,frame,subframe,slot
965,PSCCH,FAIL,19,1,,,1,0.307068,0.244708,decoded_overlap,10,4,0
968,PSCCH,OK,14,9,,,0,3.31503,2.87033,,10,4,0
971,PSCCH,FAIL,19,1,,,1,0.10913,0.0817497,decoded_overlap,10,4,0
974,PSCCH,OK,19,1,,,0,2.83054,2.77299,,10,4,0
976,PSCCH,FAIL,14,9,,,1,0.29042,0.273413,decoded_overlap,10,4,0
981,PSCCH,FAIL,14,9,,,1,0.276251,0.26222,decoded_overlap,10,4,0
983,PSCCH,FAIL,19,1,,,1,0.205589,0.20451,decoded_overlap,10,4,0
987,PSCCH,FAIL,19,1,,,1,0.313395,0.284694,decoded_overlap,10,4,0
989,PSCCH,FAIL,14,9,,,1,0.0258484,0.0219724,decoded_overlap,10,4,0
992,PSCCH,OK,14,9,,,0,2.58807,2.21737,,10,4,0
994,PSCCH,FAIL,19,1,,,1,0.347031,0.307423,decoded_overlap,10,4,0
1000,PSSCH,FAIL,14,9,5,4057,1,100.527,0.761914,decode_fail,,,
1008,PSCCH,OK,2,1,,,0,24.4962,22.7631,,10,4,1
1010,PSCCH,FAIL,20,2,,,1,0.0318219,0.0301355,decoded_overlap,10,4,1
1012,PSCCH,FAIL,4,1,,,1,0.00852328,0.0076231,decoded_overlap,10,4,1
1014,PSCCH,OK,4,1,,,0.125375,0.933193,0.909208,,10,4,1
1016,PSCCH,FAIL,20,2,,,1,0.435015,0.391736,decoded_overlap,10,4,1
1018,PSCCH,FAIL,2,1,,,1,0.272974,0.25937,decoded_overlap,10,4,1
1020,PSCCH,OK,20,2,,,0.0015,1.24441,1.22221,,10,4,1
1022,PSCCH,FAIL,2,1,,,1,0.329912,0.329351,decoded_overlap,10,4,1
1024,PSCCH,FAIL,4,1,,,1,0.246113,0.239185,decoded_overlap,10,4,1
1026,PSCCH,OK,4,1,,,0,2.48497,2.19098,,10,4,1
1028,PSCCH,FAIL,20,2,,,1,0.219891,0.203935,decoded_overlap,10,4,1
1030,PSCCH,FAIL,2,1,,,1,0.12086,0.101224,decoded_overlap,10,4,1
1032,PSCCH,OK,4,1,,,0.0015,1.18424,1.1559,,10,4,1
1034,PSCCH,FAIL,20,2,,,1,0.421895,0.409488,decoded_overlap,10,4,1
1036,PSCCH,FAIL,2,1,,,1,0.192104,0.189549,decoded_overlap,10,4,1
1038,PSCCH,OK,2,1,,,0.125375,1.09488,0.782325,,10,4,1
1040,PSCCH,FAIL,4,1,,,1,0.40646,0.272657,decoded_overlap,10,4,1
1042,PSCCH,FAIL,20,2,,,1,0.24468,0.238852,decoded_overlap,10,4,1
1044,PSCCH,OK,4,1,,,0.0015,1.20709,1.07327,,10,4,1
1046,PSCCH,FAIL,20,2,,,1,0.373465,0.231449,decoded_overlap,10,4,1
1048,PSCCH,FAIL,2,1,,,1,0.229056,0.163802,decoded_overlap,10,4,1
1050,PSCCH,OK,20,2,,,0.0015,1.38245,1.12434,,10,4,1
1052,PSCCH,FAIL,4,1,,,1,0.285402,0.273171,decoded_overlap,10,4,1
1054,PSCCH,FAIL,2,1,,,1,0.248871,0.223017,decoded_overlap,10,4,1
1056,PSCCH,OK,20,2,,,0,4.83366,4.4357,,10,4,1
1058,PSCCH,FAIL,4,1,,,1,0.135467,0.119382,decoded_overlap,10,4,1
1060,PSCCH,FAIL,2,1,,,1,0.0554042,0.0534483,decoded_overlap,10,4,1
1062,PSCCH,OK,4,1,,,0.0015,1.15586,1.07035,,10,4,1
1064,PSCCH,FAIL,2,1,,,0.687838,0.842435,0.78481,decoded_overlap,10,4,1
