frame_index,timestamp,request_id,source_node,target_node,area_id,upload_type,plan_index,planned_bytes,tx_events,rx_events,drop_events,tx_bytes,rx_bytes,drop_bytes,matched,has_rlc_tx,has_rlc_rx,has_rlc_drop,rlc_complete,rlc_partial,rlc_no_rx
0,000060,1,20,5,,member_to_leader,1,13184,0,0,0,0,0,0,1,0,0,0,0,0,0
0,000060,2,5,21,,leader_to_rsu,2,2000,0,0,0,0,0,0,1,0,0,0,0,0,0
0,000060,3,2,11,,member_to_leader,3,1904,0,0,0,0,0,0,1,0,0,0,0,0,0
0,000060,4,11,21,,leader_to_rsu,4,2000,0,0,0,0,0,0,1,0,0,0,0,0,0
0,000060,5,2,21,,leader_to_rsu,5,2000,0,0,0,0,0,0,1,0,0,0,0,0,0
0,000060,6,10,9,,member_to_leader,6,2128,0,0,0,0,0,0,1,0,0,0,0,0,0
0,000060,7,9,21,,leader_to_rsu,7,2000,0,0,0,0,0,0,1,0,0,0,0,0,0
0,000060,8,11,21,,leader_to_rsu,8,2000,0,0,0,0,0,0,1,0,0,0,0,0,0
0,000060,9,16,7,,member_to_leader,9,784,0,0,0,0,0,0,1,0,0,0,0,0,0
0,000060,10,7,21,,leader_to_rsu,10,2000,0,0,0,0,0,0,1,0,0,0,0,0,0
0,000060,11,1,21,,leader_to_rsu,11,2000,0,0,0,0,0,0,1,0,0,0,0,0,0
0,000060,12,8,21,,leader_to_rsu,12,2000,0,0,0,0,0,0,1,0,0,0,0,0,0
0,000060,13,10,21,,leader_to_rsu,13,2000,0,0,0,0,0,0,1,0,0,0,0,0,0
0,000060,14,8,1,,member_to_leader,14,1616,0,0,0,0,0,0,1,0,0,0,0,0,0
0,000060,15,1,21,,leader_to_rsu,15,2000,0,0,0,0,0,0,1,0,0,0,0,0,0
0,000060,16,4,12,,member_to_leader,16,944,0,0,0,0,0,0,1,0,0,0,0,0,0
0,000060,17,12,21,,leader_to_rsu,17,2000,0,0,0,0,0,0,1,0,0,0,0,0,0
0,000060,18,12,21,,leader_to_rsu,18,2000,0,0,0,0,0,0,1,0,0,0,0,0,0
0,000060,19,1,8,,member_to_leader,19,1520,0,0,0,0,0,0,1,0,0,0,0,0,0
0,000060,20,8,21,,leader_to_rsu,20,2000,0,0,0,0,0,0,1,0,0,0,0,0,0
0,000060,21,12,21,,leader_to_rsu,21,2000,0,0,0,0,0,0,1,0,0,0,0,0,0
0,000060,22,12,21,,leader_to_rsu,22,2000,0,0,0,0,0,0,1,0,0,0,0,0,0
0,000060,23,7,21,,leader_to_rsu,23,2000,0,0,0,0,0,0,1,0,0,0,0,0,0
0,000060,24,20,16,,member_to_leader,24,12192,0,0,0,0,0,0,1,0,0,0,0,0,0
0,000060,25,16,21,,leader_to_rsu,25,2000,0,0,0,0,0,0,1,0,0,0,0,0,0
0,000060,26,7,21,,leader_to_rsu,26,2000,0,0,0,0,0,0,1,0,0,0,0,0,0
0,000060,27,10,21,,leader_to_rsu,27,2000,0,0,0,0,0,0,1,0,0,0,0,0,0
0,000060,28,4,21,,leader_to_rsu,28,2000,0,0,0,0,0,0,1,0,0,0,0,0,0
0,000060,29,9,10,,member_to_leader,29,3072,0,0,0,0,0,0,1,0,0,0,0,0,0
0,000060,30,10,21,,leader_to_rsu,30,2000,0,0,0,0,0,0,1,0,0,0,0,0,0
0,000060,31,7,20,,member_to_leader,31,2336,0,0,0,0,0,0,1,0,0,0,0,0,0
0,000060,32,20,21,,leader_to_rsu,32,2000,0,0,0,0,0,0,1,0,0,0,0,0,0
0,000060,33,12,4,,member_to_leader,33,9936,0,0,0,0,0,0,1,0,0,0,0,0,0
0,000060,34,4,21,,leader_to_rsu,34,2000,0,0,0,0,0,0,1,0,0,0,0,0,0
0,000060,35,8,1,,member_to_leader,35,2992,0,0,0,0,0,0,1,0,0,0,0,0,0
0,000060,36,1,21,,leader_to_rsu,36,2000,0,0,0,0,0,0,1,0,0,0,0,0,0
0,000060,37,9,19,,member_to_leader,37,6320,0,0,0,0,0,0,1,0,0,0,0,0,0
0,000060,38,19,21,,leader_to_rsu,38,2000,0,0,0,0,0,0,1,0,0,0,0,0,0
0,000060,39,10,21,,leader_to_rsu,39,2000,0,0,0,0,0,0,1,0,0,0,0,0,0
0,000060,40,11,21,,leader_to_rsu,40,2000,0,0,0,0,0,0,1,0,0,0,0,0,0
0,000060,41,7,4,,member_to_leader,41,1952,0,0,0,0,0,0,1,0,0,0,0,0,0
0,000060,42,4,21,,leader_to_rsu,42,2000,0,0,0,0,0,0,1,0,0,0,0,0,0
0,000060,43,12,4,,member_to_leader,43,2736,0,0,0,0,0,0,1,0,0,0,0,0,0
0,000060,44,4,21,,leader_to_rsu,44,2000,0,0,0,0,0,0,1,0,0,0,0,0,0
0,000060,45,4,12,,member_to_leader,45,2272,0,0,0,0,0,0,1,0,0,0,0,0,0
0,000060,46,12,21,,leader_to_rsu,46,2000,0,0,0,0,0,0,1,0,0,0,0,0,0
1,000062,47,20,5,,member_to_leader,47,13184,5,3,0,13275,5137,0,1,1,1,0,0,1,0
1,000062,48,5,21,,leader_to_rsu,48,2000,1,0,0,2083,0,0,1,1,0,0,0,0,1
1,000062,49,2,11,,member_to_leader,49,1920,1,0,0,2003,0,0,1,1,0,0,0,0,1
1,000062,50,11,21,,leader_to_rsu,50,2000,1,0,0,2083,0,0,1,1,0,0,0,0,1
1,000062,51,2,21,,leader_to_rsu,51,2000,1,0,0,2083,0,0,1,1,0,0,0,0,1
1,000062,52,1,21,,leader_to_rsu,52,2000,1,1,0,2083,2083,0,1,1,1,0,1,0,0
1,000062,53,10,9,,member_to_leader,53,2224,1,0,0,2307,0,0,1,1,0,0,0,0,1
1,000062,54,9,21,,leader_to_rsu,54,2000,1,0,0,2083,0,0,1,1,0,0,0,0,1
1,000062,55,11,21,,leader_to_rsu,55,2000,1,0,0,2083,0,0,1,1,0,0,0,0,1
1,000062,56,20,7,,member_to_leader,56,784,1,0,0,867,0,0,1,1,0,0,0,0,1
1,000062,57,7,21,,leader_to_rsu,57,2000,1,0,0,2083,0,0,1,1,0,0,0,0,1
1,000062,58,1,8,,member_to_leader,58,2816,1,0,0,2899,0,0,1,1,0,0,0,0,1
1,000062,59,8,21,,leader_to_rsu,59,2000,1,0,0,2083,0,0,1,1,0,0,0,0,1
1,000062,60,4,12,,member_to_leader,60,208,1,0,0,3494,0,0,1,1,0,0,0,0,1
1,000062,61,12,21,,leader_to_rsu,61,2000,1,0,0,2083,0,0,1,1,0,0,0,0,1
1,000062,62,8,21,,leader_to_rsu,62,2000,1,0,0,2083,0,0,1,1,0,0,0,0,1
1,000062,63,10,21,,leader_to_rsu,63,2000,1,0,0,2083,0,0,1,1,0,0,0,0,1
1,000062,64,12,4,,member_to_leader,64,1536,1,0,0,4069,0,0,1,1,0,0,0,0,1
1,000062,65,4,21,,leader_to_rsu,65,2000,1,0,0,2083,0,0,1,1,0,0,0,0,1
1,000062,66,8,1,,member_to_leader,66,4112,2,0,0,7270,0,0,1,1,0,0,0,0,1
1,000062,67,1,21,,leader_to_rsu,67,2000,1,0,0,2083,0,0,1,1,0,0,0,0,1
1,000062,68,12,21,,leader_to_rsu,68,2000,1,0,0,2083,0,0,1,1,0,0,0,0,1
1,000062,69,7,21,,leader_to_rsu,69,2000,1,0,0,2083,0,0,1,1,0,0,0,0,1
1,000062,70,20,16,,member_to_leader,70,12112,4,2,0,12201,4075,0,1,1,1,0,0,1,0
1,000062,71,16,21,,leader_to_rsu,71,2000,1,0,0,2083,0,0,1,1,0,0,0,0,1
1,000062,72,7,21,,leader_to_rsu,72,2000,1,0,0,2083,0,0,1,1,0,0,0,0,1
1,000062,73,10,21,,leader_to_rsu,73,2000,1,0,0,2083,0,0,1,1,0,0,0,0,1
1,000062,74,4,21,,leader_to_rsu,74,2000,1,0,0,2083,0,0,1,1,0,0,0,0,1
1,000062,75,9,10,,member_to_leader,75,3072,1,0,0,3155,0,0,1,1,0,0,0,0,1
1,000062,76,10,21,,leader_to_rsu,76,2000,1,0,0,2083,0,0,1,1,0,0,0,0,1
1,000062,77,7,20,,member_to_leader,77,2320,1,0,0,2403,0,0,1,1,0,0,0,0,1
1,000062,78,20,21,,leader_to_rsu,78,2000,1,0,0,2083,0,0,1,1,0,0,0,0,1
1,000062,79,4,12,,member_to_leader,79,3120,0,0,0,0,0,0,1,0,0,0,0,0,0
1,000062,80,12,21,,leader_to_rsu,80,2000,1,1,0,2083,2083,0,1,1,1,0,1,0,0
1,000062,81,8,1,,member_to_leader,81,2992,1,1,0,4,4,0,1,1,1,0,1,0,0
1,000062,82,1,21,,leader_to_rsu,82,2000,1,0,0,2083,0,0,1,1,0,0,0,0,1
1,000062,83,9,19,,member_to_leader,83,6320,3,1,0,6407,4,0,1,1,1,0,0,1,0
1,000062,84,19,21,,leader_to_rsu,84,2000,1,0,0,2083,0,0,1,1,0,0,0,0,1
1,000062,85,10,21,,leader_to_rsu,85,2000,1,0,0,2083,0,0,1,1,0,0,0,0,1
1,000062,86,7,21,,leader_to_rsu,86,2000,1,0,0,2083,0,0,1,1,0,0,0,0,1
1,000062,87,11,21,,leader_to_rsu,87,2000,1,0,0,2083,0,0,1,1,0,0,0,0,1
1,000062,88,12,21,,leader_to_rsu,88,2000,1,0,0,2083,0,0,1,1,0,0,0,0,1
1,000062,89,12,4,,member_to_leader,89,2736,2,2,0,373,373,0,1,1,1,0,1,0,0
1,000062,90,4,21,,leader_to_rsu,90,2000,1,1,0,2083,2083,0,1,1,1,0,1,0,0
1,000062,91,7,4,,member_to_leader,91,2000,1,0,0,2083,0,0,1,1,0,0,0,0,1
1,000062,92,4,21,,leader_to_rsu,92,2000,1,0,0,2083,0,0,1,1,0,0,0,0,1
2,000064,93,20,5,,member_to_leader,93,13184,5,3,0,13275,5137,0,1,1,1,0,0,1,0
2,000064,94,5,21,,leader_to_rsu,94,2000,1,0,0,2083,0,0,1,1,0,0,0,0,1
2,000064,95,2,11,,member_to_leader,95,2048,1,1,0,2131,2131,0,1,1,1,0,1,0,0
2,000064,96,11,21,,leader_to_rsu,96,2000,1,0,0,2083,0,0,1,1,0,0,0,0,1
2,000064,97,2,21,,leader_to_rsu,97,2000,1,0,0,2083,0,0,1,1,0,0,0,0,1
2,000064,98,1,21,,leader_to_rsu,98,2000,1,0,0,2083,0,0,1,1,0,0,0,0,1
2,000064,99,10,9,,member_to_leader,99,2384,1,0,0,2467,0,0,1,1,0,0,0,0,1
2,000064,100,9,21,,leader_to_rsu,100,2000,1,0,0,2083,0,0,1,1,0,0,0,0,1
2,000064,101,11,21,,leader_to_rsu,101,2000,1,1,0,2083,2083,0,1,1,1,0,1,0,0
2,000064,102,10,21,,leader_to_rsu,102,2000,1,0,0,2083,0,0,1,1,0,0,0,0,1
2,000064,103,20,7,,member_to_leader,103,800,1,0,0,883,0,0,1,1,0,0,0,0,1
2,000064,104,7,21,,leader_to_rsu,104,2000,1,0,0,2083,0,0,1,1,0,0,0,0,1
2,000064,105,8,21,,leader_to_rsu,105,2000,1,0,0,2083,0,0,1,1,0,0,0,0,1
2,000064,106,8,1,,member_to_leader,106,1616,1,0,0,4069,0,0,1,1,0,0,0,0,1
2,000064,107,1,21,,leader_to_rsu,107,2000,1,0,0,2083,0,0,1,1,0,0,0,0,1
2,000064,108,4,12,,member_to_leader,108,912,1,0,0,4006,0,0,1,1,0,0,0,0,1
2,000064,109,12,21,,leader_to_rsu,109,2000,1,0,0,2083,0,0,1,1,0,0,0,0,1
2,000064,110,12,4,,member_to_leader,110,512,1,0,0,3446,0,0,1,1,0,0,0,0,1
2,000064,111,4,21,,leader_to_rsu,111,2000,1,0,0,2083,0,0,1,1,0,0,0,0,1
2,000064,112,1,8,,member_to_leader,112,1520,1,0,0,1603,0,0,1,1,0,0,0,0,1
2,000064,113,8,21,,leader_to_rsu,113,2000,1,0,0,2083,0,0,1,1,0,0,0,0,1
2,000064,114,12,21,,leader_to_rsu,114,2000,1,0,0,2083,0,0,1,1,0,0,0,0,1
2,000064,115,7,21,,leader_to_rsu,115,2000,1,0,0,2083,0,0,1,1,0,0,0,0,1
2,000064,116,7,21,,leader_to_rsu,116,2000,1,0,0,2083,0,0,1,1,0,0,0,0,1
2,000064,117,16,21,,leader_to_rsu,117,2000,1,0,0,2083,0,0,1,1,0,0,0,0,1
2,000064,118,10,21,,leader_to_rsu,118,2000,1,0,0,2083,0,0,1,1,0,0,0,0,1
2,000064,119,4,21,,leader_to_rsu,119,2000,1,0,0,2083,0,0,1,1,0,0,0,0,1
2,000064,120,9,10,,member_to_leader,120,3072,1,0,0,3155,0,0,1,1,0,0,0,0,1
2,000064,121,10,21,,leader_to_rsu,121,2000,1,0,0,2083,0,0,1,1,0,0,0,0,1
2,000064,122,4,12,,member_to_leader,122,2928,0,0,0,0,0,0,1,0,0,0,0,0,0
2,000064,123,12,21,,leader_to_rsu,123,2000,1,0,0,2083,0,0,1,1,0,0,0,0,1
2,000064,124,8,1,,member_to_leader,124,2992,2,1,0,709,4,0,1,1,1,0,0,1,0
2,000064,125,1,21,,leader_to_rsu,125,2000,1,0,0,2083,0,0,1,1,0,0,0,0,1
2,000064,126,9,19,,member_to_leader,126,6320,3,1,0,6407,4,0,1,1,1,0,0,1,0
2,000064,127,19,21,,leader_to_rsu,127,2000,1,0,0,2083,0,0,1,1,0,0,0,0,1
2,000064,128,7,21,,leader_to_rsu,128,2000,1,0,0,2083,0,0,1,1,0,0,0,0,1
2,000064,129,10,21,,leader_to_rsu,129,2000,1,0,0,2083,0,0,1,1,0,0,0,0,1
2,000064,130,11,21,,leader_to_rsu,130,2000,1,0,0,2083,0,0,1,1,0,0,0,0,1
2,000064,131,12,21,,leader_to_rsu,131,2000,1,1,0,2083,2083,0,1,1,1,0,1,0,0
2,000064,132,12,4,,member_to_leader,132,2768,0,0,0,0,0,0,1,0,0,0,0,0,0
2,000064,133,4,21,,leader_to_rsu,133,2000,1,0,0,2083,0,0,1,1,0,0,0,0,1
2,000064,134,7,4,,member_to_leader,134,2192,1,0,0,2275,0,0,1,1,0,0,0,0,1
2,000064,135,4,21,,leader_to_rsu,135,2000,1,0,0,2083,0,0,1,1,0,0,0,0,1
2,000064,136,10,20,,member_to_leader,136,1808,1,0,0,1891,0,0,1,1,0,0,0,0,1
2,000064,137,20,21,,leader_to_rsu,137,2000,1,0,0,2083,0,0,1,1,0,0,0,0,1
