frames,area_count_mean,area_count_max,covered_area_count_mean,covered_area_count_max,avg_group_size_mean,avg_group_size_max,avg_group_confidence_mean,avg_group_confidence_max,local_upload_packets_mean,local_upload_packets_max,leader_upload_packets_mean,leader_upload_packets_max,control_assignment_bytes_mean,control_assignment_bytes_max,local_upload_bytes_mean,local_upload_bytes_max,leader_upload_bytes_mean,leader_upload_bytes_max,broadcast_bytes_mean,broadcast_bytes_max,total_byte_proxy_mean,total_byte_proxy_max,leader_count_mean,leader_count_max,leader_max_load_mean,leader_max_load_max
11,275.000000,283.000000,275.000000,283.000000,1.259892,1.283088,0.343475,0.348875,71.454545,77.000000,275.000000,283.000000,17600.000000,18112.000000,714545.454545,770000.000000,550000.000000,566000.000000,2000.000000,2000.000000,1284145.454545,1333408.000000,17.727273,19.000000,57.272727,60.000000
