frames,total_quality_areas_mean,total_quality_areas_min,total_quality_areas_max,selected_areas_mean,selected_areas_min,selected_areas_max,selected_area_ratio_mean,selected_area_ratio_min,selected_area_ratio_max,total_gt_count_mean,total_gt_count_min,total_gt_count_max,selected_gt_count_mean,selected_gt_count_min,selected_gt_count_max,selected_gt_ratio_mean,selected_gt_ratio_min,selected_gt_ratio_max,mean_area_quality_mean,mean_area_quality_min,mean_area_quality_max,mean_confidence_weighted_quality_mean,mean_confidence_weighted_quality_min,mean_confidence_weighted_quality_max,leader_count_mean,leader_count_min,leader_count_max,leader_max_load_mean,leader_max_load_min,leader_max_load_max
11,33.000000,32.000000,35.000000,20.000000,20.000000,20.000000,0.606946,0.571429,0.625000,46.545455,45.000000,48.000000,34.363636,33.000000,35.000000,0.738288,0.717391,0.755556,0.827273,0.775000,0.883333,0.763475,0.691252,0.827641,11.363636,11.000000,12.000000,4.090909,4.000000,5.000000
