objective,delta_g,instances,mean_relative_gap,median_relative_gap,p90_relative_gap,max_relative_gap,mean_absolute_gap,mean_greedy_packet_count,mean_optimal_packet_count
O3_confidence_latency_ratio,0.050000,11,0.050486,0.034483,0.063671,0.128245,0.038736,3.000000,3.454545
O3_confidence_latency_ratio,0.075000,11,0.050486,0.034483,0.063671,0.128245,0.038736,3.000000,3.454545
O3_confidence_latency_ratio,0.100000,11,0.050486,0.034483,0.063671,0.128245,0.038736,3.000000,3.454545
O3_confidence_latency_ratio,0.125000,11,0.050486,0.034483,0.063671,0.128245,0.038736,3.000000,3.454545
