timestamp,senders_with_boxes,total_boxes,broadcast_messages,broadcast_packets,broadcast_bytes,broadcast_mbps,broadcast_scheduled_ms,broadcast_deadline_ok,broadcast_random_access_delivery_ratio,broadcast_random_access_full_success_prob,alltoall_messages,alltoall_packets,alltoall_bytes,alltoall_mbps,alltoall_scheduled_ms,alltoall_deadline_ok,alltoall_random_access_delivery_ratio,alltoall_random_access_full_success_prob,contention_rounds
000060,18,146,18,25,19840,1.587200,2.061333,1,1.000000,1.000000,342,475,376960,30.156800,36.266667,1,0.000000,0.000000,100
000062,18,151,18,27,20480,1.638400,2.101333,1,1.000000,1.000000,342,513,389120,31.129600,37.984000,1,0.000000,0.000000,100
000064,18,147,18,28,19968,1.597440,2.101333,1,1.000000,1.000000,342,532,379392,30.351360,37.797333,1,0.000000,0.000000,100
000066,18,149,18,28,20224,1.617920,2.133333,1,1.000000,1.000000,342,532,384256,30.740480,38.138667,1,0.000000,0.000000,100
000068,19,153,19,30,20800,1.664000,2.186667,1,1.000000,1.000000,361,570,395200,31.616000,39.602667,1,0.000000,0.000000,100
000070,18,145,18,28,19712,1.576960,2.061333,1,1.000000,1.000000,342,532,374528,29.962240,37.488000,1,0.000000,0.000000,100
000072,18,138,18,25,18816,1.505280,1.976000,1,1.000000,1.000000,342,475,357504,28.600320,34.954667,1,0.000000,0.000000,100
000074,19,153,19,30,20800,1.664000,2.178667,1,1.000000,1.000000,361,570,395200,31.616000,39.624000,1,0.000000,0.000000,100
000076,19,146,19,27,19904,1.592320,2.061333,1,1.000000,1.000000,361,513,378176,30.254080,37.248000,1,0.000000,0.000000,100
000078,19,153,19,30,20800,1.664000,2.178667,1,1.000000,1.000000,361,570,395200,31.616000,39.624000,1,0.000000,0.000000,100
000080,19,160,19,28,21696,1.735680,2.200000,1,1.000000,1.000000,361,532,412224,32.977920,39.984000,1,0.000000,0.000000,100
000082,19,148,19,29,20160,1.612800,2.146667,1,1.000000,1.000000,361,551,383040,30.643200,38.517333,1,0.000000,0.000000,100
000084,19,150,19,29,20416,1.633280,2.146667,1,1.000000,1.000000,361,551,387904,31.032320,38.773333,1,0.000000,0.000000,100
000086,19,150,19,29,20416,1.633280,2.218667,1,1.000000,1.000000,361,551,387904,31.032320,38.826667,1,0.000000,0.000000,100
000088,19,158,19,27,21440,1.715200,2.232000,1,1.000000,1.000000,361,513,407360,32.588800,39.200000,1,0.000000,0.000000,100
000090,18,153,18,29,20736,1.658880,2.146667,1,1.000000,1.000000,342,551,393984,31.518720,39.200000,1,0.000000,0.000000,100
000092,18,154,18,28,20864,1.669120,2.186667,1,1.000000,1.000000,342,532,396416,31.713280,38.906667,1,0.000000,0.000000,100
