timestamp,senders_with_boxes,total_boxes,broadcast_messages,broadcast_packets,broadcast_bytes,broadcast_mbps,broadcast_scheduled_ms,broadcast_deadline_ok,broadcast_random_access_delivery_ratio,broadcast_random_access_full_success_prob,alltoall_messages,alltoall_packets,alltoall_bytes,alltoall_mbps,alltoall_scheduled_ms,alltoall_deadline_ok,alltoall_random_access_delivery_ratio,alltoall_random_access_full_success_prob,contention_rounds
000094,18,163,18,29,22016,1.761280,2.304000,1,1.000000,1.000000,342,551,418304,33.464320,40.832000,1,0.000000,0.000000,100
000096,17,156,17,28,21056,1.684480,2.146667,1,1.000000,1.000000,323,532,400064,32.005120,39.162667,1,0.000000,0.000000,100
000098,18,161,18,29,21760,1.740800,2.232000,1,1.000000,1.000000,342,551,413440,33.075200,40.533333,1,0.000000,0.000000,100
000100,18,156,18,29,21120,1.689600,2.232000,1,1.000000,1.000000,342,551,401280,32.102400,39.712000,1,0.000000,0.000000,100
000102,18,158,18,28,21376,1.710080,2.232000,1,1.000000,1.000000,342,532,406144,32.491520,39.536000,1,0.000000,0.000000,100
000104,18,158,18,29,21376,1.710080,2.232000,1,1.000000,1.000000,342,551,406144,32.491520,40.053333,1,0.000000,0.000000,100
000106,17,150,17,27,20288,1.623040,2.061333,1,1.000000,1.000000,323,513,385472,30.837760,37.760000,1,0.000000,0.000000,100
000108,17,149,17,27,20160,1.612800,2.061333,1,1.000000,1.000000,323,513,383040,30.643200,37.589333,1,0.000000,0.000000,100
000110,17,156,17,28,21056,1.684480,2.186667,1,1.000000,1.000000,323,532,400064,32.005120,39.162667,1,0.000000,0.000000,100
000112,17,148,17,27,20032,1.602560,2.101333,1,1.000000,1.000000,323,513,380608,30.448640,37.418667,1,0.000000,0.000000,100
000114,18,151,18,31,20480,1.638400,2.218667,1,1.000000,1.000000,342,589,389120,31.129600,39.640000,1,0.000000,0.000000,100
000116,18,165,18,30,22272,1.781760,2.317333,1,1.000000,1.000000,342,570,423168,33.853440,41.480000,1,0.000000,0.000000,100
000118,18,162,18,32,21888,1.751040,2.336000,1,1.000000,1.000000,342,608,415872,33.269760,41.885333,1,0.000000,0.000000,100
000120,18,157,18,30,21248,1.699840,2.218667,1,1.000000,1.000000,342,570,403712,32.296960,40.189333,1,0.000000,0.000000,100
000122,18,153,18,29,20736,1.658880,2.146667,1,1.000000,1.000000,342,551,393984,31.518720,39.232000,1,0.000000,0.000000,100
000124,17,155,17,28,20928,1.674240,2.186667,1,1.000000,1.000000,323,532,397632,31.810560,39.024000,1,0.000000,0.000000,100
000126,18,154,18,30,20864,1.669120,2.218667,1,1.000000,1.000000,342,570,396416,31.713280,39.677333,1,0.000000,0.000000,100
000128,18,154,18,29,20864,1.669120,2.218667,1,1.000000,1.000000,342,551,396416,31.713280,39.402667,1,0.000000,0.000000,100
000130,17,149,17,28,20160,1.612800,2.101333,1,1.000000,1.000000,323,532,383040,30.643200,38.053333,1,0.000000,0.000000,100
000132,17,150,17,29,20288,1.623040,2.133333,1,1.000000,1.000000,323,551,385472,30.837760,38.688000,1,0.000000,0.000000,100
000134,17,146,17,29,19776,1.582080,2.101333,1,1.000000,1.000000,323,551,375744,30.059520,38.005333,1,0.000000,0.000000,100
000136,17,150,17,29,20288,1.623040,2.133333,1,1.000000,1.000000,323,551,385472,30.837760,38.666667,1,0.000000,0.000000,100
000138,17,154,17,30,20800,1.664000,2.186667,1,1.000000,1.000000,323,570,395200,31.616000,39.592000,1,0.000000,0.000000,100
000140,17,147,17,28,19904,1.592320,2.101333,1,1.000000,1.000000,323,532,378176,30.254080,37.712000,1,0.000000,0.000000,100
