line_no,frame_index,event,rnti,lcid,source_node,target_node,request_id,sn,fi,size,harq_id,bwp_id,layer,vr_ur,vr_uh,timestamp,area_id,upload_type,plan_index,pkt_id,matched
1902,2,TX,19,5,19,1,26,5,3,83,12,0,0,,,000064,11_5,leader_to_rsu,118,118,1
1906,2,TX,21,5,21,1,18,5,3,83,12,0,0,,,000064,11_8,leader_to_rsu,110,110,1
2005,2,RX,1,5,13,1,23,4,3,400,,,,,,000064,13_0,leader_to_rsu,115,115,1
2006,2,RX,1,5,3,1,17,4,3,400,,,,,,000064,11_7,leader_to_rsu,109,109,1
2007,2,RX,1,5,2,1,25,4,3,400,,,,,,000064,14_10,leader_to_rsu,117,117,1
2008,2,RX,12,5,21,12,3,5,3,400,,,,,,000064,15_2,member_to_leader,95,95,1
2009,2,RX,16,5,5,16,2,9,3,400,,,,,,000064,11_8,member_to_leader,94,94,1
2021,2,TX,5,5,5,16,2,12,3,400,12,0,0,,,000064,11_8,member_to_leader,94,94,1
2022,2,TX,14,5,14,17,1,7,3,400,13,0,0,,,000064,12_9,member_to_leader,93,93,1
2023,2,TX,21,5,21,12,3,7,3,400,13,0,0,,,000064,15_2,member_to_leader,95,95,1
2104,2,RX,1,5,19,1,26,4,3,400,,,,,,000064,11_5,leader_to_rsu,118,118,1
2105,2,RX,1,5,14,1,24,4,3,400,,,,,,000064,14_1,leader_to_rsu,116,116,1
2106,2,RX,1,5,2,1,25,5,3,83,,,,,,000064,14_10,leader_to_rsu,117,117,1
2107,2,RX,16,5,5,16,2,10,3,400,,,,,,000064,11_8,member_to_leader,94,94,1
2117,2,TX,5,5,5,16,2,13,3,400,13,0,0,,,000064,11_8,member_to_leader,94,94,1
2121,2,TX,14,5,14,17,1,8,3,400,14,0,0,,,000064,12_9,member_to_leader,93,93,1
2125,2,TX,21,5,21,12,3,8,3,400,14,0,0,,,000064,15_2,member_to_leader,95,95,1
2194,2,RX,1,5,3,1,17,5,3,83,,,,,,000064,11_7,leader_to_rsu,109,109,1
2195,2,RX,12,5,21,12,3,6,3,400,,,,,,000064,15_2,member_to_leader,95,95,1
2196,2,RX,16,5,5,16,2,11,3,400,,,,,,000064,11_8,member_to_leader,94,94,1
2206,2,TX,5,5,5,16,2,14,3,400,14,0,0,,,000064,11_8,member_to_leader,94,94,1
2210,2,TX,14,5,14,17,1,9,3,400,15,0,0,,,000064,12_9,member_to_leader,93,93,1
2214,2,TX,21,5,21,12,3,9,3,400,15,0,0,,,000064,15_2,member_to_leader,95,95,1
2269,2,RX,1,5,19,1,26,5,3,83,,,,,,000064,11_5,leader_to_rsu,118,118,1
2270,2,RX,1,5,14,1,24,5,3,83,,,,,,000064,14_1,leader_to_rsu,116,116,1
2271,2,RX,16,5,5,16,2,12,3,400,,,,,,000064,11_8,member_to_leader,94,94,1
2281,2,TX,5,5,5,16,2,15,3,400,15,0,0,,,000064,11_8,member_to_leader,94,94,1
2285,2,TX,14,5,14,17,1,10,3,400,0,0,0,,,000064,12_9,member_to_leader,93,93,1
2289,2,TX,21,5,21,12,3,10,3,400,0,0,0,,,000064,15_2,member_to_leader,95,95,1
2344,2,RX,12,5,21,12,3,7,3,400,,,,,,000064,15_2,member_to_leader,95,95,1
2345,2,RX,16,5,5,16,2,13,3,400,,,,,,000064,11_8,member_to_leader,94,94,1
2346,2,RX,17,5,14,17,1,7,3,400,,,,,,000064,12_9,member_to_leader,93,93,1
2356,2,TX,5,5,5,16,2,16,3,400,0,0,0,,,000064,11_8,member_to_leader,94,94,1
2360,2,TX,14,5,14,17,1,11,3,400,1,0,0,,,000064,12_9,member_to_leader,93,93,1
2364,2,TX,21,5,21,12,3,11,3,400,1,0,0,,,000064,15_2,member_to_leader,95,95,1
2419,2,RX,12,5,21,12,3,8,3,400,,,,,,000064,15_2,member_to_leader,95,95,1
2420,2,RX,16,5,5,16,2,14,3,400,,,,,,000064,11_8,member_to_leader,94,94,1
2421,2,RX,17,5,14,17,1,8,3,400,,,,,,000064,12_9,member_to_leader,93,93,1
2431,2,TX,5,5,5,16,2,17,3,400,1,0,0,,,000064,11_8,member_to_leader,94,94,1
2435,2,TX,14,5,14,17,1,12,3,400,2,0,0,,,000064,12_9,member_to_leader,93,93,1
2439,2,TX,21,5,21,12,3,12,3,400,2,0,0,,,000064,15_2,member_to_leader,95,95,1
2494,2,RX,12,5,21,12,3,9,3,400,,,,,,000064,15_2,member_to_leader,95,95,1
2495,2,RX,16,5,5,16,2,15,3,400,,,,,,000064,11_8,member_to_leader,94,94,1
2496,2,RX,17,5,14,17,1,9,3,400,,,,,,000064,12_9,member_to_leader,93,93,1
2506,2,TX,5,5,5,16,2,18,3,400,2,0,0,,,000064,11_8,member_to_leader,94,94,1
2510,2,TX,14,5,14,17,1,13,3,400,3,0,0,,,000064,12_9,member_to_leader,93,93,1
2514,2,TX,21,5,21,12,3,13,3,400,3,0,0,,,000064,15_2,member_to_leader,95,95,1
2569,2,RX,12,5,21,12,3,10,3,400,,,,,,000064,15_2,member_to_leader,95,95,1
2570,2,RX,16,5,5,16,2,16,3,400,,,,,,000064,11_8,member_to_leader,94,94,1
2571,2,RX,17,5,14,17,1,10,3,400,,,,,,000064,12_9,member_to_leader,93,93,1
