line_no,channel,status,tx_rnti,dst_l2_id,harq_id,tb_size,tbler,sinr_avg,sinr_min,reason,frame,subframe,slot
12398,PSSCH,OK,5,1,10,400,0,-nan,100000000000.0,,,,
12400,PSSCH,OK,20,1,12,400,0,-nan,100000000000.0,,,,
12402,PSSCH,OK,4,1,11,400,0,-nan,100000000000.0,,,,
12404,PSSCH,OK,16,1,12,400,0,-nan,100000000000.0,,,,
12406,PSSCH,OK,3,1,15,400,0,-nan,100000000000.0,,,,
12408,PSSCH,OK,2,1,10,400,0,-nan,100000000000.0,,,,
12410,PSSCH,OK,19,1,2,400,0,-nan,100000000000.0,,,,
12545,PSSCH,OK,5,1,11,400,0,-nan,100000000000.0,,,,
12547,PSSCH,OK,20,1,13,400,0,-nan,100000000000.0,,,,
12549,PSSCH,OK,4,1,12,400,0,-nan,100000000000.0,,,,
12551,PSSCH,OK,16,1,13,400,0,-nan,100000000000.0,,,,
12553,PSSCH,OK,3,1,0,400,0,-nan,100000000000.0,,,,
12555,PSSCH,OK,2,1,11,400,0,-nan,100000000000.0,,,,
12557,PSSCH,OK,19,1,3,400,0,-nan,100000000000.0,,,,
12722,PSSCH,OK,5,1,12,400,0,-nan,100000000000.0,,,,
12724,PSSCH,OK,20,1,14,400,0,-nan,100000000000.0,,,,
12726,PSSCH,OK,4,1,13,400,0,-nan,100000000000.0,,,,
12728,PSSCH,OK,16,1,14,400,0,-nan,100000000000.0,,,,
12730,PSSCH,OK,3,1,1,400,0,-nan,100000000000.0,,,,
12732,PSSCH,OK,2,1,12,400,0,-nan,100000000000.0,,,,
12734,PSSCH,OK,19,1,4,400,0,-nan,100000000000.0,,,,
12851,PSSCH,OK,5,1,13,83,0.0001,-nan,100000000000.0,,,,
12853,PSSCH,OK,20,1,15,83,0.0001,-nan,100000000000.0,,,,
12855,PSSCH,OK,4,1,14,95,0,-nan,100000000000.0,,,,
12857,PSSCH,OK,16,1,15,83,0.0001,-nan,100000000000.0,,,,
12859,PSSCH,OK,3,1,2,95,0,-nan,100000000000.0,,,,
12861,PSSCH,OK,2,1,13,95,0,-nan,100000000000.0,,,,
12863,PSSCH,OK,19,1,5,95,0,-nan,100000000000.0,,,,
12898,PSSCH,OK,14,1,6,12,0.0005,-nan,100000000000.0,,,,
12930,PSSCH,OK,14,9,7,62,0.0001,-nan,100000000000.0,,,,
13142,PSSCH,OK,5,1,14,400,0,-nan,100000000000.0,,,,
13144,PSSCH,OK,20,1,0,400,0,-nan,100000000000.0,,,,
13146,PSSCH,OK,4,1,15,400,0,-nan,100000000000.0,,,,
13148,PSSCH,OK,16,1,0,400,0,-nan,100000000000.0,,,,
13150,PSSCH,OK,3,1,3,400,0,-nan,100000000000.0,,,,
13152,PSSCH,OK,2,1,14,400,0,-nan,100000000000.0,,,,
13154,PSSCH,OK,19,1,6,400,0,-nan,100000000000.0,,,,
13294,PSSCH,OK,5,1,15,400,0,-nan,100000000000.0,,,,
