frame_index,timestamp,request_id,source_node,target_node,area_id,upload_type,planned_bytes,rlc_tx_count,rlc_rx_count,rlc_drop_count,phy_schedule_count,pscch_ok_count,pscch_fail_count,pssch_ok_count,pssch_fail_count,harq_ack_count,harq_nack_count,harq_timeout_count,cam_received,terminal_state
0,000060,1,20,5,12_9,member_to_leader,13184,19,22,0,0,0,0,21,0,0,0,0,0,rlc_rx_only
0,000060,2,12,4,16_8,member_to_leader,9936,6,6,0,0,0,0,5,0,0,0,0,0,rlc_rx_only
0,000060,3,9,19,11_8,member_to_leader,6320,2,6,0,0,0,0,5,0,0,0,0,0,rlc_rx_only
0,000060,4,8,1,15_2,member_to_leader,2992,1,0,0,0,0,0,0,0,0,0,0,0,rlc_tx_no_rx
0,000060,5,7,20,13_9,member_to_leader,2336,1,0,0,0,0,0,0,0,0,0,0,0,rlc_tx_no_rx
0,000060,6,4,12,16_4,member_to_leader,2272,1,0,0,0,0,0,0,0,0,0,0,0,rlc_tx_no_rx
0,000060,7,10,9,11_7,member_to_leader,2128,1,0,0,0,0,0,0,0,0,0,0,0,rlc_tx_no_rx
0,000060,8,2,11,13_2,member_to_leader,1904,1,1,0,0,0,0,1,0,0,0,0,0,rlc_rx_only
0,000060,9,1,8,15_3,member_to_leader,1520,1,0,0,0,0,0,0,0,0,0,0,0,rlc_tx_no_rx
0,000060,10,16,7,14_11,member_to_leader,784,1,0,0,0,0,0,0,0,0,0,0,0,rlc_tx_no_rx
0,000060,11,20,16,12_10,member_to_leader,12192,0,0,0,0,0,0,0,0,0,0,0,0,planned_only
0,000060,12,9,10,11_5,member_to_leader,3072,0,0,0,0,0,0,0,0,0,0,0,0,planned_only
0,000060,13,12,4,16_5,member_to_leader,2736,0,0,0,0,0,0,0,0,0,0,0,0,planned_only
0,000060,14,7,4,15_8,member_to_leader,1952,0,0,0,0,0,0,0,0,0,0,0,0,planned_only
0,000060,15,8,1,14_3,member_to_leader,1616,0,0,0,0,0,0,0,0,0,0,0,0,planned_only
0,000060,16,4,12,17_5,member_to_leader,944,0,0,0,0,0,0,0,0,0,0,0,0,planned_only
