planned_requests,observed_cam_received,matched_cam_received,bridge_observed_delivery_ratio,planned_bytes,observed_bytes,avg_delay_ms,p95_delay_ms,max_delay_ms,note
137,52,50,0.3795620437956204,352400,130656,59.76923076923077,111.0,192.0,"bridge-observed cam_received callbacks, not PHY-layer trace"
