frames,area_count_mean,area_count_max,covered_area_count_mean,covered_area_count_max,avg_group_size_mean,avg_group_size_max,avg_group_confidence_mean,avg_group_confidence_max,local_upload_packets_mean,local_upload_packets_max,leader_upload_packets_mean,leader_upload_packets_max,control_assignment_bytes_mean,control_assignment_bytes_max,local_upload_bytes_mean,local_upload_bytes_max,leader_upload_bytes_mean,leader_upload_bytes_max,broadcast_bytes_mean,broadcast_bytes_max,total_byte_proxy_mean,total_byte_proxy_max,leader_count_mean,leader_count_max,leader_max_load_mean,leader_max_load_max
11,20.000000,20.000000,20.000000,20.000000,1.477273,1.550000,0.910232,0.936666,9.545455,11.000000,20.000000,20.000000,1280.000000,1280.000000,95454.545455,110000.000000,40000.000000,40000.000000,2000.000000,2000.000000,138734.545455,153280.000000,11.363636,12.000000,4.090909,5.000000
