scenario_id,timestamp,receiver_id,receiver_policy,resource_allocation,upload_mode,grid_selection_mode,grid_score_mode,coverage_fallback,coverage_fallback_replacements,routing_hint_replacements,routing_hints_csv,clustering,cluster_count,selective_frame_deadline_ms,cluster_member_ids,source_cav_ids,uploaded_source_ids,selected_grid_counts_json,point_counts_json,communication_bytes,frame_comm_time_ms,num_channels,bandwidth_mhz,communication_deadline_ms,channel_estimator,ns3_tb_size_bytes,ns3_slot_duration_ms,ns3_subchannel_prbs,ns3_symbols_per_slot,ns3_mcs,pcs_rounds_requested,pcs_rounds_accepted,pcs_round_comm_time_ms_json,pcs_round_comm_bytes_json,channel_allocation,missing_channel_sources,pred_boxes,gt_boxes,skipped
2026_07_15_01_26_56,000060,1,all-cluster-heads,perception_aware_potential_game,grid,utility,utility,none,0,0,,coalition_game,11,,1;8,1;8,8,"{""8"": 37}","{""1"": 4918, ""8"": 4793}",76688,42.65183537263626,10,40.0,60.0,ns3,899,0.5,10,12,28,,,[],[],8>1:0,,7,33,
2026_07_15_01_26_56,000060,5,all-cluster-heads,perception_aware_potential_game,grid,utility,utility,none,0,0,,coalition_game,11,,5;7,5;7,7,"{""7"": 37}","{""5"": 4909, ""7"": 4806}",76896,42.767519466073416,10,40.0,60.0,ns3,899,0.5,10,12,28,,,[],[],7>5:1,,9,16,
2026_07_15_01_26_56,000060,10,all-cluster-heads,perception_aware_potential_game,grid,utility,utility,none,0,0,,coalition_game,11,,10;13,10;13,13,"{""13"": 37}","{""10"": 4953, ""13"": 4745}",75920,42.224694104560626,10,40.0,60.0,ns3,899,0.5,10,12,28,,,[],[],13>10:2,,6,34,
2026_07_15_01_26_56,000060,11,all-cluster-heads,perception_aware_potential_game,grid,utility,utility,none,0,0,,coalition_game,11,,2;11,11;2,2,"{""2"": 37}","{""2"": 4795, ""11"": 4909}",76720,42.66963292547275,10,40.0,60.0,ns3,899,0.5,10,12,28,,,[],[],2>11:3,,15,32,
2026_07_15_01_26_56,000060,12,all-cluster-heads,perception_aware_potential_game,grid,utility,utility,none,0,0,,coalition_game,11,,4;12,12;4,4,"{""4"": 37}","{""4"": 4808, ""12"": 4891}",76928,42.7853170189099,10,40.0,60.0,ns3,899,0.5,10,12,28,,,[],[],4>12:4,,14,34,
2026_07_15_01_26_56,000060,14,all-cluster-heads,perception_aware_potential_game,grid,utility,utility,none,0,0,,coalition_game,11,,14,14,,{},"{""14"": 5044}",0,0.0,10,40.0,60.0,ns3,899,0.5,10,12,28,,,[],[],,,0,0,
2026_07_15_01_26_56,000060,15,all-cluster-heads,perception_aware_potential_game,grid,utility,utility,none,0,0,,coalition_game,11,,6;15,15;6,6,"{""6"": 37}","{""6"": 4464, ""15"": 4740}",71424,39.724137931034484,10,40.0,60.0,ns3,899,0.5,10,12,28,,,[],[],6>15:5,,13,17,
2026_07_15_01_26_56,000060,16,all-cluster-heads,perception_aware_potential_game,grid,utility,utility,none,0,0,,coalition_game,11,,16;20,16;20,20,"{""20"": 37}","{""16"": 4857, ""20"": 4854}",77664,43.19466073414905,10,40.0,60.0,ns3,899,0.5,10,12,28,,,[],[],20>16:6,,7,26,
2026_07_15_01_26_56,000060,17,all-cluster-heads,perception_aware_potential_game,grid,utility,utility,none,0,0,,coalition_game,11,,3;17,17;3,3,"{""3"": 37}","{""3"": 4841, ""17"": 4967}",77456,43.07897664071191,10,40.0,60.0,ns3,899,0.5,10,12,28,,,[],[],3>17:7,,4,16,
2026_07_15_01_26_56,000060,18,all-cluster-heads,perception_aware_potential_game,grid,utility,utility,none,0,0,,coalition_game,11,,18,18,,{},"{""18"": 5003}",0,0.0,10,40.0,60.0,ns3,899,0.5,10,12,28,,,[],[],,,0,5,
