label,trace_path,ap_03,ap_05,ap_07,raw_lidar_mbps,total_mbps,frame_count,trace_rows,detector_calls_total,detector_calls_per_frame,detector_calls_per_frame_p95,mean_source_cavs_per_call,mean_uploaded_cavs_per_call,mean_selected_grids_per_call,mean_input_points_per_call,mean_input_points_per_frame,mean_pred_boxes_per_call,mean_pred_boxes_per_frame,mean_raw_bytes_per_call,mean_frame_comm_time_ms_per_call_row,calibrated_gflops_per_forward,profiled_detector_gflops_per_frame,profiled_detector_gflops_per_second_at_10hz,input_adjusted_detector_gflops_per_frame,input_adjusted_point_feature_gflops_per_frame
edge_pmax_20ms,docs\doc_workspace\SGCP\artifacts\dense_pointpillar_local_preserving_20260731\edge_pmax_20ms_41f\trace.csv,,,,28.768000,28.768000,41,820,1603,39.098,40.000,3.495,2.495,8.290,14989.1,564512.7,19.750,395.000,17980.0,1.000,89.437098,3496.772402,34967.724023,3496.853527,3.464809
