method,checkpoint,late_fusion,clustering,resource_allocation,num_channels,bandwidth_mhz,communication_deadline_ms,max_upload_points_per_source,frames,evaluated_samples,ap_03,ap_05,ap_07,raw_lidar_bytes,raw_lidar_mbps,box_bytes,box_mbps,total_mbps,ns3_frame,ns3_chunks,ns3_bytes,ns3_callbacks,ns3_avg_delay_ms,ns3_p95_delay_ms,ns3_max_delay_ms,ns3_phy_failures,notes
SGCP-PAPG low-budget cap4000,attentive,inter_cluster_nms,coalition_game,perception_aware_potential_game,10,40,60,4000,41,41,0.86,0.77,0.33,26240000,51.20,357584,0.6977,51.8977,000060,70,640000,70/70,23.714,46.000,46.000,0,"Same SGCP-PAPG scheduling semantics as the main method, with deterministic per-source point cap to expose a lower-payload operating point under the 40 MHz / 10 target-subchannel / 60 ms communication deadline."
