planned_requests,rlc_tx_events,rlc_rx_events,rlc_drop_events,matched_rlc_tx_events,matched_rlc_rx_events,matched_rlc_drop_events,requests_with_any_rlc_tx,requests_with_any_rlc_rx,requests_with_any_rlc_drop,rlc_complete_requests,rlc_partial_requests,rlc_no_rx_requests,request_any_rlc_rx_ratio,request_rlc_complete_ratio,request_rlc_partial_ratio,note
504,546,118,0,546,118,0,446,94,0,59,35,352,0.1865079365079365,0.11706349206349206,0.06944444444444445,RLC complete means RX segment/event count covers TX segment/event count for the request_id and no RLC DROP was observed; cam_received remains the application-visible completion signal
