channel,status,reason,count,channel_ratio,avg_sinr,avg_sinr_min,avg_tbler
PSCCH,FAIL,decoded_overlap,1850,0.41267008699531565,0.2144691011304054,0.1911317192719569,0.9707664248648646
PSCCH,FAIL,error_model,216,0.048182020968101716,0.4410513750986112,0.4011823688499999,0.8920394953703704
PSCCH,OK,,2417,0.5391478920365826,51991.649166652445,48774.28362412378,0.009908465039304905
PSSCH,FAIL,decode_fail,193,0.6205787781350482,2630.378936316385,2.7917200807909612,0.9999999209039548
PSSCH,OK,,118,0.37942122186495175,164303.9064301724,146982.04580344836,0.005455396637931034
